Frame,cid,gid,pred_x,pred_y,gt_x,gt_y,dx,dy,model
42,2,19,-5.147529038148148,170.13059975365618,-5.25,169.07143762275982,-0.10247096185185178,-1.0591621308963681,1
42,3,15,-8.407223416772817,177.97876419191363,-8.75,176.7116643469388,-0.34277658322718274,-1.2670998449748367,0
43,1,16,-1.8128850912029935,161.85810628211797,-1.75,162.95908759994796,0.06288509120299346,1.1009813178299908,1
43,2,19,-5.3003739228470295,168.05866668898025,-5.250000000000001,167.67644930711452,0.050373922847028574,-0.38221738186572907,1
43,3,15,-8.296638110436973,176.44180486260007,-8.749999999999998,175.49777169797525,-0.45336188956302514,-0.9440331646248126,0
44,1,16,-1.7407726102926482,160.91599529773242,-1.75,161.45440539798918,-0.009227389707351819,0.5384101002567547,1
44,2,19,-4.978674606314117,167.06365842698435,-5.25,166.27883049869942,-0.27132539368588304,-0.7848279282849262,1
44,3,15,-8.415248873350826,175.56882390436152,-8.75,174.27796909143092,-0.3347511266491736,-1.2908548129306041,0
45,1,16,-1.5605434216202032,159.65979427195379,-1.7500000000000002,159.95596626694154,-0.189456578379797,0.29617199498775904,1
45,2,19,-5.320563309684888,165.713462915657,-5.25,164.88577726885515,0.07056330968488833,-0.8276856468018536,1
45,3,15,-8.426272709252423,173.05547831265145,-8.750000000000002,173.05819335623832,-0.3237272907475788,0.002715043586874799,0
46,1,16,-1.7249344112113847,157.9028865370919,-1.7499999999999998,158.4566500306062,-0.02506558878861509,0.5537634935143103,1
46,2,19,-5.2382132069615235,162.75077912526413,-5.25,163.48965065125662,-0.011786793038476517,0.7388715259924936,1
46,3,15,-8.495548134805587,171.51303309379117,-8.750000000000002,171.83902437649732,-0.2544518651944152,0.3259912827061555,0
47,1,16,-1.7314292404242058,155.9130110934472,-1.7500000000000002,156.95218288373619,-0.01857075957579446,1.0391717902889752,1
47,2,19,-5.070197973957071,161.07976241873706,-5.25,162.09552526453325,-0.17980202604292916,1.0157628457961891,1
47,3,15,-8.333637629872618,169.95294740857102,-8.749999999999998,170.6271392885282,-0.41636237012738064,0.674191879957192,0
48,1,16,-1.5512693817546284,154.99755348246566,-1.7499999999999996,155.45689639122904,-0.1987306182453712,0.45934290876337514,1
48,2,19,-4.954180467273325,159.5162360242165,-5.25,160.71008601500625,-0.29581953272667505,1.1938499907897437,1
48,3,15,-8.354514235220813,169.21565082969772,-8.750000000000004,169.41055721845774,-0.39548576477919006,0.19490638876001753,0
49,1,19,-5.009668674292386,157.6808994301915,-5.25,159.31701703981187,-0.24033132570761406,1.6361176096203849,1
49,2,15,-8.17670029045342,167.98897074860486,-8.750000000000002,168.19472667619456,-0.5732997095465819,0.2057559275897063,0
49,3,16,-1.7012982853432488,154.87188163019823,-1.75,153.9555275021306,-0.048701714656751216,-0.9163541280676384,1
50,1,16,-1.624756908838767,152.74128410200103,-1.7499999999999998,152.4612784332756,-0.12524309116123278,-0.28000566872543686,1
50,2,15,-8.273345430972938,166.19715040014103,-8.750000000000002,166.98240243629408,-0.4766545690270636,0.7852520361530537,0
51,1,16,-1.5923230198837628,150.20831825607735,-1.75,150.9681506500388,-0.1576769801162372,0.7598323939614602,1
51,2,19,-4.695124556979086,155.1559602704574,-5.25,156.53097468582112,-0.5548754430209142,1.3750144153637223,1
51,3,15,-8.422869415557328,165.31155026596565,-8.750000000000002,165.7688073154103,-0.3271305844426742,0.4572570494446495,0
52,1,19,-4.788980679369086,153.7375897012264,-5.250000000000001,155.14148854393025,-0.461019320630915,1.4038988427038532,1
52,2,15,-8.527224044342397,164.00035441391213,-8.75,164.54724862455416,-0.22277595565760322,0.5468942106420229,0
53,1,16,-1.5722442940619152,145.8317079265813,-1.75,147.97104787829252,-0.17775570593808476,2.1393399517112357,1
53,2,19,-4.691945455168563,153.0154092310255,-5.25,153.7507288558896,-0.5580545448314371,0.7353196248641041,1
53,3,15,-8.037614531738244,163.36290721428128,-8.75,163.33102745873066,-0.7123854682617559,-0.03187975555061939,0
54,1,16,-1.6980103153931205,144.83692423911998,-1.75,146.47053703205782,-0.05198968460687947,1.6336127929378392,1
54,2,19,-4.919166581756987,151.7705177003459,-5.249999999999999,152.3642359098687,-0.33083341824301193,0.5937182095228195,1
54,3,15,-8.207545864883457,162.10904902820565,-8.749999999999998,162.11086414036458,-0.5424541351165413,0.0018151121589369268,0
54,5,17,2.4704069785799625,2.209,1.7500000000000002,4.976003284102459,-0.7204069785799623,2.767003284102459,2
55,1,19,-5.091457421039571,151.11435086153256,-5.250000000000003,150.96770801897324,-0.15854257896043134,-0.14664284255931648,1
55,2,15,-8.412489177528766,160.26885107640484,-8.750000000000002,160.89200123498517,-0.337510822471236,0.6231501585803301,0
55,3,17,1.6846188993428912,3.3526766146508002,1.7500000000000002,6.584763857538533,0.065381100657109,3.232087242887733,2
55,4,16,-1.5133798485958005,144.71945305599797,-1.7499999999999998,144.96867368701305,-0.23662015140419923,0.24922063101507774,1
56,1,19,-5.247025060131965,148.71437116276482,-5.249999999999999,149.57239382066084,-0.002974939868034099,0.8580226578960151,1
56,2,15,-8.382154645853195,159.34465546455448,-8.749999999999998,159.68171131985343,-0.3678453541468034,0.33705585529895643,0
56,3,17,1.5909126173900947,5.743216269672901,1.7500000000000004,8.112406133841949,0.15908738260990574,2.369189864169048,2
56,4,16,-0.9698167548154029,143.77980553250632,-1.7500000000000004,143.4713492770901,-0.7801832451845976,-0.3084562554162176,1
57,1,16,-1.51932919073821,142.07986780752537,-1.75,141.96606642658713,-0.23067080926178996,-0.11380138093824144,1
57,2,19,-5.130174455384357,147.22993819005615,-5.249999999999999,148.17740785508758,-0.11982554461564199,0.9474696650314343,1
57,3,15,-8.371241973426882,158.00001314681256,-8.75,158.46472401926746,-0.3787580265731183,0.4647108724549014,0
57,4,17,1.4840830159798697,8.00424528337562,1.75,9.592491709555015,0.2659169840201303,1.5882464261793938,2
58,1,16,-1.6364062263589338,140.05178905371912,-1.7500000000000004,140.46125409668835,-0.1135937736410666,0.4094650429692308,1
58,2,19,-5.4018195151982145,145.65695717490482,-5.25,146.78426861982874,0.15181951519821446,1.1273114449239188,1
58,3,15,-8.576617512891948,156.16499405019542,-8.75,157.25315780752882,-0.17338248710805182,1.0881637573334046,0
58,4,17,1.4130741370054378,10.183045538385084,1.75,11.04079420856345,0.3369258629945622,0.8577486701783652,2
59,1,16,-1.6715930947788953,137.92352564842122,-1.75,138.96221617712536,-0.07840690522110472,1.0386905287041373,1
59,2,19,-5.293824975853932,143.77710203158455,-5.25,145.38645078559082,0.04382497585393175,1.6093487540062767,1
59,3,15,-8.646869373137868,155.26969193796825,-8.750000000000002,156.03052874715266,-0.10313062686213392,0.7608368091844113,0
59,5,17,1.4966641505393172,11.882468551678814,1.7500000000000002,12.471254329254565,0.253335849460683,0.588785777575751,2
60,1,16,-2.0663488868987625,136.94457034109055,-1.75,137.4683571497914,0.3163488868987625,0.5237868087008337,1
60,2,15,-8.347277521013414,155.11742917419116,-8.75,154.8078106273848,-0.4027224789865862,-0.30961854680634815,0
60,5,17,1.82196517971714,13.56082466233558,1.7500000000000004,13.884080021279257,-0.07196517971713945,0.3232553589436762,2
61,2,16,-2.1941435335351573,135.65405194783472,-1.75,135.96841946056583,0.44414353353515734,0.31436751273110985,1
61,3,15,-8.148521289966586,152.94613864833985,-8.75,153.5944816436296,-0.6014787100334136,0.6483429952897382,0
61,5,20,7.763407857569551,2.209,8.75,0.0,0.9865921424304487,-2.209,2
61,7,17,1.7992173116969428,14.941514604581716,1.7500000000000002,15.286114465004218,-0.049217311696942545,0.3445998604225018,2
62,1,16,-1.6835829472965043,133.88425429926295,-1.7500000000000002,134.4711909994558,-0.06641705270349596,0.5869367001928651,1
62,2,19,-4.969843268078777,139.34668928106245,-5.25,141.21683452205318,-0.28015673192122303,1.8701452409907233,1
62,3,15,-8.293978316183134,151.53231418258167,-8.75,152.3788579217414,-0.45602168381686603,0.8465437391597277,0
62,4,18,5.4162561481268146,2.964,5.25,0.0,-0.16625614812681455,-2.964,0
62,5,20,8.096349960477541,4.8673356550988505,8.750000000000002,1.5870380641466895,0.6536500395224607,-3.280297590952161,2
62,6,17,1.9934566191712846,16.385799256099283,1.7500000000000004,16.684288569602856,-0.24345661917128414,0.29848931350357333,2
63,2,19,-5.554504152928806,138.89640291043966,-5.250000000000001,139.82280589960132,0.3045041529288053,0.9264029891616588,1
63,3,15,-8.32326165580246,151.1297163930257,-8.75,151.1642285078706,-0.4267383441975401,0.03451211484491523,0
63,4,18,5.8515595337483415,2.964,5.25,2.555711844343431,-0.6015595337483415,-0.4082881556565692,0
63,6,17,2.062368946320123,17.73380488733787,1.7499999999999998,18.083294871521296,-0.31236894632012313,0.3494899841834247,2
63,7,16,-1.0634819941551428,131.88819955510047,-1.7500000000000002,132.97249662670814,-0.6865180058448574,1.084297071607665,1
63,8,20,9.427306090526189,6.521355379657819,8.749999999999998,3.6006869184768266,-0.6773060905261907,-2.920668461180992,2
64,2,19,-5.436430313470001,137.7219219173044,-5.25,138.42836354554717,0.18643031347000072,0.7064416282427715,1
64,3,15,-8.354751978286565,150.02750989221346,-8.75,149.95029565150904,-0.3952480217134351,-0.0772142407044214,0
64,4,18,5.842541627085984,2.964,5.25,4.238474598470329,-0.5925416270859838,1.2744745984703294,0
64,5,17,2.011929490062701,19.17894782742796,1.7499999999999996,19.474259958886865,-0.2619294900627014,0.29531213145890334,2
64,6,20,10.035371317793478,8.002456687984791,8.750000000000002,5.1009781124724825,-1.2853713177934765,-2.901478575512309,2
65,1,16,-2.053994932699641,129.94018714204,-1.75,129.97963816656025,0.30399493269964095,0.03945102452024685,1
65,2,19,-5.537142200454566,135.92876489503192,-5.25,137.0358120441344,0.28714220045456607,1.1070471491024705,1
65,3,15,-8.346666162978266,148.2582085902571,-8.75,148.73813528731858,-0.40333383702173364,0.4799266970614724,0
65,4,18,6.019884514406425,2.964,5.25,5.64630485648118,-0.7698845144064252,2.68230485648118,0
65,5,17,1.8295102008562678,20.451918485313175,1.75,20.867064749507705,-0.07951020085626781,0.4151462641945294,2
66,1,16,-1.7232467743513689,127.7907410638234,-1.7499999999999996,128.47864228646546,-0.026753225648630696,0.6879012226420542,1
66,2,19,-5.692985746978623,135.02855920807013,-5.25,135.64441846175157,0.44298574697862314,0.6158592536814353,1
66,3,15,-8.606151368096151,148.4947730551948,-8.750000000000002,147.51809323476346,-0.14384863190385033,-0.9766798204313432,0
66,4,18,6.436460638966118,4.249834574708162,5.25,6.956392388726612,-1.1864606389661176,2.70655781401845,0
66,5,20,10.19976158890072,10.866228045213344,8.749999999999998,7.757816864283274,-1.4497615889007225,-3.1084111809300694,2
66,6,17,1.7142409757666455,21.867372663592924,1.75,22.24965550635016,0.03575902423335453,0.3822828427572347,2
67,1,16,-1.7203522710041677,125.70271567581423,-1.75,126.9736331905791,-0.029647728995832345,1.2709175147648608,1
67,2,19,-5.313601079093435,133.72361490062454,-5.25,134.2558997522021,0.06360107909343515,0.5322848515775718,1
67,3,15,-8.889604368144704,146.79915560079885,-8.750000000000002,146.29688513748735,0.13960436814470256,-0.502270463311504,0
67,4,18,6.621981434192449,6.275440994880663,5.25,8.223765611627405,-1.371981434192449,1.948324616746742,0
67,5,17,1.7913364881918685,23.401501269377423,1.7500000000000002,23.63530650673821,-0.041336488191868304,0.2338052373607873,2
68,1,16,-1.8964151696797922,123.64897662176823,-1.75,125.4779863001548,0.14641516967979218,1.8290096783865692,1
68,2,19,-4.855253195261384,131.90738555717783,-5.25,132.86328746291971,-0.3947468047386158,0.9559019057418823,1
68,3,15,-8.810654444163166,144.42032519478227,-8.75,145.07652560774062,0.06065444416316623,0.6562004129583556,0
68,4,18,6.484966876931965,8.479149394643755,5.250000000000002,9.448678835961418,-1.2349668769319635,0.9695294413176629,0
68,5,17,1.7816212990350793,24.693566700538884,1.7499999999999993,25.017861385306226,-0.03162129903507993,0.3242946847673416,2
69,1,16,-2.0165874294275654,122.77590189196584,-1.75,123.98150800960192,0.2665874294275654,1.20560611763608,1
69,2,19,-4.958288726659904,131.00358799275057,-5.249999999999999,131.4718321670208,-0.29171127334009483,0.46824417427023945,1
69,3,15,-8.728328183475686,143.2549243165094,-8.749999999999998,143.8664550260004,-0.021671816524312604,0.6115307094910065,0
69,4,18,6.541199124611036,10.46678360788046,5.25,10.666251500586277,-1.291199124611036,0.1994678927058171,0
69,5,17,1.819856011093784,26.082771410424662,1.75,26.396063512522925,-0.06985601109378403,0.31329210209826286,2
70,1,16,-1.9466776541427468,121.55870363494975,-1.7500000000000002,122.4854189865088,0.19667765414274663,0.9267153515590536,1
70,2,19,-4.713250444252512,129.70364780815925,-5.25,130.07802649455422,-0.5367495557474884,0.3743786863949765,1
70,3,15,-9.019909362678957,141.85499506314048,-8.75,142.6483264732648,0.26990936267895727,0.7933314101243241,0
70,4,18,6.216021377253514,12.127996912400823,5.250000000000002,11.868898223145898,-0.9660213772535124,-0.25909868925492496,0
70,5,17,1.9327517331536792,27.59345776460105,1.75,27.769133238586917,-0.1827517331536792,0.1756754739858657,2
71,1,16,-1.8632525406336164,119.82684452821077,-1.75,120.98850506522986,0.11325254063361645,1.1616605370190882,1
71,2,19,-5.20377027087256,127.86391455118724,-5.25,128.68962071838516,-0.04622972912743961,0.8257061671979216,1
71,3,15,-8.723686720293076,140.02740033458755,-8.749999999999998,141.42751630708955,-0.026313279706922543,1.4001159725019932,0
71,5,18,5.630214639274047,13.770657825831833,5.25,13.050284748324222,-0.38021463927404664,-0.7203730775076114,0
71,6,17,1.846365881063248,28.86736337402732,1.75,29.143723942733224,-0.09636588106324795,0.2763605687059041,2
72,1,16,-1.7645623669680077,118.99927921978424,-1.7499999999999998,119.49018934281341,0.014562366968007945,0.4909101230291668,1
72,2,19,-5.53761756609769,125.81189062849288,-5.249999999999999,127.2965206810223,0.2876175660976905,1.4846300525294254,1
72,3,15,-9.030289490599493,139.13347254943326,-8.749999999999998,140.20714576277905,0.28028949059949504,1.073673213345785,0
72,5,18,4.849249269994239,14.71352852400874,5.250000000000001,14.229098444641918,0.400750730005762,-0.48443007936682214,0
72,6,17,1.5068470199414086,30.24828075940154,1.7499999999999998,30.52060086577624,0.2431529800585912,0.2723201063747034,2
73,1,16,-1.5411900815017279,116.58223311664511,-1.75,117.98864305247825,-0.20880991849827213,1.406409935833139,1
73,2,19,-5.33846858059184,124.86824517506551,-5.250000000000001,125.90718270324331,0.08846858059183926,1.0389375281777973,1
73,3,15,-8.805981190476485,137.86470197240436,-8.75,138.98942793651304,0.05598119047648531,1.124725964108677,0
73,4,18,5.782610225755071,16.34978724841086,5.25,15.407464523598588,-0.5326102257550707,-0.9423227248122714,0
73,5,17,1.6527367027391668,31.739844038319617,1.7499999999999996,31.903121061937547,0.09726329726083272,0.16327702361792973,2
74,1,16,-1.402683117111534,115.13436451025031,-1.75,116.48655988407886,-0.34731688288846607,1.3521953738285504,1
74,2,19,-4.871750249662954,123.59095799608234,-5.250000000000003,124.5191945797507,-0.3782497503370488,0.9282365836683653,1
74,4,18,5.543420363543469,17.21260432173935,5.249999999999999,16.579297401365775,-0.29342036354347023,-0.633306920373574,0
74,5,17,1.8009457263604736,33.253206996793736,1.7500000000000002,33.282551789796216,-0.05094572636047334,0.02934479300247972,2
74,6,15,-8.418934675445186,137.2303906445731,-8.75,137.77144726280287,-0.33106532455481386,0.54105661822976,0
75,1,16,-1.5472806760810438,113.62028944169286,-1.7499999999999998,114.99351108223091,-0.20271932391895597,1.3732216405380484,1
75,2,19,-4.868790653185824,121.80034744621123,-5.250000000000001,123.1225685820202,-0.3812093468141766,1.3222211358089595,1
75,3,15,-8.26954941640496,136.00225813006145,-8.750000000000002,136.55696996338796,-0.4804505835950419,0.5547118333265075,0
75,4,20,9.029207760995096,18.01496065941391,8.749999999999996,18.568369095307272,-0.27920776099509936,0.5534084358933633,2
75,5,18,5.503395507863586,18.08508760045084,5.25,17.750630331386603,-0.2533955078635861,-0.334457269064238,0
75,6,17,2.0811941770101274,34.4945115835983,1.7500000000000004,34.66304057516209,-0.331194177010127,0.16852899156378953,2
76,1,16,-1.5214000313601352,112.92227380998952,-1.7499999999999998,113.49965701386975,-0.22859996863986454,0.5773832038802311,1
76,2,19,-5.112058564580049,119.777771930476,-5.25,121.72928359756199,-0.1379414354199513,1.9515116670859811,1
76,3,15,-8.368918375194935,134.17589216371462,-8.750000000000004,135.33794022242333,-0.38108162480506813,1.1620480587087059,0
76,4,20,9.246738419920955,19.26522930216437,8.75,19.74446205049248,-0.49673841992095547,0.47923274832810847,2
76,5,18,5.499111359929588,19.136906106558925,5.25,18.906278484200865,-0.24911135992958844,-0.23062762235806034,0
76,6,17,1.9796960632781984,35.87500829321775,1.7499999999999991,36.042196454960326,-0.22969606327819925,0.16718816174257256,2
77,1,16,-1.6135956673419738,111.71497535982083,-1.75,111.99727957194531,-0.1364043326580262,0.28230421212448675,1
77,2,19,-5.6824631151624905,118.84509463406995,-5.25,120.3307752340934,0.4324631151624905,1.4856806000234428,1
77,3,15,-8.224249042577977,133.2637463548604,-8.75,134.11849437307433,-0.5257509574220229,0.8547480182139395,0
77,4,20,8.946376422840071,20.54741865676634,8.75,20.90889984128313,-0.19637642284007129,0.3614811845167907,2
77,6,17,2.116048068304512,37.34867253194583,1.7500000000000007,37.42063726284498,-0.3660480683045113,0.0719647308991469,2
77,7,18,4.752806329851978,20.77784237358835,5.250000000000001,20.070265254325026,0.4971936701480226,-0.7075771192633233,0
78,1,16,-1.7727120682222437,109.93439368291318,-1.75,110.5034440885411,0.022712068222243698,0.5690504056279195,1
78,2,19,-5.597249674128967,117.55969096113724,-5.249999999999999,118.94079350307784,0.34724967412896746,1.3811025419406064,1
78,3,15,-8.561232782253617,133.06694703402897,-8.75,132.8980597777339,-0.18876721774638305,-0.16888725629507917,0
78,4,20,9.109822165157064,21.801033696765213,8.749999999999998,22.080901231786513,-0.3598221651570661,0.2798675350212996,2
78,5,18,5.448023829791772,21.342456916517413,5.249999999999999,21.225312931679056,-0.19802382979177313,-0.11714398483835708,0
78,6,17,1.9148299558747124,38.604010401440846,1.7500000000000002,38.79440395247659,-0.16482995587471216,0.19039355103574707,2
79,1,16,-1.4069393343182912,107.90518862452312,-1.7500000000000002,109.0095680406949,-0.343060665681709,1.1043794161717813,1
79,2,19,-5.940367794330116,116.896042760431,-5.249999999999998,117.55304095352928,0.6903677943301174,0.6569981930982749,1
79,3,15,-8.534262608184967,132.01969041817807,-8.749999999999998,131.6749990752523,-0.21573739181503093,-0.34469134292578474,0
79,4,20,9.066271022851147,22.952689571347708,8.749999999999996,23.251944944833077,-0.3162710228511507,0.29925537348536935,2
79,5,18,6.552642521526084,25.008467648432205,5.250000000000001,22.386616700874537,-1.3026425215260833,-2.621850947557668,0
79,6,17,1.750094668157946,39.96028162828701,1.7500000000000002,40.16423383902352,-9.466815794567651e-05,0.20395221073651015,2
80,1,16,-1.4467522438543825,105.7959877790737,-1.7499999999999996,107.50504925381613,-0.30324775614561705,1.7090614747424269,1
80,2,19,-5.624170946465396,115.69005326078847,-5.249999999999999,116.16486845127275,0.37417094646539706,0.47481519048427856,1
80,3,15,-8.620503906690278,130.24481092384812,-8.750000000000004,130.46079096995012,-0.12949609330972578,0.21598004610200405,0
80,4,20,9.156473072012925,24.107019765106962,8.750000000000002,24.411649526357014,-0.4064730720129237,0.3046297612500517,2
80,5,18,4.843728817782587,23.95735427693338,5.250000000000001,23.542721353490446,0.4062711822174139,-0.4146329234429338,0
80,6,17,1.7515011942885819,41.43800222629977,1.75,41.53352143314576,-0.001501194288581864,0.09551920684598514,2
81,1,16,-1.564548041407684,103.68979714441045,-1.7500000000000002,106.01202621845002,-0.18545195859231622,2.3222290740395692,1
81,2,19,-5.483750508850992,115.03773829984213,-5.249999999999997,114.77510755030643,0.2337505088509948,-0.26263074953570253,1
81,3,15,-8.377543955524581,129.339064494995,-8.75,129.24226577009165,-0.3724560444754186,-0.09679872490335129,0
81,4,18,5.342109281278132,24.83408696596168,5.250000000000001,24.69254247969926,-0.09210928127813123,-0.141544486262422,0
81,5,17,1.6770281392578628,42.967623265379125,1.7500000000000007,42.90502828860585,0.0729718607421379,-0.0625949767732763,2
81,6,20,8.407759337119193,25.68072615967699,8.750000000000002,25.58046246553218,0.34224066288080834,-0.10026369414481096,2
82,1,16,-1.5055334781202343,102.77008487256124,-1.7500000000000004,104.5101006191024,-0.24446652187976614,1.740015746541161,1
82,2,19,-5.820863941392553,113.75907655085793,-5.249999999999999,113.3792997881124,0.5708639413925543,-0.3797767627455215,1
82,3,15,-8.106938471697882,129.14962637071608,-8.75,128.02037718661538,-0.6430615283021179,-1.1292491841007006,0
82,4,18,6.2494584685785,27.655888948798605,5.249999999999999,25.83951516667213,-0.9994584685785011,-1.816373782126476,0
82,5,17,1.5167104689619046,44.23017718474118,1.7500000000000002,44.27841669100895,0.23328953103809558,0.04823950626776963,2
82,6,20,9.479376566450835,29.162763044752488,8.75,26.746717291356397,-0.7293765664508349,-2.416045753396091,2
83,1,16,-1.9824674296879605,102.67325479452597,-1.7500000000000004,103.0135676332174,0.23246742968796008,0.3403128386914318,1
83,2,19,-5.431245379317273,111.92456577034467,-5.25,111.98548223340718,0.18124537931727325,0.06091646306251164,1
83,3,15,-8.140746287884088,126.92449994402887,-8.750000000000002,126.80305502967174,-0.6092537121159136,-0.12144491435712723,0
