帧号,车辆ID,速度(m/s),距离(m),角度(deg)
96,248,13.210784787182453,24.92468206696017,-20.552018589589842
96,249,13.104220302703228,18.440577534762866,-5.445530497610435
96,250,11.67867098276071,18.579151933931662,-16.413936645902748
97,248,13.334032728692426,26.251130258068002,-19.470348454580105
97,249,13.176503654279104,19.75299530506062,-5.082735228173339
97,250,11.795053734873592,19.751373483471035,-15.414749895773664
98,248,13.475879123223944,27.59271442139642,-18.488402405159793
98,249,13.214208172823172,21.070155744875752,-4.764238748298943
98,250,11.903617778307764,20.93564140060535,-14.522994428607227
99,248,13.543125451747573,28.94186026412594,-17.597617544842976
99,249,13.324725695838836,22.399060513339506,-4.480987108805547
99,250,11.961108520771988,22.126656420165,-13.725491316240456
100,248,13.593534632952988,30.29675245354103,-16.78671584192828
100,249,13.35927382758019,23.732027632557248,-4.228829824043076
100,250,12.15539918842522,23.337785465606515,-13.000354144833207
101,248,13.77788046978356,31.67058056919272,-16.038406216611193
101,249,13.469308514548974,25.076416850699623,-4.001735197715378
101,250,12.157011157886476,24.549753340116194,-12.34815229609656
102,248,13.761678523535732,33.04331792221068,-15.355301813524928
102,249,13.496659339253618,26.42392878628247,-3.7973557141296865
102,250,12.241263019587835,25.77064595643984,-11.754588421011098
103,248,13.841397675339225,34.424407017715424,-14.725009011763383
103,249,13.570036463224445,27.779078719912494,-3.611856775228642
103,250,12.321648516820982,26.99999869175153,-11.212271967967975
104,248,13.957277929364034,35.81742008249858,-14.140146810099763
104,249,13.528484304672993,29.13033465500575,-3.4441081512994334
104,250,12.40836464357154,28.238363741735974,-10.714616968410077
105,248,13.98549599191913,37.21354040258666,-13.599254657275456
105,249,13.63448699535446,30.492383628829177,-3.2900917225918747
105,250,12.343280804814125,29.470560378771765,-10.261664750611374
106,248,13.954000682378043,38.60680908301595,-13.099567632481905
106,249,13.653624137511928,31.85652053370405,-3.1490605709427206
106,250,12.412992951935694,29.470560378771765,-10.261664750611374
107,248,13.997498803537173,40.00463714010338,-12.634136222326868
107,249,13.599251622562418,33.215380077615585,-3.0201087600680037
107,250,12.510130824537473,31.963166957452984,-9.453758772785553
108,248,14.104635160035283,41.413361741181475,-12.197635823916416
108,249,13.62838576519294,34.5772810151721,-2.9010513996718403
108,250,12.448435168815925,33.2065243321245,-9.096715354139745
108,251,0.38852587590408655,10.613170588236477,-55.53249753903074
109,248,14.04698317661451,42.816491188661445,-11.792066514022721
109,249,13.617918713324668,35.93824171877227,-2.791101537776062
109,250,12.547636752173736,34.45995106366495,-8.763181647016545
109,251,2.4589464587916705,10.756322223955117,-54.43685836777784
110,248,14.139016780180397,44.22897855737981,-11.410331374203887
110,249,13.636520887998275,37.30113373943083,-2.68904516005577
110,250,12.619559616100268,35.720687512754694,-8.451585927372411
110,251,4.3629275544368955,11.098333613145245,-52.036858583329234
110,255,-10.437123673497876,200.03962943836788,1.5038889325897826
111,248,14.1014266602906,45.637831982148484,-11.05358122601411
111,249,13.684883694914555,38.66896491912979,-2.5938597601101026
111,250,12.634045644499988,36.98301170282148,-8.161109345047848
111,251,6.073105774502722,11.622255677833442,-48.83924473856277
111,255,-10.652218749460424,198.9743951989104,1.511942053904902
112,248,14.226030614303816,47.059241200404365,-10.71569935881657
112,249,13.760574142041008,40.044404404835845,-2.5047084258885097
112,250,12.620229929566593,38.24404302085645,-7.890266870016625
112,251,7.5501350925891355,12.306046446453783,-45.318991395403486
112,253,-10.41373406117924,199.4603407563725,0.5027009389511453
112,254,-10.215931619027815,200.06391644747566,2.506689098525867
112,255,-10.822453476542165,197.89214752254242,1.5202126135698721
113,248,14.24732706126208,48.48289585430328,-10.397487745712397
113,249,13.66015107546203,41.40986749037058,-2.4220672431086565
113,250,12.64760694118929,39.507924892360414,-7.63632190711664
113,251,8.754010937655416,13.12253249243203,-41.81995187967751
113,253,-10.583773874810262,198.4019569491998,0.5053826881837741
113,254,-10.407933815823739,199.0231162552404,2.5198063760376828
113,255,-11.005211943857912,196.7916215761436,1.5287161739401902
114,248,14.264580172241612,49.90836173582438,-10.097357647562248
114,249,13.726029801564255,42.78198239771205,-2.3443419708738125
114,250,12.602512061350511,40.76737702706855,-7.399066545429303
