帧号,车辆ID,速度(m/s),距离(m),角度(deg)
127,276,-13.550952118070766,182.5100023452083,-5.3858768603962615
127,277,-11.207162029911926,186.91629929028556,-4.527196852929889
128,270,12.508751845409256,68.38177865839597,5.436754183404955
128,271,13.720064385337613,73.28495232356173,-1.7223980761483528
128,272,11.645860782241625,63.867879308966465,3.647556117038924
128,273,11.624099315626967,38.60169785264112,11.844102641888156
128,275,-11.936702152188799,183.42212680569648,-6.541329738216492
128,276,-13.743459767433649,181.13544720603514,-5.311662055610106
128,277,-11.195744922694558,185.79657681581588,-4.4629403182612615
129,270,12.602746865901674,69.63953110661747,5.04100596213478
129,271,13.72174251898949,74.65561574361284,-1.9791045203659954
129,272,11.71271836854665,65.03697573619465,3.2884399864503333
129,273,11.766588400208628,39.76774589678339,10.927624091489696
129,275,-11.9422505230219,182.22778104824192,-6.485005416447419
129,276,-13.9242001045047,179.74281412328324,-5.235287663203097
129,277,-11.092120367270978,184.68720689783044,-4.398490908594448
130,270,12.583181085572006,70.89548599422031,4.661202303902649
130,271,13.85558957180432,76.03972418815789,-2.2283542154097136
130,272,11.781406150508776,66.21303651834623,2.9411630896227217
130,273,12.000874925410962,40.958061776434555,10.058260946072782
130,275,-11.935645998822856,181.03407861057264,-6.427954091840733
130,276,-14.101004003681929,178.3324888947986,-5.156699714937057
130,277,-11.167794593990287,183.57027066171068,-4.332795718210128
131,270,12.625267456494456,72.15577374038611,4.294627244094339
131,271,13.885633064299936,77.4269098612845,-2.468677921331845
131,272,11.771452125525576,67.38823402601119,2.607329584049404
131,273,12.12135626307973,42.16132343002937,9.239917169971056
131,274,-1.9767809744178053,24.48784160726251,42.60718634701062
131,275,-11.941162627391021,179.8398383621967,-6.370103959847774
131,276,-14.043443226982392,176.9279093428452,-5.077158024853038
131,277,-11.190824540760817,182.4510393172171,-4.266138748349173
132,270,12.774250543614919,73.43104666803464,3.9376610899319937
132,271,13.886189874588203,78.81422096267573,-2.7000672147308364
132,272,11.875128859421267,68.573873887798,2.2831240052320654
132,273,12.345334840648883,43.38764902955853,8.461771141297552
132,274,-1.1570303417443788,24.3315124972423,41.779771090865715
132,275,-12.01512382305959,178.63819224423403,-6.31109853057382
132,276,-14.084645909820441,175.51921489403097,-4.996074795771939
132,277,-11.183238852910799,181.33255607802906,-4.198683750474797
133,270,12.81119386082982,74.7101154863668,3.5929418455161337
133,271,13.910806565594742,80.20406144996997,-2.9233951660072224
133,272,11.86811920888134,69.75891265733455,1.9710118832528962
133,273,12.470062726618556,44.62713916726621,7.726675387268353
133,274,-0.3333540973080767,24.256676361492723,40.780564550966496
133,275,-11.949242649239606,177.44312776762334,-6.251607393991831
133,276,-14.042930113160237,174.11468519694463,-4.913894141335507
133,277,-11.154116489580092,180.21697364971277,-4.130548564666653
134,270,12.750100857897332,75.9832089098756,3.262328449063185
134,271,13.908730775490076,81.59376601738668,-3.1386735415460767
134,272,11.9265337700786,70.94988239779953,1.6686880698820978
134,273,12.59082275546096,45.87933490345121,7.0312607794447395
134,274,0.48970384164190195,24.264615364132194,39.63527154954664
134,275,-12.005861997266209,176.2424050453257,-6.1910051828502555
134,276,-14.02469510885478,172.7119751687489,-4.830453894905267
134,277,-11.15331981342387,179.10147839098073,-4.061548296161561
