帧号,速度(m/s),距离(m),角度(deg),SNR(dB)
78,-2.1259436446629216,23.0,43.54221902815587,18.74631413473627
78,-1.7144706811797723,23.0,42.6702338712576,13.443337918358509
78,-1.5087341994382015,23.0,41.8103148957786,6.064478848697594
79,-2.194522471910112,25.5,49.07393669039544,7.339287738719151
79,-2.057364817415728,23.0,42.6702338712576,6.362437517623624
79,-1.7830495084269664,25.5,47.16657193393276,13.940879708956787
79,-1.2344188904494366,23.0,41.8103148957786,7.592726099910559
79,-0.8915247542134814,23.0,41.8103148957786,11.245952336800125
79,-0.6172094452247165,23.0,40.961788552349375,21.680506139575368
80,-2.811731917134832,29.0,53.13010235415599,18.316662944102227
80,-2.194522471910112,26.0,48.11140308495899,11.552464341229268
80,-1.8516283356741567,25.5,48.11140308495899,1.0611221238130133
80,-1.7144706811797723,28.0,53.13010235415599,7.053680012577123
80,-1.5087341994382015,23.0,42.6702338712576,6.013390408621174
80,-1.4401553721910112,28.0,52.08179734355447,17.033663033558803
80,-1.3715765449438173,25.5,48.11140308495899,6.774438118734584
80,-1.2344188904494366,23.0,41.8103148957786,12.569690165087904
80,-1.1658400632022463,25.5,47.16657193393276,11.34495939263795
80,-0.8229459269662911,23.0,41.8103148957786,5.262303145882969
80,-0.5486306179775262,23.0,40.961788552349375,13.435083788476074
80,-0.1371576544943806,23.0,40.12403459351642,5.275208293487127
80,0.0685788272471938,23.0,40.12403459351642,3.2837105654088967
80,0.3428941362359552,23.0,39.2964802391875,19.807079758943345
80,0.4800517907303394,23.5,38.47859513329794,20.673116163868205
81,-2.468837780898877,29.0,53.13010235415599,7.756421495135265
81,-2.2631012991573023,28.5,53.13010235415599,17.66741324629842
81,-2.1259436446629216,26.0,47.16657193393276,5.900632209934241
81,-2.1259436446629216,29.0,52.08179734355447,6.829450831556408
81,-1.577313026685392,28.0,54.2046324563124,7.93874367030985
81,-1.5087341994382015,26.0,47.16657193393276,13.009335656879191
81,-1.3715765449438173,28.0,54.2046324563124,5.955133879437884
81,-1.302997717696627,25.5,48.11140308495899,2.767028438901118
81,-1.028682408707862,28.0,52.08179734355447,0.5407226729240524
81,-0.8229459269662911,25.5,46.23825730732021,19.478745016744853
81,-0.7543670997191008,28.0,51.05755873101863,1.9786936886052429
81,-0.6172094452247165,25.5,46.23825730732021,17.709710008306708
81,-0.4800517907303359,23.0,40.961788552349375,5.3858307358980415
81,-0.205736481741571,23.0,40.961788552349375,15.426730970778603
81,0.0,23.0,40.12403459351642,11.570940154310865
81,0.2057364817415745,23.0,40.12403459351642,7.974030544362176
81,0.8229459269662946,23.0,39.2964802391875,16.003192086600933
81,1.2344188904494402,23.0,38.47859513329794,16.032605365463862
81,1.3715765449438209,23.5,36.86989764584403,13.189005987170702
