帧号,速度(m/s),距离(m),角度(deg),SNR(dB)
81,2.8117319171348356,9.5,-54.204632456312396,19.541578492786517
81,3.086047226123597,9.5,-54.204632456312396,19.277189409529164
81,3.428941362359552,10.0,-51.05755873101862,7.3986246853351965
82,0.7543670997191043,10.5,-53.13010235415599,8.99673667240428
82,0.9601035814606753,10.0,-54.204632456312396,17.96515584486428
82,3.8404143258426977,9.5,-54.204632456312396,15.695978867292391
82,4.251887289325847,10.0,-53.13010235415599,18.081909676166934
82,4.526202598314608,10.0,-53.13010235415599,8.327932055792427
82,4.937675561797757,10.0,-51.05755873101862,20.994582881369116
82,5.074833216292138,10.0,-51.05755873101862,17.841021359336416
82,5.2805696980337125,11.0,-49.07393669039544,3.535010238088285
82,5.349148525280903,10.0,-50.05549481018511,6.308635287611123
82,5.554885007022474,10.5,-49.07393669039544,6.453380740334835
83,0.06857882724719389,6.5,-40.96178855234937,15.915844477455558
83,0.2743153089887649,6.5,-40.96178855234937,15.528461119535635
83,0.48005179073033943,6.5,-41.810314895778596,13.318066682773075
83,0.48005179073033943,8.0,-51.05755873101862,1.380273975525013
83,0.6172094452247201,6.5,-42.670233871257594,8.512888891118449
83,0.7543670997191043,7.0,-41.810314895778596,10.71694160720421
83,0.7543670997191043,8.0,-52.081797343554456,4.251040469668638
83,1.0972612359550595,6.5,-40.96178855234937,15.238585586880859
83,1.3715765449438209,6.5,-40.96178855234937,5.71217613148911
83,1.4401553721910147,8.0,-50.05549481018511,15.745378777176345
83,1.5773130266853954,7.0,-40.96178855234937,8.690829117649313
83,1.78304950842697,7.0,-40.96178855234937,11.898128891765174
83,1.988785990168541,10.0,-54.204632456312396,-8.864196276943755
83,2.0573648174157313,7.0,-37.669886964329635,-2.5759574957935385
83,2.125943644662925,9.5,-54.204632456312396,-7.973829820575001
83,2.331680126404496,7.0,-40.1240345935164,4.828195291068704
83,2.4688377808988804,7.5,-35.29439467666015,-1.696480621887013
83,2.6745742626404514,7.5,-36.07819997184263,12.820103309042029
83,2.8117319171348356,7.5,-36.07819997184263,7.954877026959595
83,3.086047226123597,10.5,-52.081797343554456,4.300282106238328
83,3.2917837078651715,9.5,-54.204632456312396,1.8450728274757227
83,3.428941362359552,7.0,-38.478595133297944,1.7375291216143849
83,3.8404143258426977,9.5,-53.13010235415599,9.616135215857833
83,4.251887289325847,9.5,-52.081797343554456,2.70560054664171
83,4.594781425561802,10.0,-53.13010235415599,21.893510640856967
83,4.937675561797757,10.0,-53.13010235415599,7.630960425700392
83,5.417727352528093,10.5,-48.11140308495899,5.038749356717506
83,6.1035156250000036,10.5,-49.07393669039544,11.094198429059567
83,6.65214624297753,10.5,-48.11140308495899,0.7543182657503783
83,6.926461551966295,11.0,-45.32539043561643,26.896882294582586
84,0.2743153089887649,6.5,-42.670233871257594,20.272017356703667
84,0.48005179073033943,6.5,-41.810314895778596,9.514129064023106
84,0.48005179073033943,8.5,-40.96178855234937,1.0848928773212776
84,0.6172094452247201,4.5,-14.806506911897515,13.5366284094924
84,0.6172094452247201,10.0,-40.96178855234937,-7.515542335986021
84,0.6857882724719104,8.5,-40.96178855234937,6.4670256977670615
84,0.7543670997191043,6.5,-41.810314895778596,2.7092486431093707
84,0.9601035814606753,5.0,-27.818139284653927,-5.014626533170167
84,1.0286824087078656,4.5,-15.466009953420548,-3.3946916435436236
