track_id,start_frame,end_frame,life_frames,num_observed_frames,num_missing_internal_gaps,main_gid,assigned_gt_switches,num_gt_switch_events,mean_raw_jump,mean_filtered_jump,mean_smoothing_gain,path_length_raw,path_length_filtered,mean_err_raw,mean_err_filtered,median_err_filtered,p90_err_filtered,max_err_filtered,mean_dx_filtered,mean_dy_filtered,mean_inside_ratio,center_mode
28,230,298,69,41,3,219,2,2,1.2127433097490947,0.9088817903497987,0.30386151939929584,48.50973238996379,36.355271613991945,0.970535861221094,0.6884249066758662,0.6331270406775394,1.3118031073179048,2.2886301505282103,0.17642724224284623,-0.16406398018657198,,bottom_half_length
7,201,267,67,29,13,218,0,0,1.3694557944261025,1.328460540550573,0.040995253875529554,38.34476224393087,37.19689513541604,0.38332148128067084,0.3749225613972182,0.3429204325942714,0.5985490667763625,0.7052139251381303,-0.05307361205715475,0.3081427598554836,,bottom_half_length
121,443,504,62,51,9,233,0,0,0.8868277764492085,0.7770626581133755,0.10976511833583281,44.341388822460424,38.85313290566877,0.8626960097521577,0.8538098188396105,0.80211558374137,1.2760440023122308,2.07432041792054,-0.6601981646939279,0.24560467394499916,,bottom_half_length
2,203,255,53,25,6,230,1,1,1.9785070294153855,1.4033215199489841,0.5751855094664013,47.48416870596925,33.67971647877562,1.7868961807770674,1.6130206253795734,1.1965676171330923,3.2635575952330798,4.842839938436151,-0.85138742578051,-0.9918226718153238,,bottom_half_length
126,457,507,51,29,4,229,1,1,0.8392024363841845,0.7200112445817167,0.11919119180246796,23.497668218757166,20.160314848288067,1.2183517594621665,1.1892503643601906,0.8436780246695909,2.7947123990945038,3.977474876669609,-0.6482679095555862,-0.5201259588160824,,bottom_half_length
68,304,352,49,41,5,230,0,0,1.4491623890109562,1.1081816975732433,0.34098069143771303,57.96649556043825,44.32726790292973,1.175188585290877,1.0590797691897131,0.8772972572947738,1.9760572794158942,3.4256060345569916,-0.6115269150000311,0.6838528414536557,,bottom_half_length
138,521,565,45,33,8,231,0,0,0.7428808269204652,0.517183556324708,0.22569727059575712,23.772186461454886,16.549873802390657,1.4627597005738846,1.396261908910521,1.2471879582910563,2.555967890962968,3.8568813441070584,-0.5403163294149129,-1.1779475741994856,,bottom_half_length
154,658,698,41,25,6,222,0,0,0.8787870802565544,0.6381884242047834,0.2405986560517713,21.090889926157306,15.3165221809148,2.294171366463328,2.235235160564605,2.354128462902672,3.475475748512345,5.012281484471314,0.5047926740676313,-2.066416043988768,,bottom_half_length
1,201,237,37,28,2,225,1,1,0.8258643334365481,0.6936079084330667,0.13225642500348142,22.2983370027868,18.727413527692804,1.2872357975495754,1.2400585868554572,1.2544700045238613,1.9303646356537485,4.544307463638088,-0.3331419606924005,0.5560867702304145,,bottom_half_length
26,223,254,32,25,5,232,0,0,1.1095187943077145,1.0427418239604938,0.06677697034722066,26.628451063385146,25.025803775051852,1.005163481787357,0.8809269629893892,0.7855725616233947,1.312318416927487,2.686578879418913,-0.27399643651787803,0.2504615245009569,,bottom_half_length
131,493,523,31,11,7,222,1,1,2.5344607807175157,1.7622453711396022,0.7722154095779139,25.34460780717516,17.622453711396023,1.6582542467665689,1.5222570634582333,1.0858785306480403,2.638468444356414,4.861946059276568,0.3967861450506986,0.9318196150461504,,bottom_half_length
81,339,360,22,11,5,227,2,1,4.169492899792152,4.171851172185849,-0.002358272393697636,41.694928997921515,41.71851172185849,0.8218085671981559,0.6661552113363113,0.6782384423095371,1.0563971301355228,1.0671797150799915,-0.13160369933830526,0.0644136701456631,,bottom_half_length
15,208,226,19,5,2,227,0,0,3.817331810637467,3.7874690444209067,0.02986276621656045,15.269327242549869,15.149876177683627,0.24027635956655735,0.18065842332031923,0.18324525074955045,0.278341987612296,0.2966934469033686,-0.030437514847061208,0.13294045474821417,,bottom_half_length
90,355,372,18,18,0,232,0,0,0.8715319451801541,0.8832462990996148,-0.011714353919460727,14.81604306806262,15.015187084693451,0.962960059407187,0.9734587964569417,0.8354212636229902,1.5958679431151062,1.8767160821439635,-0.7499392125771099,0.33465782164322594,,bottom_half_length
47,263,279,17,6,4,234,0,0,1.5672863412962137,1.17796679005885,0.38931955123736395,7.8364317064810685,5.88983395029425,1.6775021796398228,1.4601440227588498,1.4979014704779725,1.7399900979330636,1.9353042359380352,-0.707901617036215,-1.025149218042273,,bottom_half_length
143,538,552,15,12,2,228,1,1,1.8570503272288865,1.5409275943000211,0.3161227329288654,20.42755359951775,16.950203537300233,1.124074980430687,1.404038942788314,0.9459719209962769,2.5548512921663216,4.53757048758171,0.3060267256887025,-0.8772660102420146,,bottom_half_length
85,343,343,1,1,0,225,0,0,,,,0.0,0.0,4.990217622924799,5.184308588801742,5.184308588801742,5.184308588801742,5.184308588801742,2.1855140085796716,-4.7011258292270295,,bottom_half_length
