帧号,车辆ID,速度(m/s),距离(m),角度(deg),Yaw(deg)
100,56,9.663968450911629,16.53165905012531,-18.51618225474669,-3.0517578125e-05
100,57,12.706568687282216,26.805240240295948,-19.05215545450749,-3.0517578125e-05
100,58,8.285330211470155,13.356566202812948,-40.9278772256018,-3.0517578125e-05
100,61,-8.260627002299632,202.5936137519145,0.4949260701743519,-180.0
100,62,-11.709612194009592,193.92918874457524,2.586038398402948,-180.0
100,64,-10.298362470729575,200.88188091774012,1.4975820331801406,-180.0
100,67,-10.293340815019988,209.0023995612104,2.3994204786343025,-180.0
100,68,-9.40963859734114,214.61295071550924,1.401746029960909,-180.0
100,69,-7.017928810737118,219.2371462001369,0.4573526005507524,-180.0
100,70,-11.528148748674488,227.82762802027975,2.201056148438374,-180.0
100,71,-8.0808111492422,227.6352478527402,1.321541889612913,-180.0
101,56,9.775525819753945,17.501636430506302,-17.455918355771946,-3.0517578125e-05
101,57,12.803204770870574,28.08046144161857,-18.15595572067801,-3.0517578125e-05
101,58,9.10711153850745,14.228341210236962,-37.94972517861948,-3.0517578125e-05
101,59,0.1737948648116499,7.973607843221106,-41.17964753212509,-3.0517578125e-05
101,61,-8.27843965445687,201.76577777383375,0.4969567805633478,-180.0
101,62,-11.756290121229208,192.75354889014977,2.601821946678843,-180.0
101,64,-10.498432471313093,199.83203863628165,1.505451571586483,-180.0
101,67,-10.466692323755897,207.95571527044527,2.4115043783933623,-180.0
101,68,-9.598036742135047,213.65315218186376,1.4080443881706777,-180.0
101,69,-7.270255350354178,218.5101173542228,0.4588743407567642,-180.0
101,70,-11.48730116734454,226.67888806927485,2.212215966485112,-180.0
101,71,-8.032762298673422,226.83197075309997,1.326222683185723,-180.0
102,55,0.6089179245899344,6.267209386056964,-16.214321906088568,-3.0517578125e-05
102,56,9.920977132804108,18.487315595560805,-16.497797808533804,-3.0517578125e-05
102,57,12.921670153028028,29.36816900729704,-17.334014221658204,-3.0517578125e-05
102,58,9.735778210273772,15.169994468036489,-35.22554082896161,-3.0517578125e-05
102,59,1.6312455781379462,8.06417059476007,-40.619145586020174,-3.0517578125e-05
102,61,-8.224725005378179,200.94330592739848,0.4989909029344895,-180.0
102,62,-11.770409492546818,191.57649108324816,2.617818800432312,-180.0
102,64,-10.656087170353237,198.7664250097313,1.5135243734341752,-180.0
102,67,-10.699345860588158,206.885782831264,2.423983163582823,-180.0
102,68,-9.802521254428898,212.6728967579464,1.414535685459876,-180.0
102,69,-7.437052834404692,217.7664195023225,0.4604414841039693,-180.0
