Frame,gid,model,main_cluster,method,n_roi,n_cluster,n_selected,weight_sum,used_measurement,track_exists,fit_points,x_gt,y_gt,x_hat,y_hat,y_error,abs_y_error,ok
106,58,1,6.0,prob_weighted_cv_fit,3,5,5,1.8466762751812364,1,1,7,8.749998849219095,14.166530454745018,8.228846082123502,14.657406900509457,0.4908764457644388,0.4908764457644388,1
106,59,2,4.0,prob_weighted_cv_fit,3,8,8,3.224807495810918,1,1,5,5.249999052803067,3.814195245375807,4.966150249738233,3.026523995724972,-0.7876712496508351,0.7876712496508351,1
106,61,1,,prob_weighted_cv_fit,0,0,0,0.0,0,1,4,-1.7499999984571932,195.37775021660224,-1.9525602975910008,194.8723647840456,-0.5053854325566363,0.5053854325566363,1
106,62,2,1.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,6,-8.750000002473655,184.8071152217085,-8.763492032998276,184.6995130024905,-0.10760221921799484,0.10760221921799484,1
106,64,1,2.0,prob_weighted_cv_fit,1,3,3,1.4326145045804095,1,1,6,-5.250000000233037,192.05060177623938,-5.084484426816003,191.1646582929684,-0.885943483270978,0.885943483270978,1
106,67,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.750000000909715,199.97574219666058,,,,,0
106,68,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.250000000372284,206.6390320170717,,,,,0
106,69,0,,prob_weighted_cv_fit,0,0,0,0.0,0,1,3,-1.75000000067654,212.0053545844086,-1.5022012108603437,211.27981936726928,-0.7255352171393099,0.7255352171393099,1
106,70,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.750000002232538,218.336383704904,,,,,0
106,71,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.249999999845386,220.62279663224928,,,,,0
106,72,0,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-1.7500000012828716,223.70757937930313,,,,,0
107,55,1,,prob_weighted_cv_fit,0,0,0,0.0,0,1,3,1.749998850723232,2.4562719732958143,0.8315314226515866,0.2659903757930975,-2.190281597502717,2.190281597502717,1
107,56,2,9.0,prob_weighted_cv_fit,3,5,5,2.099166261308517,1,1,8,5.249999055641114,20.432252505306412,5.432148586809793,20.570057818043836,0.1378053127374237,0.1378053127374237,1
107,57,0,11.0,prob_weighted_cv_fit,1,4,4,1.7826350398410464,1,1,7,8.74999865498787,31.776388852571532,8.610945912649274,33.603010847838206,1.8266219952666738,1.8266219952666738,1
107,58,1,10.0,prob_weighted_cv_fit,2,2,2,0.6336029724552035,1,1,8,8.749998848371533,15.54289230236851,8.22539065371027,15.84010422922124,0.2972119268527287,0.2972119268527287,1
107,59,2,6.0,prob_weighted_cv_fit,4,6,6,1.8880648292529276,1,1,6,5.249999053369753,4.91279754020335,5.237574907066751,4.437283956087228,-0.475513584116122,0.475513584116122,1
107,61,1,2.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,5,-1.7499999992021122,194.55679692021056,-1.929874570904495,194.2939157213532,-0.2628811988573716,0.2628811988573716,1
107,62,2,12.0,prob_weighted_cv_fit,1,1,1,0.7990115321252059,1,1,7,-8.750000000936707,183.6314025978789,-8.58229626657198,183.5066219298403,-0.12478066803859633,0.12478066803859633,1
107,63,0,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,8.749998656011018,-1.2711269946395949,,,,,0
107,64,1,1.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,7,-5.249999997351134,190.9408452989032,-5.351429388910283,190.24034169238723,-0.70050360651598,0.70050360651598,1
107,67,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.750000000258852,198.81667691767868,,,,,0
107,68,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.250000000540153,205.58490901657797,,,,,0
107,69,0,,prob_weighted_cv_fit,0,0,0,0.0,0,1,3,-1.750000000746998,211.18676632590606,-1.614214764721206,210.2463215036057,-0.9404448223003499,0.9404448223003499,1
107,70,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.749999998137284,217.11148434858634,,,,,0
107,71,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.250000000155439,219.71077877470472,,,,,0
107,72,0,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-1.7500000022090276,223.21351504686618,,,,,0
108,55,1,6.0,prob_weighted_cv_fit,1,3,3,0.6770812333247687,1,1,4,1.7499988496005898,3.287418213129928,1.244300662455931,3.7356030288117523,0.4481848156818242,0.4481848156818242,1
108,56,2,8.0,prob_weighted_cv_fit,2,4,4,1.5487544876067183,1,1,9,5.249999056020992,21.539586642097692,5.348654195891403,21.486814793383658,-0.052771848714034064,0.052771848714034064,1
108,57,0,16.0,prob_weighted_cv_fit,1,1,1,0.7990115321252059,1,1,8,8.749998653633712,33.16254303186831,9.22529668746239,34.52341282712568,1.360869795257372,1.360869795257372,1
108,58,1,9.0,prob_weighted_cv_fit,3,5,5,2.310495811958269,1,1,9,8.749998852982987,16.90841278428718,8.18778037366402,17.317989827898742,0.4095770436115629,0.4095770436115629,1
108,59,2,7.0,prob_weighted_cv_fit,4,4,4,1.6674727353582277,1,1,7,5.249999053668135,6.011613461115548,5.215558005042443,5.901654739488109,-0.10995872162743936,0.10995872162743936,1
108,61,1,10.0,prob_weighted_cv_fit,1,1,1,0.7990115321252059,1,1,6,-1.7500000007543683,193.72993832186478,-1.8839969628713755,193.66685047520104,-0.06308784666373413,0.06308784666373413,1
108,62,2,,prob_weighted_cv_fit,0,0,0,0.0,0,1,7,-8.74999999953912,182.45066982852302,-8.257967382061992,182.36548219314238,-0.08518763538063467,0.08518763538063467,1
108,63,0,3.0,prob_weighted_cv_fit,5,4,4,1.4829096050617174,1,0,1,8.749998653071204,0.09029266653776258,,,,,0
108,64,1,1.0,prob_weighted_cv_fit,1,3,3,1.4326145045804095,1,1,8,-5.2500000013356205,189.8385122630425,-5.201489407030856,189.35296348299892,-0.4855487800435867,0.4855487800435867,1
108,67,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.750000000958517,197.65663512293185,,,,,0
108,68,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.2499999989516875,204.5263534181551,,,,,0
108,69,0,2.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,4,-1.7500000011547123,210.3711536069743,-1.3604567579212423,210.2575214985135,-0.11363210846079141,0.11363210846079141,1
108,70,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.749999997614761,215.88734799730685,,,,,0
108,71,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.249999998336878,218.78435664859907,,,,,0
108,72,0,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-1.7499999990046786,222.69401426960135,,,,,0
109,55,1,5.0,prob_weighted_cv_fit,2,7,7,1.8149270933824728,1,1,5,1.749998849542999,4.108646240191499,1.314972895230012,3.4185580666193687,-0.6900881735721303,0.6900881735721303,1
109,56,2,8.0,prob_weighted_cv_fit,3,4,4,1.966036215779536,1,1,10,5.2499990539391685,22.644258119648928,5.379346310251176,22.59156537643277,-0.052692743216159244,0.052692743216159244,1
109,57,0,10.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,9,8.74999865291281,34.54950591575719,8.440411812104518,35.85005651654447,1.3005506007872825,1.3005506007872825,1
109,58,1,9.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,10,8.749998849935688,18.276901095709466,8.133186615961709,18.559824238798157,0.2829231430886914,0.2829231430886914,1
109,59,2,6.0,prob_weighted_cv_fit,6,7,7,3.919648946817239,1,1,8,5.249999054129524,7.114106749437395,5.628352301086029,7.2045058280587,0.0903990786213047,0.0903990786213047,1
109,61,1,,prob_weighted_cv_fit,0,0,0,0.0,0,1,6,-1.750000001319681,192.90903836996938,-1.9179935990291794,192.91611038084375,0.007072010874367152,0.007072010874367152,1
109,62,2,1.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,8,-8.749999999025686,181.2758880346743,-8.18643989447278,181.76780977695822,0.49192174228392105,0.49192174228392105,1
109,63,0,4.0,prob_weighted_cv_fit,3,13,13,6.101630777534498,1,1,2,8.749998651809829,1.4455783068510342,8.715161184522685,1.1694218416848088,-0.2761564651662254,0.2761564651662254,1
109,64,1,2.0,prob_weighted_cv_fit,1,4,4,1.4829096050617174,1,1,9,-5.2500000017626745,188.73592745900493,-5.26319261288235,188.14331618723963,-0.5926112717652927,0.5926112717652927,1
109,67,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.750000000197744,196.4946325358301,,,,,0
109,68,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.250000002355754,203.47030795267784,,,,,0
109,69,0,,prob_weighted_cv_fit,0,0,0,0.0,0,1,4,-1.7499999998674005,209.5426928758199,-1.4109048015718662,209.39986386847085,-0.14282900734906434,0.14282900734906434,1
109,70,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.750000001565805,214.66408142653736,,,,,0
109,71,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.249999997960361,217.83828123314174,,,,,0
109,72,0,3.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,0,1,-1.7500000004334533,222.15000793886082,,,,,0
110,55,1,6.0,prob_weighted_cv_fit,2,6,6,2.162995808221922,1,1,6,1.7499988508161415,4.938800664349442,1.4574383895810543,4.132567034088709,-0.8062336302607331,0.8062336302607331,1
110,56,2,10.0,prob_weighted_cv_fit,3,4,4,1.9349141846575049,1,1,11,5.249999055769086,23.74423370516516,5.3311666000801745,23.60034802032891,-0.14388568483625264,0.14388568483625264,1
110,57,0,15.0,prob_weighted_cv_fit,1,1,1,0.7990115321252059,1,1,10,8.74999865078009,35.935858460896654,9.184944950876936,36.37111762281387,0.4352591619172159,0.4352591619172159,1
110,58,1,11.0,prob_weighted_cv_fit,3,4,4,1.4562516132460162,1,1,11,8.749998849150012,19.6540335070474,8.067497304033393,19.80233834190274,0.14830483485533819,0.14830483485533819,1
110,59,2,7.0,prob_weighted_cv_fit,1,5,5,2.7539150036583235,1,1,9,5.249999056427316,8.213044739855404,6.919197507776225,7.55542971415457,-0.6576150257008333,0.6576150257008333,1
110,61,1,13.0,prob_weighted_cv_fit,1,1,1,0.7990115321252059,1,1,7,-1.7499999995458173,192.08833683793353,-2.346091490957317,192.08941826766412,0.001081429730589889,0.001081429730589889,1
110,62,2,1.0,prob_weighted_cv_fit,1,3,3,1.4326145045804095,1,1,9,-8.749999998003563,180.10477599013745,-8.172439709397729,180.06582284713306,-0.03895314300439168,0.03895314300439168,1
110,63,0,4.0,prob_weighted_cv_fit,4,9,9,4.110191908947163,1,1,3,8.749998650820578,2.7982546959530454,9.197493994981038,1.3504080580672593,-1.4478466378857862,1.4478466378857862,1
110,64,1,2.0,prob_weighted_cv_fit,1,3,3,1.1096303697154775,1,1,10,-5.250000000482618,187.63643249520842,-5.473717733233105,187.06395349094737,-0.572479004261055,0.572479004261055,1
110,67,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.749999996693507,195.33701686902307,,,,,0
110,68,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.249999997660482,202.40883786447571,,,,,0
110,69,0,3.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,5,-1.7500000015676307,208.7278430370671,-1.206046593664931,208.45572942050399,-0.27211361656310373,0.27211361656310373,1
110,70,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.749999999850715,213.43568788601826,,,,,0
110,71,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.250000000488774,216.8805328283022,,,,,0
110,72,0,,prob_weighted_cv_fit,0,0,0,0.0,0,0,1,-1.7499999979878589,221.59049862431533,,,,,0
111,55,1,,prob_weighted_cv_fit,0,0,0,0.0,0,1,6,1.7499988501110249,5.7613867187579135,1.411120801402113,4.833938164625295,-0.927448554132619,0.927448554132619,1
111,56,2,8.0,prob_weighted_cv_fit,3,3,3,1.4326145045804095,1,1,12,5.249999056085767,24.848893740913716,5.520255160916572,24.645651973276102,-0.20324176763761415,0.20324176763761415,1
111,57,0,10.0,prob_weighted_cv_fit,2,5,5,2.098198671052069,1,1,11,8.749998650154133,37.32344696334337,8.887842001376267,38.14390729509067,0.8204603317472987,0.8204603317472987,1
111,58,1,9.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,12,8.74999885064322,21.02166733292264,8.135660550336317,21.307318936876044,0.2856516039534043,0.2856516039534043,1
111,59,2,7.0,prob_weighted_cv_fit,2,4,4,1.405151771152095,1,1,10,5.249999057504438,9.304551700531729,6.393943215008132,9.02259163326299,-0.2819600672687379,0.2819600672687379,1
111,61,1,3.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,8,-1.7499999995946425,191.25944884122592,-2.2887089485834506,190.87991542704503,-0.3795334141808837,0.3795334141808837,1
111,62,2,1.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,10,-8.75000000208652,178.9273087007139,-8.517120107972543,178.51031805853586,-0.4169906421780354,0.4169906421780354,1
111,63,0,4.0,prob_weighted_cv_fit,5,11,11,5.0739420181036055,1,1,4,8.749998653005505,4.165564268385911,9.325642208805178,3.7596654831232854,-0.40589878526262524,0.40589878526262524,1
111,64,1,2.0,prob_weighted_cv_fit,1,3,3,1.4326145045804095,1,1,11,-5.249999999735741,186.52664548853505,-5.474932411405735,185.61199906767843,-0.9146464208566272,0.9146464208566272,1
111,67,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.749999996693507,195.33701686902307,,,,,0
111,68,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.249999998961636,201.34924470905784,,,,,0
111,69,0,,prob_weighted_cv_fit,0,0,0,0.0,0,1,5,-1.7499999984073125,207.90061827034702,-1.2219937925104793,207.58638573398508,-0.31423253636194204,0.31423253636194204,1
111,70,1,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-8.750000000752893,212.21413023424876,,,,,0
111,71,2,,prob_weighted_cv_fit,0,0,0,0.0,0,0,0,-5.250000002591927,215.91564336006857,,,,,0
111,72,0,,prob_weighted_cv_fit,0,0,0,0.0,0,0,1,-1.7500000000103546,221.0145404030556,,,,,0
112,55,1,4.0,prob_weighted_cv_fit,2,5,5,2.1900645628863042,1,1,7,1.749998849956123,6.5870397939117495,1.5735454579336798,5.940098631607086,-0.6469411623046639,0.6469411623046639,1
112,56,2,7.0,prob_weighted_cv_fit,1,2,2,0.6336029724552035,1,1,13,5.249999054472702,25.953111266553243,5.166089728020912,25.613455970892247,-0.3396552956609966,0.3396552956609966,1
112,57,0,13.0,prob_weighted_cv_fit,1,1,1,0.7990115321252059,1,1,12,8.749998651928127,38.70902129933505,8.344773502978274,39.32050083549339,0.6114795361583418,0.6114795361583418,1
