Frame,gid,model,main_cluster,method,n_roi,n_cluster,n_selected,weight_sum,used_measurement,track_exists,x_gt,y_gt,z_raw_x,z_raw_y,x_hat,y_hat,center_comp_distance,x_error,y_error,abs_x_error,abs_y_error,xy_error,ok
100,56,2,5.0,global_y_prob_weighted_cv_recursive,5,2,1,0.47760569275847636,1,1,5.250000000246315,14.48217010951646,4.277777778093302,15.458027599964074,4.277777778093302,17.468027599964074,2.0100000000000002,-0.9722222221530128,2.9858574904476143,0.9722222221530128,2.9858574904476143,3.140153022148804,1
100,57,0,6.0,global_y_prob_weighted_cv_recursive,2,7,5,3.140627436645923,1,1,8.750000002391452,24.616222386055213,8.888888888068296,23.15416929044316,8.888888888068296,25.164169290443162,2.0100000000000002,0.13888888567684354,0.547946904387949,0.13888888567684354,0.547946904387949,0.5652750946157911,1
100,58,1,7.0,global_y_prob_weighted_cv_recursive,3,1,1,0.6064782908339077,1,1,8.75000000059482,8.113899231936857,9.505555555106575,8.419882041262962,9.505555555106575,10.429882041262962,2.0100000000000002,0.7555555545117549,2.315982809326105,0.7555555545117549,2.315982809326105,2.436111772691804,1
100,61,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-1.7499999982145371,202.49718470824334,,,,,0.0,,,,,,0
100,62,2,1.0,global_y_prob_weighted_cv_recursive,1,3,2,1.0840839835923841,1,1,-8.749999999883906,193.63875576096154,-9.335250553357197,191.70669628158728,-9.335250553357197,193.71669628158728,2.0100000000000002,-0.5852505534732906,0.07794052062573087,0.5852505534732906,0.07794052062573087,0.5904175938233912,1
100,64,1,2.0,global_y_prob_weighted_cv_recursive,1,3,2,0.9272701222886777,1,1,-5.2499999974788505,200.7236098887193,-5.196020428376489,195.86883219958207,-5.196020428376489,197.87883219958206,2.0100000000000002,0.05397956910236168,-2.8447776891372314,0.05397956910236168,2.8447776891372314,2.8452897733787053,1
100,67,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-8.75000000024396,208.73294070479517,,,,,0.0,,,,,,0
100,68,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-5.2500000006895275,214.46481327191765,,,,,0.0,,,,,,0
100,69,0,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-1.7499999992947082,219.14804081542806,,,,,0.0,,,,,,0
100,70,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-8.749999999854255,227.58045961928778,,,,,0.0,,,,,,0
100,71,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-5.25000000027315,227.49559019484516,,,,,0.0,,,,,,0
101,56,2,6.0,global_y_prob_weighted_cv_recursive,6,8,7,4.094435605432536,1,1,5.249999998835897,15.5802688551968,5.683333334077599,13.818455854897913,5.683333334077599,15.828455854897912,2.0100000000000002,0.43333333524170126,0.2481869997011117,0.43333333524170126,0.2481869997011117,0.49937417459489863,1
101,57,0,7.0,global_y_prob_weighted_cv_recursive,2,7,3,1.8709692294940234,1,1,8.750000001672031,25.999034885761645,8.955555556728337,23.69746561443004,8.955555556728337,25.707465614430042,2.0100000000000002,0.2055555550563053,-0.2915692713316034,0.2055555550563053,0.2915692713316034,0.35674322165858724,1
101,58,1,5.0,global_y_prob_weighted_cv_recursive,3,8,5,3.0684564640545755,1,1,8.750000002940078,9.48067474734765,8.055555554968945,6.508304287662721,8.055555554968945,8.51830428766272,2.0100000000000002,-0.6944444479711329,-0.9623704596849283,0.6944444479711329,0.9623704596849283,1.1867645061224708,1
101,59,2,3.0,global_y_prob_weighted_cv_recursive,0,7,7,4.245348035837354,1,1,5.249999999282046,0.12618255720822558,4.266666667197915,0.0,4.266666667197915,2.0100000000000002,2.0100000000000002,-0.9833333320841309,1.8838174427917747,0.9833333320841309,1.8838174427917747,2.1250206116069132,1
101,61,1,1.0,global_y_prob_weighted_cv_recursive,1,2,1,0.47760569275847636,1,1,-1.749999998831394,201.66895296728492,-1.5404159075582557,197.93364982916415,-1.5404159075582557,199.94364982916414,2.0100000000000002,0.20958409127313815,-1.725303138120779,0.20958409127313815,1.725303138120779,1.7379863088425627,1
101,62,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,1,-8.750000001934863,192.46134189949697,,,-9.335250553357197,192.61669628158728,2.0100000000000002,-0.5852505514223338,0.15535438209030872,0.5852505514223338,0.15535438209030872,0.6055189443566629,1
101,64,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,1,-5.250000000786245,199.67293547972758,,,-5.196020428376489,196.77883219958207,2.0100000000000002,0.05397957240975604,-2.894103280145515,0.05397957240975604,2.894103280145515,2.89460663828206,1
101,67,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-8.749999999753758,207.68489839994538,,,,,0.0,,,,,,0
101,68,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-5.250000000504333,213.50434879766374,,,,,0.0,,,,,,0
101,69,0,2.0,global_y_prob_weighted_cv_recursive,1,2,1,0.47760569275847636,1,1,-1.7499999987558985,218.4207152959612,-0.6720635828880362,215.9546769541483,-0.6720635828880362,217.9646769541483,2.0100000000000002,1.0779364158678622,-0.45603834181289926,1.0779364158678622,0.45603834181289926,1.170434913123114,1
101,70,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-8.750000001857122,226.43046571788707,,,,,0.0,,,,,,0
101,71,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-5.2499999998560805,226.69181822141599,,,,,0.0,,,,,,0
102,55,1,6.0,global_y_prob_weighted_cv_recursive,0,3,3,1.819434872501723,1,1,1.750000000237475,0.46412658632521536,0.9333333332992753,0.0,0.9333333332992753,2.0100000000000002,2.0100000000000002,-0.8166666669381997,1.545873413674785,0.8166666669381997,1.545873413674785,1.7483332222418244,1
102,56,2,9.0,global_y_prob_weighted_cv_recursive,5,6,5,2.4582034067935483,1,1,5.250000000439093,16.67987823919603,5.799999998689478,15.22141117105304,5.799999998689478,17.23141117105304,2.0100000000000002,0.5499999982503851,0.551532931857011,0.5499999982503851,0.551532931857011,0.7789021588095735,1
102,57,0,10.0,global_y_prob_weighted_cv_recursive,0,5,3,1.6916454940440846,1,1,8.750000002819565,27.38479232887152,9.02222222195442,25.971256666988378,9.02222222195442,27.98125666698838,2.0100000000000002,0.27222221913485534,0.59646433811686,0.27222221913485534,0.59646433811686,0.655648261826331,1
102,58,1,8.0,global_y_prob_weighted_cv_recursive,3,5,3,1.8234148012856082,1,1,8.750000002247868,10.84279632764886,8.088888889554969,9.031604316644646,8.088888889554969,11.041604316644646,2.0100000000000002,-0.6611111126928986,0.19880798899578522,0.6611111126928986,0.19880798899578522,0.690356806162285,1
102,59,2,5.0,global_y_prob_weighted_cv_recursive,6,7,6,2.865634156550858,1,1,5.250000000381431,1.2117538452202794,4.500000000435214,0.0,4.500000000435214,2.0100000000000002,2.0100000000000002,-0.7499999999462172,0.7982461547797208,0.7499999999462172,0.7982461547797208,1.0953067714297835,1
102,61,1,3.0,global_y_prob_weighted_cv_recursive,1,2,1,0.47760569275847636,1,1,-1.7500000011305419,200.8460846381616,-1.5404159075582557,197.93364982916415,-1.5404159075582557,199.94364982916414,2.0100000000000002,0.20958409357228613,-0.9024348089974694,0.20958409357228613,0.9024348089974694,0.9264524147352717,1
102,62,2,1.0,global_y_prob_weighted_cv_recursive,1,2,1,0.47760569275847636,1,1,-8.750000000401702,191.28248597618378,-9.440792847207788,187.69257435701675,-9.440792847207788,189.70257435701674,2.0100000000000002,-0.6907928468060867,-1.579911619167035,0.6907928468060867,1.579911619167035,1.724330444426897,1
102,64,1,2.0,global_y_prob_weighted_cv_recursive,1,3,2,1.0840839835923841,1,1,-5.249999999472331,198.60646818060314,-5.196020428376489,195.86883219958207,-5.196020428376489,197.87883219958206,2.0100000000000002,0.053979571095842616,-0.7276359810210806,0.053979571095842616,0.7276359810210806,0.7296354671835804,1
102,67,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-8.749999996860593,206.61356348969503,,,,,0.0,,,,,,0
102,68,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-5.249999998950801,212.5234069523357,,,,,0.0,,,,,,0
102,69,0,4.0,global_y_prob_weighted_cv_recursive,1,3,2,1.0840839835923841,1,1,-1.75000000195882,217.6767120836216,-1.3442618856437911,215.95153884103908,-1.3442618856437911,217.96153884103907,2.0100000000000002,0.4057381163150289,0.284826757417477,0.4057381163150289,0.284826757417477,0.4957314805132131,1
102,70,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-8.750000002821144,225.26669315070595,,,,,0.0,,,,,,0
102,71,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-5.249999998265335,225.87135310079134,,,,,0.0,,,,,,0
103,55,1,4.0,global_y_prob_weighted_cv_recursive,4,2,2,1.2129565816678154,1,1,1.7499999998496354,1.2882080063965171,1.0999999997351932,0.0,1.0999999997351932,2.0100000000000002,2.0100000000000002,-0.6500000001144421,0.7217919936034831,0.6500000001144421,0.7217919936034831,0.9713308819237991,1
103,56,2,8.0,global_y_prob_weighted_cv_recursive,5,6,5,2.801633921000374,1,1,5.250000002334727,17.789649965734874,5.755555555384716,16.128347102194947,5.755555555384716,18.13834710219495,2.0100000000000002,0.5055555530499891,0.34869713646007483,0.5055555530499891,0.34869713646007483,0.6141466520263189,1
103,57,0,9.0,global_y_prob_weighted_cv_recursive,1,3,1,0.47760569275847636,1,1,8.750000001768472,28.764106747048146,9.505555553407756,27.035058972028875,9.505555553407756,29.045058972028876,2.0100000000000002,0.7555555516392847,0.28095222498073014,0.7555555516392847,0.28095222498073014,0.8061007035938913,1
103,58,1,7.0,global_y_prob_weighted_cv_recursive,3,7,3,1.8039655253944598,1,1,8.750000000813955,12.219139100490999,7.833333333518871,10.706955164096941,7.833333333518871,12.716955164096941,2.0100000000000002,-0.9166666672950843,0.4978160636059421,0.9166666672950843,0.4978160636059421,1.0431196537856968,1
103,59,2,3.0,global_y_prob_weighted_cv_recursive,8,12,8,3.820845542067811,1,1,5.250000000357632,2.3001480101703686,4.416666666471725,0.0,4.416666666471725,2.0100000000000002,2.0100000000000002,-0.833333333885907,-0.2901480101703684,0.833333333885907,0.2901480101703684,0.8824003134469212,1
103,61,1,2.0,global_y_prob_weighted_cv_recursive,1,3,2,1.0840839835923841,1,1,-1.7499999993435154,200.02279659353172,-1.8486690556769219,197.9310108057477,-1.8486690556769219,199.94101080574768,2.0100000000000002,-0.0986690563334065,-0.08178578778404244,0.0986690563334065,0.08178578778404244,0.12815809674453413,1
103,62,2,10.0,global_y_prob_weighted_cv_recursive,1,1,1,0.6064782908339077,1,1,-8.74999999921265,190.10890198211942,-9.741328659197618,187.67721639640132,-9.741328659197618,189.6872163964013,2.0100000000000002,-0.9913286599849691,-0.42168558571810877,0.9913286599849691,0.42168558571810877,1.0772888402420304,1
103,64,1,1.0,global_y_prob_weighted_cv_recursive,1,2,1,0.47760569275847636,1,1,-5.249999999224651,197.52467348237164,-5.142999811895617,193.86760474749883,-5.142999811895617,195.87760474749882,2.0100000000000002,0.10700018732903427,-1.6470687348728177,0.10700018732903427,1.6470687348728177,1.650540656113624,1
103,67,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-8.750000002120643,205.52083588836192,,,,,0.0,,,,,,0
103,68,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-5.250000000415229,211.5185088819379,,,,,0.0,,,,,,0
103,69,0,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,1,-1.7500000018549413,216.91558841867706,,,-1.3442618856437911,217.95840072792984,2.0100000000000002,0.4057381162111502,1.0428123092527812,0.4057381162111502,1.0428123092527812,1.1189642225181693,1
103,70,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-8.750000001218888,224.08961485865348,,,,,0.0,,,,,,0
103,71,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-5.249999999237932,225.0302734526929,,,,,0.0,,,,,,0
103,72,0,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-1.7500000007239895,227.5804596067009,,,,,0.0,,,,,,0
104,55,1,3.0,global_y_prob_weighted_cv_recursive,6,6,6,3.638869745003446,1,1,1.7500000000405773,2.1202240006369415,1.266666667134958,0.0,1.266666667134958,2.0100000000000002,2.0100000000000002,-0.4833333329056193,-0.11022400063694127,0.4833333329056193,0.11022400063694127,0.4957423131164685,1
104,56,2,5.0,global_y_prob_weighted_cv_recursive,3,5,3,1.5337892033967742,1,1,5.249999999986023,18.895256046385068,5.755555555384716,17.234485777479367,5.755555555384716,19.24448577747937,2.0100000000000002,0.5055555553986935,0.3492297310943009,0.5055555553986935,0.3492297310943009,0.6144492043079551,1
104,57,0,7.0,global_y_prob_weighted_cv_recursive,2,7,4,2.3548254103620763,1,1,8.750000000348642,30.150581355420922,8.194444442881103,28.64431245147442,8.194444442881103,30.65431245147442,2.0100000000000002,-0.5555555574675388,0.5037310960534995,0.5555555574675388,0.5037310960534995,0.7499246592587336,1
104,58,1,6.0,global_y_prob_weighted_cv_recursive,3,5,3,1.9839228639784288,1,1,8.749999997987397,13.58086395017737,8.000000000996092,11.21293757820397,8.000000000996092,13.22293757820397,2.0100000000000002,-0.7499999969913045,-0.3579263719734005,0.7499999969913045,0.3579263719734005,0.8310302541069114,1
104,59,2,11.0,global_y_prob_weighted_cv_recursive,4,1,1,0.6064782908339077,1,1,5.249999999294551,3.404579162631367,6.000000000580284,3.8729833453084432,6.000000000580284,5.8829833453084435,2.0100000000000002,0.7500000012857333,2.4784041826770764,0.7500000012857333,2.4784041826770764,2.58939902190447,1
104,61,1,9.0,global_y_prob_weighted_cv_recursive,0,1,1,0.6064782908339077,1,1,-1.7500000010324839,199.1909027075654,-1.5248561509555327,195.93180668089354,-1.5248561509555327,197.94180668089354,2.0100000000000002,0.22514385007695115,-1.2490960266718787,0.22514385007695115,1.2490960266718787,1.2692244234472276,1
104,62,2,8.0,global_y_prob_weighted_cv_recursive,1,1,1,0.6064782908339077,1,1,-8.749999997994793,188.93222041423107,-9.741328659197618,187.67721639640132,-9.741328659197618,189.6872163964013,2.0100000000000002,-0.9913286612028251,0.754995982170243,0.9913286612028251,0.754995982170243,1.2460944778047112,1
104,64,1,1.0,global_y_prob_weighted_cv_recursive,1,3,2,1.0840839835923841,1,1,-5.249999997422655,196.41706081482357,-5.751558868881101,193.8505047405742,-5.751558868881101,195.86050474057419,2.0100000000000002,-0.5015588714584451,-0.5565560742493858,0.5015588714584451,0.5565560742493858,0.7492102277215367,1
104,67,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-8.750000000071873,204.40966795000162,,,,,0.0,,,,,,0
104,68,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-5.25000000121803,210.496398912389,,,,,0.0,,,,,,0
104,69,0,2.0,global_y_prob_weighted_cv_recursive,1,3,2,0.9272701222886777,1,1,-1.7500000014373802,216.13600162466795,-0.9894682573542305,211.94999155125726,-0.9894682573542305,213.95999155125725,2.0100000000000002,0.7605317440831497,-2.1760100734107084,0.7605317440831497,2.1760100734107084,2.3050874979798563,1
104,70,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-8.749999999159552,222.90342707597924,,,,,0.0,,,,,,0
104,71,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-5.250000000455209,224.1741638269642,,,,,0.0,,,,,,0
104,72,0,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-1.7500000009184706,227.15594480686883,,,,,0.0,,,,,,0
105,55,1,3.0,global_y_prob_weighted_cv_recursive,7,8,6,2.865634156550858,1,1,1.750000000112554,2.9521179199803647,1.1999999997111197,0.0,1.1999999997111197,2.0100000000000002,2.0100000000000002,-0.5500000004014343,-0.9421179199803644,0.5500000004014343,0.9421179199803644,1.0909107092652937,1
105,56,2,6.0,global_y_prob_weighted_cv_recursive,2,3,2,1.0869806927584764,1,1,5.24999999786847,19.998222350277373,5.238888888232516,18.541953597632418,5.238888888232516,20.55195359763242,2.0100000000000002,-0.011111109635954186,0.5537312473550458,0.011111109635954186,0.5537312473550458,0.5538427132812321,1
105,57,0,8.0,global_y_prob_weighted_cv_recursive,1,5,3,1.5337892033967742,1,1,8.750000002608404,31.53480148252834,9.388888886397014,30.31664172494854,9.388888886397014,32.32664172494854,2.0100000000000002,0.63888888378861,0.7918402424201965,0.63888888378861,0.7918402424201965,1.0174428609729058,1
105,58,1,7.0,global_y_prob_weighted_cv_recursive,2,4,2,1.140785609076468,1,1,8.750000000397653,14.951301577499112,7.933333332112065,13.306472945209775,7.933333332112065,15.316472945209775,2.0100000000000002,-0.8166666682855883,0.36517136771066205,0.8166666682855883,0.36517136771066205,0.8945918482103214,1
105,59,2,5.0,global_y_prob_weighted_cv_recursive,3,10,4,2.3802960637397064,1,1,5.249999999250761,4.49820709208652,4.722222222729375,0.9749960405872656,4.722222222729375,2.9849960405872658,2.0100000000000002,-0.5277777765213862,-1.5132110514992538,0.5277777765213862,1.5132110514992538,1.6026094557843267,1
105,61,1,2.0,global_y_prob_weighted_cv_recursive,1,3,2,1.0840839835923841,1,1,-1.7499999996658884,198.36221308947236,-1.8299956309192442,195.92919428076806,-1.8299956309192442,197.93919428076805,2.0100000000000002,-0.07999563125335585,-0.4230188087043132,0.07999563125335585,0.4230188087043132,0.4305162175078184,1
105,62,2,9.0,global_y_prob_weighted_cv_recursive,1,1,1,0.6064782908339077,1,1,-8.749999997790313,187.7517242265302,-9.637697503524233,185.6778577992944,-9.637697503524233,187.6878577992944,2.0100000000000002,-0.8876975057339198,-0.06386642723580849,0.8876975057339198,0.06386642723580849,0.8899920124439822,1
105,64,1,1.0,global_y_prob_weighted_cv_recursive,1,4,2,1.140785609076468,1,1,-5.249999999878135,195.31662748209487,-4.789234947701009,191.87409291175928,-4.789234947701009,193.88409291175927,2.0100000000000002,0.46076505217712604,-1.432534570335605,0.46076505217712604,1.432534570335605,1.5048121904458398,1
105,67,1,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-8.750000000838236,203.27944946593448,,,,,0.0,,,,,,0
105,68,2,,global_y_prob_weighted_cv_recursive,0,0,0,0.0,0,0,-5.250000000153992,209.45727536425179,,,,,0.0,,,,,,0
