Frame,gid,trial_id,model,side,n_roi,roi_hit,used_measurement,track_exists,x_gt,y_gt,x_hat,y_hat,y_error,abs_y_error,ok,speed_v,speed_sign,raw_x,raw_y,raw_yaw_deg
101,61,61,1,top,1,1,1,1,-1.7499999988313937,199.50895296728493,-1.5559756641609785,199.93546768484316,0.4265147175582342,0.4265147175582342,1,-8.277118168,-1,-1.749999998831394,201.66895296728492,-180.0
101,62,62,2,top,0,0,0,1,-8.750000001934863,190.68634189949697,-9.335250553357197,191.70669628158728,1.0203543820903178,1.0203543820903178,1,-11.75423392,-1,-8.750000001934863,192.46134189949697,-180.0
101,64,64,1,top,0,0,0,1,-5.250000000786245,197.5129354797276,-5.559451907224875,197.86155541275238,0.34861993302479277,0.34861993302479277,1,-10.49672402,-1,-5.250000000786245,199.67293547972758,-180.0
101,67,67,1,top,0,0,0,0,-8.749999999753758,205.52489839994539,,,,,0,-10.46511949,-1,-8.749999999753758,207.68489839994538,-180.0
101,68,68,2,top,0,0,0,0,-5.250000000504333,211.72934879766373,,,,,0,-9.596670322000001,-1,-5.250000000504333,213.50434879766374,-180.0
101,69,69,0,top,1,1,1,1,-1.7499999987558983,215.8907152959612,-0.6720635828880362,215.9546769541483,0.06396165818711097,0.06396165818711097,1,-7.269265815,-1,-1.7499999987558985,218.4207152959612,-180.0
101,70,70,1,top,0,0,0,0,-8.750000001857122,224.27046571788708,,,,,0,-11.4858483,-1,-8.750000001857122,226.43046571788707,-180.0
101,71,71,2,top,0,0,0,0,-5.2499999998560805,224.91681822141598,,,,,0,-8.031747716,-1,-5.2499999998560805,226.69181822141599,-180.0
102,55,55,1,bottom,0,0,0,0,1.7499988504145638,-1.6958734136744789,,,,,0,0.527805413,1,1.750000000237475,0.46412658632521536,-3.05e-05
102,56,56,2,bottom,5,1,1,1,5.249999055561469,14.90487823919628,5.801711213697673,15.069522441836334,0.1646442026400532,0.1646442026400532,1,9.737516938999999,1,5.250000000439093,16.67987823919603,-3.05e-05
102,57,57,0,bottom,0,0,0,1,8.749998656036247,24.854792328871877,8.519406908276213,24.243799311057405,-0.6109930178144722,0.6109930178144722,1,12.82537545,1,8.750000002819565,27.38479232887152,-3.05e-05
102,58,58,1,bottom,3,1,1,1,8.749998852424957,8.682796327649166,8.055427918754877,8.870697465059301,0.18790113741013492,0.18790113741013492,1,9.471918476,1,8.750000002247868,10.84279632764886,-3.05e-05
102,59,59,2,bottom,6,1,1,1,5.249999055503807,-0.5632461547794692,4.500000000435214,0.0,0.5632461547794692,0.5632461547794692,1,1.4891755340000001,1,5.250000000381431,1.2117538452202794,-3.05e-05
102,61,61,1,top,1,1,1,1,-1.7500000011305417,198.68608463816162,-1.5419929099166398,198.13653677399648,-0.5495478641651346,0.5495478641651346,1,-8.223401326,-1,-1.7500000011305419,200.8460846381616,-180.0
102,62,62,2,top,1,1,1,1,-8.750000000401702,189.50748597618377,-9.53397412818763,189.7630041858273,0.255518209643526,0.255518209643526,1,-11.76832546,-1,-8.750000000401702,191.28248597618378,-180.0
102,64,64,1,top,1,1,1,1,-5.249999999472331,196.44646818060315,-5.20881731143453,195.93899850990496,-0.5074696706981854,0.5074696706981854,1,-10.65433443,-1,-5.249999999472331,198.60646818060314,-180.0
102,67,67,1,top,0,0,0,0,-8.749999996860593,204.45356348969503,,,,,0,-10.6977214,-1,-8.749999996860593,206.61356348969503,-180.0
102,68,68,2,top,0,0,0,0,-5.249999998950801,210.7484069523357,,,,,0,-9.801112831000001,-1,-5.249999998950801,212.5234069523357,-180.0
102,69,69,0,top,1,1,1,1,-1.7500000019588198,215.1467120836216,-1.2761336792834106,215.95185689304338,0.8051448094217903,0.8051448094217903,1,-7.436033673,-1,-1.75000000195882,217.6767120836216,-180.0
102,70,70,1,top,0,0,0,0,-8.750000002821144,223.10669315070595,,,,,0,-11.62333367,-1,-8.750000002821144,225.26669315070595,-180.0
102,71,71,2,top,0,0,0,0,-5.249999998265335,224.09635310079133,,,,,0,-8.198555951,-1,-5.249999998265335,225.87135310079134,-180.0
103,55,55,1,bottom,4,1,1,1,1.7499988500267243,-0.871791993603177,1.5611111109486955,0.0,0.871791993603177,0.871791993603177,1,1.448370425,1,1.7499999998496354,1.2882080063965171,-3.05e-05
103,56,56,2,bottom,5,1,1,1,5.249999057457103,16.014649965735124,5.776170834504006,16.188962561502937,0.17431259576781244,0.17431259576781244,1,9.958301692000001,1,5.250000002334727,17.789649965734874,-3.05e-05
103,57,57,0,bottom,1,1,1,1,8.749998654985154,26.234106747048504,9.442939756874207,26.911829922606028,0.6777231755575244,0.6777231755575244,1,12.85229932,1,8.750000001768472,28.764106747048146,-3.05e-05
103,58,58,1,bottom,3,1,1,1,8.749998850991044,10.059139100491304,7.894300423764409,10.550876384378268,0.49173728388696425,0.49173728388696425,1,10.14385398,1,8.750000000813955,12.219139100490999,-3.05e-05
103,59,59,2,bottom,8,1,1,1,5.249999055480008,0.5251480101706201,4.462556306458375,0.0,-0.5251480101706201,0.5251480101706201,1,2.767097705,1,5.250000000357632,2.3001480101703686,-3.05e-05
103,61,61,1,top,1,1,1,1,-1.7499999993435151,197.86279659353173,-1.7959754063788138,197.76236552789993,-0.10043106563179549,0.10043106563179549,1,-8.227418444,-1,-1.7499999993435154,200.02279659353172,-180.0
103,62,62,2,top,1,1,1,1,-8.74999999921265,188.33390198211941,-9.714186526063607,187.95596797723394,-0.3779340048854749,0.3779340048854749,1,-11.71559029,-1,-8.74999999921265,190.10890198211942,-180.0
103,64,64,1,top,1,1,1,1,-5.249999999224651,195.36467348237164,-5.162633647230031,195.6857698682331,0.32109638586146616,0.32109638586146616,1,-10.80740713,-1,-5.249999999224651,197.52467348237164,-180.0
103,67,67,1,top,0,0,0,0,-8.750000002120643,203.36083588836192,,,,,0,-10.91097257,-1,-8.750000002120643,205.52083588836192,-180.0
103,68,68,2,top,0,0,0,0,-5.250000000415229,209.74350888193788,,,,,0,-10.04042619,-1,-5.250000000415229,211.5185088819379,-180.0
103,69,69,0,top,0,0,0,1,-1.750000001854941,214.38558841867706,-1.684902917445694,215.9499485810175,1.5643601623404493,1.5643601623404493,1,-7.60693593,-1,-1.7500000018549413,216.91558841867706,-180.0
103,70,70,1,top,0,0,0,0,-8.750000001218888,221.92961485865348,,,,,0,-11.75610676,-1,-8.750000001218888,224.08961485865348,-180.0
103,71,71,2,top,0,0,0,0,-5.249999999237932,223.2552734526929,,,,,0,-8.404391449,-1,-5.249999999237932,225.0302734526929,-180.0
103,72,72,0,top,0,0,0,0,-1.7500000007239893,225.0504596067009,,,,,0,-3.997991102,-1,-1.7500000007239895,227.5804596067009,-180.0
104,55,55,1,bottom,6,1,1,1,1.7499988502176662,-0.03977599936275267,1.685923423528886,0.0,0.03977599936275267,0.03977599936275267,1,2.345696093,1,1.7500000000405773,2.1202240006369415,-3.05e-05
104,56,56,2,bottom,3,1,1,1,5.249999055108399,17.120256046385318,5.763223746466604,17.28151141675062,0.16125537036530346,0.16125537036530346,1,10.03261246,1,5.249999999986023,18.895256046385068,-3.05e-05
104,57,57,0,bottom,2,1,1,1,8.749998653565324,27.62058135542128,9.04818484787422,27.810867627035762,0.19028627161448242,0.19028627161448242,1,12.99633596,1,8.750000000348642,30.150581355420922,-3.05e-05
104,58,58,1,bottom,3,1,1,1,8.749998848164486,11.420863950177676,7.952822883648415,11.426487090844692,0.005623140667015747,0.005623140667015747,1,10.50353997,1,8.749999997987397,13.58086395017737,-3.05e-05
104,59,59,2,bottom,4,1,1,1,5.249999054416927,1.6295791626316185,4.399259203568082,1.6562230214666867,0.026643858835068146,0.026643858835068146,1,4.004785419,1,5.249999999294551,3.404579162631367,-3.05e-05
104,61,61,1,top,0,0,0,1,-1.7500000010324837,197.03090270756542,-1.9600226608632707,197.1003578143416,0.06945510677618927,0.06945510677618927,1,-8.313490651,-1,-1.7500000010324839,199.1909027075654,-180.0
104,62,62,2,top,1,1,1,1,-8.749999997994793,187.15722041423106,-9.77083925817237,187.38591520744114,0.22869479321008157,0.22869479321008157,1,-11.74609291,-1,-8.749999997994793,188.93222041423107,-180.0
104,64,64,1,top,1,1,1,1,-5.249999997422655,194.25706081482357,-5.566291714650497,194.19744417017253,-0.05961664465104377,0.05961664465104377,1,-11.0651543,-1,-5.249999997422655,196.41706081482357,-180.0
104,67,67,1,top,0,0,0,0,-8.750000000071873,202.24966795000162,,,,,0,-11.09513357,-1,-8.750000000071873,204.40966795000162,-180.0
104,68,68,2,top,0,0,0,0,-5.25000000121803,208.721398912389,,,,,0,-10.21225979,-1,-5.25000000121803,210.496398912389,-180.0
104,69,69,0,top,1,1,1,1,-1.75000000143738,213.60600162466795,-1.380024201696656,214.07631759088395,0.4703159662159919,0.4703159662159919,1,-7.791530057,-1,-1.7500000014373802,216.13600162466795,-180.0
104,70,70,1,top,0,0,0,0,-8.749999999159552,220.74342707597924,,,,,0,-11.84684485,-1,-8.749999999159552,222.90342707597924,-180.0
104,71,71,2,top,0,0,0,0,-5.250000000455209,222.39916382696418,,,,,0,-8.554536758,-1,-5.250000000455209,224.1741638269642,-180.0
104,72,72,0,top,0,0,0,0,-1.7500000009184704,224.62594480686883,,,,,0,-4.243015951,-1,-1.7500000009184706,227.15594480686883,-180.0
105,55,55,1,bottom,7,1,1,1,1.7499988502896429,0.7921179199806705,1.2950709510796805,0.0,-0.7921179199806705,0.7921179199806705,1,3.1501541210000004,1,1.750000000112554,2.9521179199803647,-3.05e-05
105,56,56,2,bottom,2,1,1,1,5.249999052990846,18.223222350277624,5.739592815616132,18.205882676216238,-0.017339674061386035,0.017339674061386035,1,10.104781,1,5.24999999786847,19.998222350277373,-3.05e-05
105,57,57,0,bottom,1,1,1,1,8.749998655825086,29.0048014825287,8.754082461470508,28.994991968383758,-0.009809514144940579,0.009809514144940579,1,13.04308881,1,8.750000002608404,31.53480148252834,-3.05e-05
105,58,58,1,bottom,2,1,1,1,8.749998850574743,12.791301577499418,7.960638362600469,12.621423726591205,-0.16987785090821284,0.16987785090821284,1,10.96638404,1,8.750000000397653,14.951301577499112,-3.05e-05
105,59,59,2,bottom,3,1,1,1,5.249999054373137,2.723207092086771,4.311267374075991,3.271029248943298,0.5478221568565269,0.5478221568565269,1,5.00011586,1,5.249999999250761,4.49820709208652,-3.05e-05
105,61,61,1,top,1,1,1,1,-1.7499999996658882,196.20221308947237,-1.860611719430137,195.98220251874343,-0.22001057072893104,0.22001057072893104,1,-8.281430038,-1,-1.7499999996658884,198.36221308947236,-180.0
105,62,62,2,top,1,1,1,1,-8.749999997790313,185.9767242265302,-9.70454993927416,185.8922598362799,-0.08446439025030372,0.08446439025030372,1,-11.78401023,-1,-8.749999997790313,187.7517242265302,-180.0
105,64,64,1,top,1,1,1,1,-5.249999999878135,193.15662748209488,-5.0936611227418735,193.67496198682537,0.5183345047304897,0.5183345047304897,1,-10.99330579,-1,-5.249999999878135,195.31662748209487,-180.0
105,67,67,1,top,0,0,0,0,-8.750000000838236,201.11944946593448,,,,,0,-11.28505479,-1,-8.750000000838236,203.27944946593448,-180.0
105,68,68,2,top,0,0,0,0,-5.250000000153992,207.68227536425178,,,,,0,-10.38212457,-1,-5.250000000153992,209.45727536425179,-180.0
105,69,69,0,top,0,0,0,1,-1.7499999987331547,212.8122546604048,-1.4845543918627853,213.2764652469593,0.46421058655451475,0.46421058655451475,1,-7.933004929,-1,-1.749999998733155,215.3422546604048,-180.0
105,70,70,1,top,0,0,0,0,-8.750000000209349,219.5429571947322,,,,,0,-11.98952051,-1,-8.750000000209349,221.7029571947322,-180.0
105,71,71,2,top,0,0,0,0,-5.249999999513471,221.52002867552744,,,,,0,-8.784635921,-1,-5.249999999513471,223.29502867552745,-180.0
105,72,72,0,top,0,0,0,0,-1.7499999981222283,224.17921326526152,,,,,0,-4.464961188999999,-1,-1.7499999981222285,226.70921326526152,-180.0
106,55,55,1,bottom,0,0,0,1,1.7499988502884183,1.6237219243058365,1.0664814672500593,0.0,-1.6237219243058365,1.6237219243058365,1,3.862068225,1,1.7500000001113294,3.7837219243055307,-3.05e-05
106,56,56,2,bottom,2,1,1,1,5.249999054565538,19.3217636125071,5.565632804937831,19.475301909106502,0.15353829659940033,0.15353829659940033,1,10.14719799,1,5.249999999443162,21.09676361250685,-3.05e-05
106,57,57,0,bottom,1,1,1,1,8.749998649249465,30.39246245958873,8.240838141128762,30.925545443910952,0.5330829843222205,0.5330829843222205,1,13.13668508,1,8.749999996032782,32.922462459588374,-3.05e-05
106,58,58,1,bottom,3,1,1,1,8.749998849219095,14.166530454745018,8.103763544877815,13.803674754286655,-0.362855700458363,0.362855700458363,1,11.33861202,1,8.749999999042005,16.326530454744713,-3.05e-05
106,59,59,2,bottom,3,1,1,1,5.249999052803067,3.814195245375807,4.532753326654364,4.491953756080365,0.6777585107045581,0.6777585107045581,1,5.872934246,1,5.249999997680691,5.589195245375556,-3.05e-05
106,61,61,1,top,0,0,0,1,-1.7499999984571932,195.37775021660224,-1.9235102583394896,195.14506743108566,-0.23268278551657318,0.23268278551657318,1,-8.239217737,-1,-1.7499999984571935,197.53775021660223,-180.0
106,62,62,2,top,1,1,1,1,-8.750000002473655,184.8071152217085,-8.628904160953695,185.4252865333245,0.6181713116160097,0.6181713116160097,1,-11.67507248,-1,-8.750000002473655,186.5821152217085,-180.0
106,64,64,1,top,1,1,1,1,-5.250000000233037,192.05060177623938,-5.047798716879301,192.17601116682508,0.12540939058570189,0.12540939058570189,1,-11.04906233,-1,-5.250000000233037,194.21060177623937,-180.0
106,67,67,1,top,0,0,0,0,-8.750000000909715,199.97574219666058,,,,,0,-11.4195801,-1,-8.750000000909715,202.13574219666057,-180.0
106,68,68,2,top,0,0,0,0,-5.250000000372284,206.6390320170717,,,,,0,-10.42327616,-1,-5.250000000372284,208.41403201707172,-180.0
106,69,69,0,top,0,0,0,1,-1.75000000067654,212.0053545844086,-1.5890845820289146,212.47661290303466,0.47125831862607015,0.47125831862607015,1,-8.064449863,-1,-1.7500000006765402,214.5353545844086,-180.0
106,70,70,1,top,0,0,0,0,-8.750000002232538,218.336383704904,,,,,0,-12.05018752,-1,-8.750000002232538,220.496383704904,-180.0
106,71,71,2,top,0,0,0,0,-5.249999999845386,220.62279663224928,,,,,0,-8.965362061,-1,-5.249999999845386,222.39779663224928,-180.0
106,72,72,0,top,0,0,0,0,-1.7500000012828716,223.70757937930313,,,,,0,-4.713924995,-1,-1.7500000012828718,226.23757937930313,-180.0
107,55,55,1,bottom,0,0,0,1,1.749998850723232,2.4562719732958143,0.8378919834204381,0.0,-2.4562719732958143,2.4562719732958143,1,4.486803015,1,1.7500000005461431,4.616271973295508,-3.05e-05
107,56,56,2,bottom,3,1,1,1,5.249999055641114,20.432252505306412,5.489662731066754,20.383282309116144,-0.04897019619026821,0.04897019619026821,1,10.33191079,1,5.250000000518738,22.207252505306162,-3.05e-05
107,57,57,0,bottom,1,1,1,1,8.74999865498787,31.776388852571532,8.198128683997671,32.300344673706945,0.523955821135413,0.523955821135413,1,13.15526636,1,8.750000001771188,34.306388852571175,-3.05e-05
107,58,58,1,bottom,2,1,1,1,8.749998848371533,15.54289230236851,8.577622454793945,15.003613418682447,-0.5392788836860642,0.5392788836860642,1,11.62958693,1,8.749999998194443,17.702892302368205,-3.05e-05
107,59,59,2,bottom,4,1,1,1,5.249999053369753,4.91279754020335,5.231451783660781,4.965739102327858,0.0529415621245084,0.0529415621245084,1,6.671416096000001,1,5.249999998247377,6.687797540203099,-3.05e-05
107,61,61,1,top,1,1,1,1,-1.7499999992021122,194.55679692021056,-1.8364440279666638,193.9819582577491,-0.5748386624614454,0.5748386624614454,1,-8.203990286,-1,-1.7499999992021125,196.71679692021056,-180.0
107,62,62,2,top,1,1,1,1,-8.750000000936707,183.6314025978789,-8.700230343246895,183.96730365029595,0.33590105241705714,0.33590105241705714,1,-11.73579855,-1,-8.750000000936707,185.4064025978789,-180.0
107,63,63,0,bottom,0,0,0,0,8.749998656011018,-1.2711269946395949,,,,,0,1.5172747130000002,1,8.750000002794335,1.2588730053600465,-3.05e-05
107,64,64,1,top,1,1,1,1,-5.249999997351134,190.9408452989032,-5.46509533658415,191.6086976162328,0.66785231732959,0.66785231732959,1,-11.08614125,-1,-5.249999997351134,193.1008452989032,-180.0
107,67,67,1,top,0,0,0,0,-8.750000000258852,198.81667691767868,,,,,0,-11.5725275,-1,-8.750000000258852,200.97667691767867,-180.0
107,68,68,2,top,0,0,0,0,-5.250000000540153,205.58490901657797,,,,,0,-10.53175904,-1,-5.250000000540153,207.35990901657797,-180.0
107,69,69,0,top,0,0,0,1,-1.750000000746998,211.18676632590606,-1.6936147721950439,211.67676055911002,0.48999423320395863,0.48999423320395863,1,-8.181191701,-1,-1.7500000007469982,213.71676632590606,-180.0
107,70,70,1,top,0,0,0,0,-8.749999998137284,217.11148434858634,,,,,0,-12.23305909,-1,-8.749999998137284,219.27148434858634,-180.0
107,71,71,2,top,0,0,0,0,-5.250000000155439,219.71077877470472,,,,,0,-9.113021104,-1,-5.250000000155439,221.48577877470473,-180.0
107,72,72,0,top,0,0,0,0,-1.7500000022090276,223.21351504686618,,,,,0,-4.938230999,-1,-1.7500000022090278,225.74351504686618,-180.0
108,55,55,1,bottom,1,1,1,1,1.7499988496005898,3.287418213129928,0.9576317743365774,3.5426338417053618,0.2552156285754337,0.2552156285754337,1,5.007908634,1,1.749999999423501,5.447418213129622,-3.05e-05
108,56,56,2,bottom,2,1,1,1,5.249999056020992,21.539586642097692,5.342768509968532,21.114054196394942,-0.42553244570274984,0.42553244570274984,1,10.36715053,1,5.250000000898616,23.314586642097442,-3.05e-05
108,57,57,0,bottom,1,1,1,1,8.749998653633712,33.16254303186831,9.114877108735799,33.919813914763196,0.7572708828948862,0.7572708828948862,1,13.2251753,1,8.75000000041703,35.69254303186795,-3.05e-05
108,58,58,1,bottom,3,1,1,1,8.749998852982987,16.90841278428718,8.409574096138481,16.637508386104223,-0.27090439818295664,0.27090439818295664,1,11.77296421,1,8.750000002805898,19.068412784286874,-3.05e-05
108,59,59,2,bottom,4,1,1,1,5.249999053668135,6.011613461115548,5.1938993284631305,5.646292886563293,-0.3653205745522552,0.3653205745522552,1,7.304708242,1,5.249999998545759,7.786613461115296,-3.05e-05
108,61,61,1,top,1,1,1,1,-1.7500000007543683,193.72993832186478,-1.8212111219138238,193.66366609672565,-0.06627222513913011,0.06627222513913011,1,-8.262976669,-1,-1.7500000007543686,195.88993832186478,-180.0
108,62,62,2,top,0,0,0,1,-8.74999999953912,182.45066982852302,-8.470921955890642,182.82610412591134,0.375434297388324,0.375434297388324,1,-11.78542743,-1,-8.74999999953912,184.22566982852302,-180.0
108,63,63,0,bottom,5,1,1,1,8.749998653071204,0.09029266653776258,7.888888888507649,0.0,-0.09029266653776258,0.09029266653776258,1,3.099926698,1,8.749999999854522,2.620292666537404,-3.05e-05
108,64,64,1,top,1,1,1,1,-5.2500000013356205,189.8385122630425,-5.211298989977785,190.1359057034872,0.2973934404446936,0.2973934404446936,1,-11.01189742,-1,-5.2500000013356205,191.9985122630425,-180.0
108,67,67,1,top,0,0,0,0,-8.750000000958517,197.65663512293185,,,,,0,-11.58229199,-1,-8.750000000958517,199.81663512293184,-180.0
108,68,68,2,top,0,0,0,0,-5.2499999989516875,204.5263534181551,,,,,0,-10.57614305,-1,-5.2499999989516875,206.30135341815512,-180.0
108,69,69,0,top,1,1,1,1,-1.7500000011547123,210.3711536069743,-1.3274768899938518,209.98542594840427,-0.3857276585700333,0.3857276585700333,1,-8.151437804,-1,-1.7500000011547125,212.9011536069743,-180.0
108,70,70,1,top,0,0,0,0,-8.749999997614761,215.88734799730685,,,,,0,-12.22522078,-1,-8.749999997614761,218.04734799730684,-180.0
108,71,71,2,top,0,0,0,0,-5.249999998336878,218.78435664859907,,,,,0,-9.256968289,-1,-5.249999998336878,220.55935664859908,-180.0
108,72,72,0,top,0,0,0,0,-1.7499999990046786,222.69401426960135,,,,,0,-5.192272366,-1,-1.7499999990046788,225.22401426960135,-180.0
109,55,55,1,bottom,2,1,1,1,1.749998849542999,4.108646240191499,1.247852799314753,4.58874632433201,0.48010008414051075,0.48010008414051075,1,5.385973456,1,1.74999999936591,6.268646240191193,-3.05e-05
109,56,56,2,bottom,3,1,1,1,5.2499990539391685,22.644258119648928,5.455805312585818,22.13776023147141,-0.5064978881775168,0.5064978881775168,1,10.39932492,1,5.249999998816793,24.419258119648678,-3.05e-05
109,57,57,0,bottom,1,1,1,1,8.74999865291281,34.54950591575719,8.31177819364472,35.47615256705281,0.92664665129562,0.92664665129562,1,13.27660104,1,8.749999999696128,37.079505915756826,-3.05e-05
109,58,58,1,bottom,1,1,1,1,8.749998849935688,18.276901095709466,8.25948791267757,18.03513270102469,-0.24176839468477596,0.24176839468477596,1,11.99956075,1,8.749999999758598,20.43690109570916,-3.05e-05
109,59,59,2,bottom,6,1,1,1,5.249999054129524,7.114106749437395,5.675670056708983,6.656764007744905,-0.45734274169249023,0.45734274169249023,1,7.856999227,1,5.249999999007148,8.889106749437143,-3.05e-05
109,61,61,1,top,0,0,0,1,-1.750000001319681,192.90903836996938,-1.819490134174964,192.9850818525633,0.07604348259391713,0.07604348259391713,1,-8.203417901,-1,-1.7500000013196813,195.06903836996938,-180.0
109,62,62,2,top,1,1,1,1,-8.749999999025686,181.2758880346743,-8.265310890057552,181.7279066432056,0.4520186085313185,0.4520186085313185,1,-11.72599846,-1,-8.749999999025686,183.0508880346743,-180.0
109,63,63,0,bottom,3,1,1,1,8.749998651809829,1.4455783068510342,8.95228978935716,1.5144296240687376,0.06885131721770343,0.06885131721770343,1,4.531649681,1,8.749999998593147,3.9755783068506756,-3.05e-05
109,64,64,1,top,1,1,1,1,-5.2500000017626745,188.73592745900493,-5.040878092226564,188.21042052022077,-0.5255069387841615,0.5255069387841615,1,-11.01432899,-1,-5.2500000017626745,190.89592745900492,-180.0
109,67,67,1,top,0,0,0,0,-8.750000000197744,196.4946325358301,,,,,0,-11.601557699999999,-1,-8.750000000197744,198.6546325358301,-180.0
109,68,68,2,top,0,0,0,0,-5.250000002355754,203.47030795267784,,,,,0,-10.55088421,-1,-5.250000002355754,205.24530795267785,-180.0
109,69,69,0,top,0,0,0,1,-1.7499999998674005,209.5426928758199,-1.314343880272775,208.96271026976356,-0.5799826060563475,0.5799826060563475,1,-8.279841773,-1,-1.7499999998674007,212.0726928758199,-180.0
109,70,70,1,top,0,0,0,0,-8.750000001565805,214.66408142653736,,,,,0,-12.21624409,-1,-8.750000001565805,216.82408142653736,-180.0
109,71,71,2,top,0,0,0,0,-5.249999997960361,217.83828123314174,,,,,0,-9.453261685,-1,-5.249999997960361,219.61328123314175,-180.0
109,72,72,0,top,1,1,1,1,-1.7500000004334533,222.15000793886082,-0.690732015702837,221.95963547003274,-0.19037246882808745,0.19037246882808745,1,-5.437311544,-1,-1.7500000004334535,224.68000793886083,-180.0
110,55,55,1,bottom,2,1,1,1,1.7499988508161415,4.938800664349442,1.710126446058302,5.1124197172183425,0.17361905286890078,0.17361905286890078,1,5.822075873999999,1,1.7500000006390526,7.0988006643491355,-3.05e-05
110,56,56,2,bottom,3,1,1,1,5.249999055769086,23.74423370516516,5.330038261973349,23.314333076451362,-0.4299006287137992,0.4299006287137992,1,10.40505457,1,5.25000000064671,25.51923370516491,-3.05e-05
110,57,57,0,bottom,1,1,1,1,8.74999865078009,35.935858460896654,9.221177987063793,36.36009338080171,0.4242349199050537,0.4242349199050537,1,13.31025259,1,8.749999997563409,38.46585846089629,-3.05e-05
110,58,58,1,bottom,3,1,1,1,8.749998849150012,19.6540335070474,8.11438960151421,19.29434123773259,-0.359692269314813,0.359692269314813,1,12.24965002,1,8.749999998972923,21.814033507047096,-3.05e-05
110,59,59,2,bottom,1,1,1,1,5.249999056427316,8.213044739855404,6.18256888911028,7.493838621920868,-0.7192061179345357,0.7192061179345357,1,8.266079072,1,5.25000000130494,9.988044739855152,-3.05e-05
110,61,61,1,top,1,1,1,1,-1.7499999995458173,192.08833683793353,-2.5591963483429754,191.97370767594427,-0.11462916198925654,0.11462916198925654,1,-8.201410098,-1,-1.7499999995458175,194.24833683793352,-180.0
110,62,62,2,top,1,1,1,1,-8.749999998003563,180.10477599013745,-8.139390748888781,179.99015502176206,-0.11462096837539093,0.11462096837539093,1,-11.6889062,-1,-8.749999998003563,181.87977599013746,-180.0
110,63,63,0,bottom,4,1,1,1,8.749998650820578,2.7982546959530454,8.750883449312129,2.4462739334922685,-0.3519807624607769,0.3519807624607769,1,5.808778499,1,8.749999997603895,5.328254695952687,-3.05e-05
110,64,64,1,top,1,1,1,1,-5.250000000482618,187.63643249520842,-5.583380840524001,187.49014111234214,-0.14629138286628063,0.14629138286628063,1,-10.98315291,-1,-5.250000000482618,189.79643249520842,-180.0
