Frame,gid,model,main_cluster,is_roi,u,u_bin
105,56,2,6,1,0.2649410237297611,5
105,56,2,6,0,1.0,19
105,57,0,8,0,0.2785632520733901,5
105,57,0,8,1,0.0,0
105,57,0,8,0,0.37833980870248696,7
105,57,0,8,0,1.0,19
105,57,0,8,0,0.700759259808108,14
105,58,1,7,1,0.0,0
105,58,1,7,1,0.3077157733134431,6
105,58,1,7,0,0.6991503223535289,13
105,58,1,7,0,1.0,19
105,59,2,5,0,0.0,0
105,59,2,5,0,0.04124940419125859,0
105,59,2,5,1,0.6799406548007938,13
105,59,2,5,0,0.30390353576965384,6
105,59,2,5,0,0.18036240820563837,3
105,59,2,5,1,0.6341066014944028,12
105,59,2,5,0,0.9404868070323935,18
105,59,2,5,0,0.9651731187534996,19
105,59,2,5,0,0.8778712451937649,17
105,59,2,5,0,1.0,19
105,61,1,2,0,0.0,0
105,61,1,2,1,0.500003256544593,10
105,61,1,2,0,1.0,19
105,62,2,9,1,0.5,10
105,64,1,1,0,0.0,0
105,64,1,1,0,0.3337772887602539,6
105,64,1,1,1,0.6675499495223918,13
105,64,1,1,0,1.0,19
106,56,2,5,1,0.5,10
106,56,2,5,1,0.5,10
106,57,0,7,1,0.0,0
106,57,0,7,0,0.6161704041381546,12
106,57,0,7,0,1.0,19
106,57,0,7,0,0.8223433879991371,16
106,58,1,6,1,0.0,0
106,58,1,6,1,0.03580731521203075,0
106,58,1,6,1,0.36936489940987727,7
106,58,1,6,0,0.6726386213008207,13
106,58,1,6,0,1.0,19
106,59,2,4,1,0.3420246866971396,6
106,59,2,4,0,0.0,0
106,59,2,4,0,0.7862108639255828,15
106,59,2,4,0,0.14288151081273953,2
106,59,2,4,1,0.5113243513181488,10
106,59,2,4,1,0.5788187836233223,11
106,59,2,4,0,0.7818635801297362,15
106,59,2,4,0,1.0,19
106,62,2,1,0,0.0,0
106,62,2,1,1,1.0,19
106,64,1,2,0,0.0,0
106,64,1,2,1,0.5000034666856368,10
106,64,1,2,0,1.0,19
107,56,2,9,1,0.20417570388858314,4
107,56,2,9,1,0.2763734555961263,5
107,56,2,9,1,0.0,0
107,56,2,9,0,0.6328258004570636,12
107,56,2,9,0,1.0,19
107,57,0,11,1,0.0,0
107,57,0,11,0,0.28608050227442006,5
107,57,0,11,0,1.0,19
107,57,0,11,0,0.3561733060173053,7
107,58,1,10,1,0.0,0
107,58,1,10,0,1.0,19
107,59,2,6,0,0.0,0
107,59,2,6,0,0.8076551929138466,16
107,59,2,6,1,0.5629335788549947,11
107,59,2,6,1,0.3199944004127921,6
107,59,2,6,1,0.40489243356433063,8
107,59,2,6,0,1.0,19
107,61,1,2,1,0.0,0
107,61,1,2,0,1.0,19
107,62,2,12,1,0.5,10
107,64,1,1,0,0.0,0
107,64,1,1,1,1.0,19
108,55,1,6,1,0.0,0
108,55,1,6,0,0.7758705157644313,15
108,55,1,6,0,1.0,19
108,56,2,8,1,0.07897942183938282,1
108,56,2,8,1,0.0,0
108,56,2,8,0,0.6319045772733604,12
108,56,2,8,0,1.0,19
108,57,0,16,1,0.5,10
108,58,1,9,1,0.14370380833766605,2
108,58,1,9,1,0.0,0
108,58,1,9,1,0.3122080254838483,6
108,58,1,9,0,0.6907582747884795,13
108,58,1,9,0,1.0,19
108,59,2,7,1,0.0,0
108,59,2,7,1,0.3739046658671766,7
108,59,2,7,1,0.03325116620328739,0
108,59,2,7,0,1.0,19
108,61,1,10,1,0.5,10
108,63,0,3,1,0.0,0
108,63,0,3,1,0.6666666675009105,13
108,63,0,3,1,0.33333333500182105,6
108,63,0,3,1,1.0,19
108,64,1,1,0,0.0,0
108,64,1,1,1,0.5010072141156686,10
108,64,1,1,0,1.0,19
108,69,0,2,1,0.0,0
108,69,0,2,0,1.0,19
109,55,1,5,0,0.3856541457169654,7
109,55,1,5,0,0.0,0
109,55,1,5,0,0.4121507726937315,8
109,55,1,5,1,0.7795299935987657,15
109,55,1,5,0,0.948878320255559,18
109,55,1,5,1,0.7313947963460528,14
109,55,1,5,0,1.0,19
109,56,2,8,1,0.08309518946765103,1
109,56,2,8,1,0.0,0
109,56,2,8,1,0.38614287132641,7
109,56,2,8,0,1.0,19
109,57,0,10,1,0.0,0
109,57,0,10,0,1.0,19
109,58,1,9,1,0.0,0
109,58,1,9,0,1.0,19
109,59,2,6,1,0.5032308906667532,10
109,59,2,6,1,0.08716799659148147,1
109,59,2,6,1,0.0,0
109,59,2,6,1,0.013846319769015205,0
109,59,2,6,1,0.2138772032372064,4
109,59,2,6,1,0.4602566247930518,9
109,59,2,6,0,1.0,19
109,62,2,1,1,0.0,0
109,62,2,1,0,1.0,19
109,63,0,4,0,2.1246325501994177e-08,0
109,63,0,4,1,0.1745764785915749,3
109,63,0,4,0,2.5495590714058096e-08,0
109,63,0,4,0,0.0,0
109,63,0,4,1,0.3026764107695408,6
109,63,0,4,0,0.5332402437814959,10
109,63,0,4,0,0.8339570676983672,16
109,63,0,4,0,5.8958553431543426e-08,0
109,63,0,4,0,4.7804232578888836e-08,0
109,63,0,4,0,8.498530232701981e-08,0
109,63,0,4,1,0.3992775612527808,7
109,63,0,4,0,0.590593997216021,11
109,63,0,4,0,1.0,19
109,64,1,2,0,0.0,0
109,64,1,2,1,0.3342214469673244,6
109,64,1,2,0,0.6671131052567397,13
109,64,1,2,0,1.0,19
109,72,0,3,1,0.0,0
109,72,0,3,0,1.0,19
110,55,1,6,0,0.0,0
110,55,1,6,0,0.21522334294607517,4
110,55,1,6,1,0.3850029893224936,7
110,55,1,6,0,0.8121914536419003,16
110,55,1,6,1,0.5743014320620732,11
110,55,1,6,0,1.0,19
110,56,2,10,1,0.176790530449551,3
110,56,2,10,1,0.0,0
110,56,2,10,1,0.3509704327334206,7
110,56,2,10,0,1.0,19
110,57,0,15,1,0.5,10
110,58,1,11,1,0.0,0
110,58,1,11,1,0.036192085576886725,0
110,58,1,11,1,0.44989115812037717,8
110,58,1,11,0,1.0,19
110,59,2,7,0,0.0,0
110,59,2,7,0,1.0,19
110,59,2,7,1,0.3808494934996999,7
110,59,2,7,0,0.06864457490163137,1
110,59,2,7,0,0.06864457490163137,1
110,61,1,13,1,0.5,10
110,62,2,1,0,0.0,0
110,62,2,1,1,0.5016376422815979,10
110,62,2,1,0,1.0,19
110,63,0,4,0,0.2724454547681869,5
110,63,0,4,0,0.2724454547681869,5
110,63,0,4,0,0.4723592798515398,9
110,63,0,4,0,0.0,0
110,63,0,4,0,0.14353194428360594,2
110,63,0,4,1,0.7378105631047194,14
110,63,0,4,1,1.0,19
110,63,0,4,1,0.505066481951781,10
110,63,0,4,1,0.6231158428895872,12
110,64,1,2,0,0.0,0
110,64,1,2,1,0.4988895075732531,9
110,64,1,2,0,1.0,19
110,69,0,3,1,0.0,0
110,69,0,3,0,1.0,19
111,56,2,8,1,0.5152557677264502,10
111,56,2,8,1,0.0,0
111,56,2,8,1,1.0,19
111,57,0,10,1,0.15880225147074997,3
111,57,0,10,1,0.0,0
111,57,0,10,0,0.3197525201079595,6
111,57,0,10,0,0.7397956142441396,14
111,57,0,10,0,1.0,19
111,58,1,9,1,0.0,0
111,58,1,9,0,1.0,19
111,59,2,7,1,0.0,0
111,59,2,7,1,0.2254459934453578,4
111,59,2,7,0,0.7383048639100608,14
111,59,2,7,0,1.0,19
111,61,1,3,0,0.0,0
111,61,1,3,1,1.0,19
111,62,2,1,0,0.0,0
111,62,2,1,1,1.0,19
111,63,0,4,1,0.18278646575092491,3
111,63,0,4,0,0.0,0
111,63,0,4,1,0.1809679846000278,3
111,63,0,4,0,0.82488635373023,16
111,63,0,4,1,0.3216870960789504,6
111,63,0,4,0,1.0,19
111,63,0,4,0,0.5346575567725707,10
111,63,0,4,0,0.9255155017058114,18
111,63,0,4,0,0.8718154157168609,17
111,63,0,4,1,0.36644599580642895,7
111,63,0,4,1,0.47245630279100886,9
111,64,1,2,0,0.0,0
111,64,1,2,1,0.5000038266388518,10
111,64,1,2,0,1.0,19
112,55,1,4,0,0.0,0
112,55,1,4,0,0.007714181488505789,0
112,55,1,4,1,0.24495842490533842,4
112,55,1,4,1,0.4076162376584978,8
112,55,1,4,0,1.0,19
112,56,2,7,1,0.0,0
112,56,2,7,0,1.0,19
112,57,0,13,1,0.5,10
112,58,1,8,1,0.0,0
112,58,1,8,0,1.0,19
112,59,2,6,1,0.0,0
112,59,2,6,1,0.042474777636289415,0
112,59,2,6,1,0.38504826135203446,7
112,59,2,6,0,1.0,19
112,61,1,11,1,0.5,10
112,62,2,1,0,0.0,0
112,62,2,1,1,1.0,19
112,63,0,5,1,0.0,0
112,63,0,5,1,0.07810350838638244,1
112,63,0,5,1,0.34833747347570465,6
112,63,0,5,0,0.4284599385400195,8
112,63,0,5,0,0.3892096889756088,7
112,63,0,5,0,1.0,19
112,63,0,5,0,0.7676514717313272,15
112,63,0,5,0,0.3892096889756088,7
112,64,1,2,0,0.0,0
112,64,1,2,0,0.33333852472393016,6
112,64,1,2,1,0.6666718132039782,13
112,64,1,2,0,1.0,19
112,69,0,3,0,0.0,0
112,69,0,3,1,0.5000706177835523,10
112,69,0,3,0,1.0,19
113,55,1,3,0,0.0,0
113,55,1,3,1,1.0,19
113,56,2,8,1,0.25044601371726083,5
113,56,2,8,1,0.0,0
113,56,2,8,0,1.0,19
113,57,0,9,0,0.14718488252968503,2
113,57,0,9,1,0.0,0
113,57,0,9,0,0.21099889405893368,4
113,57,0,9,0,0.754179347536867,15
113,57,0,9,0,1.0,19
113,58,1,13,1,0.5,10
113,59,2,7,1,0.0,0
113,59,2,7,1,0.2311946430554264,4
113,59,2,7,1,0.3711374817962782,7
113,59,2,7,0,1.0,19
113,61,1,11,1,0.5,10
113,62,2,1,0,0.0,0
113,62,2,1,1,0.5018902817591733,10
113,62,2,1,0,1.0,19
113,63,0,4,0,0.3717208387086545,7
113,63,0,4,1,0.017380592720729674,0
113,63,0,4,0,0.6983517605800966,13
113,63,0,4,1,0.0,0
113,63,0,4,1,0.12095972034470209,2
113,63,0,4,1,0.1490620123839885,2
113,63,0,4,0,0.27564324280078,5
113,63,0,4,0,0.5196847823202941,10
113,63,0,4,0,0.5870485844540368,11
113,63,0,4,0,0.2474415132123504,4
113,63,0,4,0,0.8218252296964907,16
113,63,0,4,0,0.4907612141061746,9
113,63,0,4,0,1.0,19
113,63,0,4,0,0.6294616040281751,12
113,63,0,4,0,0.4957950058087834,9
113,63,0,4,0,0.6961391342231119,13
113,64,1,2,0,0.0,0
113,64,1,2,1,0.5000039271525947,10
113,64,1,2,0,1.0,19
114,55,1,5,0,0.0,0
114,55,1,5,0,0.01596353133923497,0
114,55,1,5,1,0.19125437792067593,3
114,55,1,5,0,0.7951798616591038,15
114,55,1,5,1,0.520690976420723,10
114,55,1,5,0,1.0,19
114,56,2,7,1,0.0,0
114,56,2,7,1,1.0,19
114,57,0,9,1,0.0,0
114,57,0,9,0,0.2591006805477702,5
114,57,0,9,0,0.7695244861838436,15
114,57,0,9,0,1.0,19
114,57,0,9,0,0.5539788928680289,11
114,58,1,8,1,0.0,0
114,58,1,8,0,1.0,19
114,61,1,3,1,0.0,0
114,61,1,3,0,1.0,19
114,62,2,1,0,0.0,0
114,62,2,1,1,0.500023597678155,10
114,62,2,1,0,1.0,19
114,63,0,6,1,0.0,0
114,63,0,6,0,0.9754663388920914,19
114,63,0,6,0,0.7980254706787848,15
114,63,0,6,0,0.22399099063753888,4
114,63,0,6,0,0.9360288391728774,18
114,63,0,6,0,0.584704996356586,11
114,63,0,6,0,0.9468245294504818,18
114,63,0,6,1,0.20328574481257433,4
114,63,0,6,0,0.4941069763414014,9
114,63,0,6,0,0.8604341709028536,17
114,63,0,6,0,1.0,19
114,64,1,2,0,0.0,0
114,64,1,2,1,1.0,19
114,69,0,4,0,0.0,0
114,69,0,4,1,0.49990849252017466,9
114,69,0,4,0,1.0,19
115,55,1,4,1,0.0,0
115,55,1,4,1,0.006604208823760089,0
115,55,1,4,1,0.19713767558342313,3
115,55,1,4,0,0.7111660001382352,14
115,55,1,4,0,1.0,19
115,56,2,6,1,0.348021856127352,6
115,56,2,6,1,0.0,0
115,56,2,6,1,1.0,19
115,57,0,7,0,0.17130425226373486,3
115,57,0,7,1,0.0,0
115,57,0,7,0,0.7828755401482115,15
115,57,0,7,0,1.0,19
115,57,0,7,0,0.5635902856522669,11
115,58,1,8,1,0.5,10
115,61,1,3,0,0.0,0
115,61,1,3,1,0.500003690774622,10
115,61,1,3,0,1.0,19
115,62,2,1,1,0.0,0
115,62,2,1,0,1.0,19
115,63,0,5,0,0.738828391727351,14
115,63,0,5,1,0.0,0
115,63,0,5,1,0.14001798818609892,2
115,63,0,5,0,0.37902688678953034,7
115,63,0,5,0,0.7585671489274223,15
115,63,0,5,0,0.36062786297038024,7
115,63,0,5,0,0.3881038505187921,7
115,63,0,5,0,0.8674258973073001,17
115,63,0,5,0,1.0,19
115,64,1,2,0,0.0,0
115,64,1,2,1,0.4989067472573413,9
115,64,1,2,0,1.0,19
116,55,1,5,1,0.0,0
116,55,1,5,1,0.497284185523805,9
116,55,1,5,0,1.0,19
116,56,2,9,1,0.0,0
116,56,2,9,1,1.0,19
116,57,0,11,0,0.26083491052495333,5
116,57,0,11,1,0.0,0
116,57,0,11,0,1.0,19
116,58,1,10,1,0.0,0
116,58,1,10,0,0.8476815519811582,16
116,58,1,10,0,1.0,19
116,59,2,7,1,0.0,0
116,59,2,7,1,1.0,19
116,61,1,3,0,0.0,0
116,61,1,3,1,1.0,19
116,62,2,1,0,0.0,0
116,62,2,1,1,1.0,19
116,63,0,6,0,0.6012098912079246,12
116,63,0,6,1,0.0,0
116,63,0,6,1,0.09050286256956289,1
116,63,0,6,0,0.25897301145533186,5
116,63,0,6,0,0.9598980483591613,19
116,63,0,6,0,0.35033573445523525,7
116,63,0,6,0,0.699949051270652,13
116,63,0,6,0,0.9925590184409705,19
116,63,0,6,0,0.8757082158098545,17
116,63,0,6,0,0.7733217294604562,15
116,63,0,6,0,1.0,19
116,64,1,2,0,0.0,0
116,64,1,2,0,0.5000042084680945,10
116,64,1,2,1,1.0,19
116,72,0,4,1,0.0,0
116,72,0,4,0,1.0,19
117,55,1,4,0,0.0,0
117,55,1,4,1,0.30010789332149373,6
117,55,1,4,1,0.4416249102920905,8
117,55,1,4,0,0.734936972221628,14
117,55,1,4,0,1.0,19
117,56,2,8,1,0.0,0
117,56,2,8,1,1.0,19
117,57,0,12,1,0.5,10
117,58,1,9,1,0.0,0
117,58,1,9,0,1.0,19
117,59,2,5,1,0.8501031054942217,17
117,59,2,5,1,0.07862061021055945,1
117,59,2,5,1,0.0,0
117,59,2,5,1,1.0,19
117,61,1,2,0,0.0,0
117,61,1,2,1,0.5000038236162557,10
117,61,1,2,0,1.0,19
117,63,0,6,1,0.0,0
117,63,0,6,1,0.30771577331344313,6
117,63,0,6,0,0.44715082192402167,8
117,63,0,6,0,1.0,19
117,63,0,6,0,0.8623921201383702,17
117,64,1,1,0,0.0,0
117,64,1,1,1,0.49903251408709354,9
117,64,1,1,0,1.0,19
117,65,2,3,1,0.1428571430103713,2
117,65,2,3,1,0.533333333452511,10
117,65,2,3,1,0.0,0
117,65,2,3,1,0.0,0
117,65,2,3,1,0.28571428423307726,5
117,65,2,3,1,1.0,19
117,65,2,3,1,0.07619047503275003,1
118,55,1,5,1,0.0,0
118,55,1,5,1,1.0,19
118,56,2,7,1,0.16089279392202743,3
118,56,2,7,1,0.0,0
118,56,2,7,1,0.6073409645274753,12
118,56,2,7,0,1.0,19
118,57,0,11,1,0.5,10
118,58,1,9,1,0.0,0
118,58,1,9,0,1.0,19
118,59,2,6,1,0.2547767991325774,5
118,59,2,6,1,0.0,0
118,59,2,6,1,0.3511208984839529,7
118,59,2,6,0,1.0,19
118,62,2,1,1,0.0,0
118,62,2,1,0,0.500158176422738,10
118,62,2,1,0,1.0,19
118,63,0,8,1,0.0,0
118,63,0,8,0,0.5161589134565857,10
118,63,0,8,0,0.27633285189275114,5
118,63,0,8,1,0.14589634114644698,2
118,63,0,8,0,0.7013689855774747,14
118,63,0,8,1,0.14589634114644698,2
118,63,0,8,0,0.24229944164686024,4
118,63,0,8,0,0.45955004245258646,9
118,63,0,8,0,1.0,19
118,63,0,8,0,0.6718095837917524,13
118,63,0,8,0,0.49194848836199384,9
118,63,0,8,0,0.7614660477883012,15
118,64,1,2,1,0.0,0
118,64,1,2,0,1.0,19
118,65,2,4,1,2.9085307976717763e-07,0
118,65,2,4,1,1.5581414952709428e-08,0
118,65,2,4,1,2.0775219774462158e-08,0
118,65,2,4,1,3.505818357047853e-08,0
118,65,2,4,1,7.401172100099722e-08,0
118,65,2,4,1,5.453495238322812e-08,0
118,65,2,4,1,0.0,0
118,65,2,4,1,5.453495238322812e-08,0
118,65,2,4,1,4.155043993888531e-08,0
118,65,2,4,1,0.4685566125189455,9
118,65,2,4,0,0.8523135269604574,17
118,65,2,4,0,1.0,19
118,65,2,4,0,0.9778266776426409,19
118,69,0,3,1,0.0,0
118,69,0,3,0,1.0,19
119,55,1,6,1,0.0,0
119,55,1,6,1,0.4126704378715924,8
119,55,1,6,0,1.0,19
119,56,2,8,1,0.0,0
119,56,2,8,1,1.0,19
119,57,0,10,1,0.0,0
119,57,0,10,0,0.2818016484466646,5
119,57,0,10,0,1.0,19
119,58,1,13,1,0.5,10
119,59,2,7,1,0.15528083739130139,3
119,59,2,7,1,0.0,0
119,59,2,7,1,0.264941023729761,5
119,59,2,7,0,0.5575682351519236,11
119,59,2,7,0,1.0,19
119,61,1,3,1,0.0,0
119,61,1,3,0,1.0,19
119,62,2,1,0,0.0,0
119,62,2,1,1,0.50358305980063,10
119,62,2,1,0,1.0,19
119,63,0,9,1,0.0,0
119,63,0,9,0,0.40675106316647935,8
119,63,0,9,0,0.2839051402825173,5
119,63,0,9,0,0.6971890306407894,13
119,63,0,9,0,0.5460518563799842,10
119,63,0,9,0,1.0,19
119,64,1,2,0,0.0,0
119,64,1,2,1,0.5000043517145935,10
119,64,1,2,0,1.0,19
119,65,2,5,0,1.1159982200242554e-07,0
119,65,2,5,0,2.8563311085443776e-07,0
119,65,2,5,0,4.916635527002949e-08,0
119,65,2,5,0,2.7236599927488055e-07,0
119,65,2,5,0,2.59098887460942e-07,0
119,65,2,5,0,0.0,0
119,65,2,5,1,0.5520159984541674,11
119,65,2,5,0,8.662643528602898e-08,0
119,65,2,5,1,0.5520159984541674,11
119,65,2,5,0,1.0,19
119,65,2,5,0,0.8307295276860475,16
119,69,0,4,0,0.0,0
119,69,0,4,1,1.0,19
120,55,1,6,1,0.0,0
120,55,1,6,1,0.22614285501720222,4
120,55,1,6,0,1.0,19
120,56,2,8,1,0.0,0
120,56,2,8,1,1.0,19
120,57,0,11,0,0.5000467964658721,10
120,57,0,11,1,0.0,0
120,57,0,11,0,0.3904452099551058,7
120,57,0,11,0,1.0,19
120,58,1,10,1,0.0,0
120,58,1,10,0,1.0,19
120,59,2,7,1,0.0,0
120,59,2,7,0,1.0,19
120,62,2,1,0,0.0,0
120,62,2,1,1,0.5018076943442304,10
120,62,2,1,0,1.0,19
120,63,0,9,1,0.0,0
120,63,0,9,0,0.43134482229300836,8
120,63,0,9,1,0.14035117908700237,2
120,63,0,9,0,0.2666632310339468,5
120,63,0,9,0,0.7998886029174421,15
120,63,0,9,0,0.544786257984418,10
120,63,0,9,0,1.0,19
120,64,1,2,0,0.0,0
120,64,1,2,1,0.3338180810105389,6
120,64,1,2,0,0.6676301497075614,13
120,64,1,2,0,1.0,19
120,65,2,4,0,0.0,0
120,65,2,4,1,0.23855201193236178,4
120,65,2,4,1,0.36851148852806664,7
120,65,2,4,0,0.6263192632996758,12
120,65,2,4,0,1.0,19
120,72,0,12,1,0.5,10
121,55,1,6,1,0.0,0
121,55,1,6,1,0.5853875060678004,11
121,55,1,6,0,1.0,19
121,56,2,8,1,0.0,0
121,56,2,8,0,1.0,19
121,57,0,10,1,0.0,0
121,57,0,10,0,0.4325442133608818,8
121,57,0,10,0,1.0,19
121,58,1,13,1,0.5,10
121,59,2,7,1,0.0,0
121,59,2,7,1,0.08736240241869926,1
121,59,2,7,0,1.0,19
121,59,2,7,1,0.6460944017569683,12
121,61,1,3,0,0.0,0
121,61,1,3,1,1.0,19
121,62,2,1,0,0.0,0
121,62,2,1,1,0.49847213627628817,9
121,62,2,1,0,1.0,19
121,63,0,9,1,0.13919737978154656,2
121,63,0,9,0,1.0,19
121,63,0,9,1,0.0,0
121,63,0,9,0,0.8686856190623706,17
121,63,0,9,0,0.49370079989391036,9
121,63,0,9,0,0.9574137368198975,19
121,64,1,2,0,0.0,0
121,64,1,2,0,0.333339476760856,6
121,64,1,2,1,0.6666727401712222,13
121,64,1,2,0,1.0,19
121,65,2,5,0,0.0,0
121,65,2,5,0,0.26520073240040665,5
121,65,2,5,1,0.3607470878439073,7
121,65,2,5,1,0.5253233533923127,10
121,65,2,5,0,0.07082541215877891,1
121,65,2,5,0,0.7266311545697498,14
121,65,2,5,0,0.9211951317537852,18
121,65,2,5,0,1.0,19
121,65,2,5,0,0.9612362109492938,19
121,71,2,12,1,0.5,10
121,72,0,4,1,0.0,0
121,72,0,4,0,1.0,19
122,55,1,6,1,0.0,0
122,55,1,6,0,1.0,19
122,56,2,8,1,0.0,0
122,56,2,8,1,1.0,19
122,57,0,10,1,0.0,0
