Frame,gid,model,side,n_roi,used_measurement,track_exists,x_gt,y_gt,x_meas,y_meas,meas_error_y,meas_abs_error_y,meas_ok,x_hat,y_hat,kf_error_y,kf_abs_error_y,kf_ok,y_error,abs_y_error,ok
102,64,1,top,1,0,0,-5.249999999472331,196.44646818060315,,,,,0,,,,,0,,,0
102,67,1,top,0,0,0,-8.749999996860593,204.45356348969503,,,,,0,,,,,0,,,0
102,68,2,top,0,0,0,-5.249999998950801,210.7484069523357,,,,,0,,,,,0,,,0
102,69,0,top,1,0,0,-1.7500000019588198,215.1467120836216,,,,,0,,,,,0,,,0
102,70,1,top,0,0,0,-8.750000002821144,223.10669315070595,,,,,0,,,,,0,,,0
102,71,2,top,0,0,0,-5.249999998265335,224.09635310079133,,,,,0,,,,,0,,,0
103,55,1,bottom,4,1,1,1.7499988500267243,-0.871791993603177,1.5611111109486955,0.0,0.871791993603177,0.871791993603177,1,1.5611111109486955,0.0,0.871791993603177,0.871791993603177,1,0.871791993603177,0.871791993603177,1
103,56,2,bottom,5,1,1,5.249999057457103,16.014649965735124,5.755555555384716,16.128347102194947,0.11369713645982316,0.11369713645982316,1,5.7755388688613944,15.611655776920342,-0.4029941888147821,0.4029941888147821,1,-0.4029941888147821,0.4029941888147821,1
103,57,0,bottom,1,0,1,8.749998654985154,26.234106747048504,,,,,0,8.522592543564029,23.44809034883792,-2.7860163982105846,2.7860163982105846,1,-2.7860163982105846,2.7860163982105846,1
103,58,1,bottom,3,1,1,8.749998850991044,10.059139100491304,7.833333333518871,10.706955164096941,0.6478160636056369,0.6478160636056369,1,7.928824655809477,9.844020799345147,-0.21511830114615726,0.21511830114615726,1,-0.21511830114615726,0.21511830114615726,1
103,59,2,bottom,8,1,1,5.249999055480008,0.5251480101706201,4.458333333453469,0.0,-0.5251480101706201,0.5251480101706201,1,4.472220370842399,0.0,-0.5251480101706201,0.5251480101706201,1,-0.5251480101706201,0.5251480101706201,1
103,61,1,top,1,0,0,-1.7499999993435151,197.86279659353173,,,,,0,,,,,0,,,0
103,62,2,top,1,0,0,-8.74999999921265,188.33390198211941,,,,,0,,,,,0,,,0
103,64,1,top,1,0,0,-5.249999999224651,195.36467348237164,,,,,0,,,,,0,,,0
103,67,1,top,0,0,0,-8.750000002120643,203.36083588836192,,,,,0,,,,,0,,,0
103,68,2,top,0,0,0,-5.250000000415229,209.74350888193788,,,,,0,,,,,0,,,0
103,69,0,top,0,0,0,-1.750000001854941,214.38558841867706,,,,,0,,,,,0,,,0
103,70,1,top,0,0,0,-8.750000001218888,221.92961485865348,,,,,0,,,,,0,,,0
103,71,2,top,0,0,0,-5.249999999237932,223.2552734526929,,,,,0,,,,,0,,,0
103,72,0,top,0,0,0,-1.7500000007239893,225.0504596067009,,,,,0,,,,,0,,,0
104,55,1,bottom,6,1,1,1.7499988502176662,-0.03977599936275267,1.7000000001356743,0.0,0.03977599936275267,0.03977599936275267,1,1.6537098757565987,0.0,0.03977599936275267,0.03977599936275267,1,0.03977599936275267,0.03977599936275267,1
104,56,2,bottom,3,1,1,5.249999055108399,17.120256046385318,5.755555555384716,17.234485777479367,0.11422973109404921,0.11422973109404921,1,5.770412971045563,16.849835493734854,-0.2704205526504637,0.2704205526504637,1,-0.2704205526504637,0.2704205526504637,1
104,57,0,bottom,2,1,1,8.749998653565324,27.62058135542128,8.763888887968701,27.549720428368296,-0.07086092705298341,0.07086092705298341,1,8.720617528065661,26.84950509789858,-0.7710762575227008,0.7710762575227008,1,-0.7710762575227008,0.7710762575227008,1
104,58,1,bottom,3,1,1,8.749998848164486,11.420863950177676,8.000000000996092,11.21293757820397,-0.20792637197370567,0.20792637197370567,1,7.950881318157408,10.986178929629567,-0.434685020548109,0.434685020548109,1,-0.434685020548109,0.434685020548109,1
104,59,2,bottom,4,1,1,5.249999054416927,1.6295791626316185,4.39166666658357,1.9874974703049642,0.35791830767334565,0.35791830767334565,1,4.424549147841768,1.1160999212857983,-0.5134792413458202,0.5134792413458202,1,-0.5134792413458202,0.5134792413458202,1
104,61,1,top,0,0,0,-1.7500000010324837,197.03090270756542,,,,,0,,,,,0,,,0
104,62,2,top,1,0,0,-8.749999997994793,187.15722041423106,,,,,0,,,,,0,,,0
104,64,1,top,1,0,0,-5.249999997422655,194.25706081482357,,,,,0,,,,,0,,,0
104,67,1,top,0,0,0,-8.750000000071873,202.24966795000162,,,,,0,,,,,0,,,0
104,68,2,top,0,0,0,-5.25000000121803,208.721398912389,,,,,0,,,,,0,,,0
104,69,0,top,1,0,0,-1.75000000143738,213.60600162466795,,,,,0,,,,,0,,,0
104,70,1,top,0,0,0,-8.749999999159552,220.74342707597924,,,,,0,,,,,0,,,0
104,71,2,top,0,0,0,-5.250000000455209,222.39916382696418,,,,,0,,,,,0,,,0
104,72,0,top,0,0,0,-1.7500000009184704,224.62594480686883,,,,,0,,,,,0,,,0
105,55,1,bottom,7,1,1,1.7499988502896429,0.7921179199806705,1.1999999997111197,0.0,-0.7921179199806705,0.7921179199806705,1,1.4070425345928204,0.0,-0.7921179199806705,0.7921179199806705,1,-0.7921179199806705,0.7921179199806705,1
105,56,2,bottom,2,1,1,5.249999052990846,18.223222350277624,5.730555555135023,18.106755635732377,-0.11646671454524693,0.11646671454524693,1,5.754025091950151,17.94858587802719,-0.2746364722504353,0.2746364722504353,1,-0.2746364722504353,0.2746364722504353,1
105,57,0,bottom,1,0,1,8.749998655825086,29.0048014825287,,,,,0,8.770752620364615,27.85777181616317,-1.1470296663655297,1.1470296663655297,1,-1.1470296663655297,1.1470296663655297,1
105,58,1,bottom,2,1,1,8.749998850574743,12.791301577499418,7.966666666056032,12.632366844155587,-0.15893473334383046,0.15893473334383046,1,7.950891841848518,12.287467087406501,-0.5038344900929168,0.5038344900929168,1,-0.5038344900929168,0.5038344900929168,1
105,59,2,bottom,3,1,1,5.249999054373137,2.723207092086771,4.299999999327215,3.427827300200522,0.7046202081137509,0.7046202081137509,1,4.346287539559387,2.57870431863729,-0.14450277344948104,0.14450277344948104,1,-0.14450277344948104,0.14450277344948104,1
105,61,1,top,1,0,0,-1.7499999996658882,196.20221308947237,,,,,0,,,,,0,,,0
105,62,2,top,1,0,0,-8.749999997790313,185.9767242265302,,,,,0,,,,,0,,,0
105,64,1,top,1,0,0,-5.249999999878135,193.15662748209488,,,,,0,,,,,0,,,0
105,67,1,top,0,0,0,-8.750000000838236,201.11944946593448,,,,,0,,,,,0,,,0
105,68,2,top,0,0,0,-5.250000000153992,207.68227536425178,,,,,0,,,,,0,,,0
105,69,0,top,0,0,0,-1.7499999987331547,212.8122546604048,,,,,0,,,,,0,,,0
105,70,1,top,0,0,0,-8.750000000209349,219.5429571947322,,,,,0,,,,,0,,,0
105,71,2,top,0,0,0,-5.249999999513471,221.52002867552744,,,,,0,,,,,0,,,0
105,72,0,top,0,0,0,-1.7499999981222283,224.17921326526152,,,,,0,,,,,0,,,0
106,55,1,bottom,0,0,1,1.7499988502884183,1.6237219243058365,,,,,0,1.3260975587465658,0.0,-1.6237219243058365,1.6237219243058365,1,-1.6237219243058365,1.6237219243058365,1
106,56,2,bottom,2,1,1,5.249999054565538,19.3217636125071,5.494444443756054,19.57194625617182,0.25018264366471854,0.25018264366471854,1,5.637388545986304,19.222318968035754,-0.09944464447134749,0.09944464447134749,1,-0.09944464447134749,0.09944464447134749,1
106,57,0,bottom,1,0,1,8.749998649249465,30.39246245958873,,,,,0,8.820887712663568,28.86603853442776,-1.526423925160973,1.526423925160973,1,-1.526423925160973,1.526423925160973,1
106,58,1,bottom,3,1,1,8.749998849219095,14.166530454745018,8.16666666540948,13.804186161309534,-0.36234429343548413,0.36234429343548413,1,8.04178166228239,13.553176012404075,-0.6133544423409436,0.6133544423409436,1,-0.6133544423409436,0.6133544423409436,1
106,59,2,bottom,3,1,1,5.249999052803067,3.814195245375807,4.644444444801512,4.436117198536619,0.6219219531608116,0.6219219531608116,1,4.483362014356079,3.939226577404203,0.12503133202839578,0.12503133202839578,1,0.12503133202839578,0.12503133202839578,1
106,61,1,top,0,0,0,-1.7499999984571932,195.37775021660224,,,,,0,,,,,0,,,0
106,62,2,top,1,0,0,-8.750000002473655,184.8071152217085,,,,,0,,,,,0,,,0
106,64,1,top,1,0,0,-5.250000000233037,192.05060177623938,,,,,0,,,,,0,,,0
106,67,1,top,0,0,0,-8.750000000909715,199.97574219666058,,,,,0,,,,,0,,,0
106,68,2,top,0,0,0,-5.250000000372284,206.6390320170717,,,,,0,,,,,0,,,0
106,69,0,top,0,0,0,-1.75000000067654,212.0053545844086,,,,,0,,,,,0,,,0
106,70,1,top,0,0,0,-8.750000002232538,218.336383704904,,,,,0,,,,,0,,,0
106,71,2,top,0,0,0,-5.249999999845386,220.62279663224928,,,,,0,,,,,0,,,0
106,72,0,top,0,0,0,-1.7500000012828716,223.70757937930313,,,,,0,,,,,0,,,0
107,55,1,bottom,0,0,1,1.749998850723232,2.4562719732958143,,,,,0,1.2451525829003112,0.0,-2.4562719732958143,2.4562719732958143,1,-2.4562719732958143,2.4562719732958143,1
107,56,2,bottom,3,1,1,5.249999055641114,20.432252505306412,5.494444443756054,20.275570655859884,-0.15668184944652808,0.15668184944652808,1,5.5623900130852775,20.276986704797093,-0.15526580050931926,0.15526580050931926,1,-0.15526580050931926,0.15526580050931926,1
107,57,0,bottom,1,0,1,8.74999865498787,31.776388852571532,,,,,0,8.871022804962521,29.87430525269235,-1.9020835998791839,1.9020835998791839,1,-1.9020835998791839,1.9020835998791839,1
107,58,1,bottom,2,1,1,8.749998848371533,15.54289230236851,8.75833333341236,15.011729345806623,-0.5311629565618876,0.5311629565618876,1,8.344330735466356,14.806122756875085,-0.7367695454934253,0.7367695454934253,1,-0.7367695454934253,0.7367695454934253,1
107,59,2,bottom,4,1,1,5.249999053369753,4.91279754020335,5.5000000002557226,4.6149686513343555,-0.2978288888689944,0.2978288888689944,1,4.988772025244013,4.772567425768608,-0.14023011443474154,0.14023011443474154,1,-0.14023011443474154,0.14023011443474154,1
107,61,1,top,1,0,0,-1.7499999992021122,194.55679692021056,,,,,0,,,,,0,,,0
107,62,2,top,1,0,0,-8.750000000936707,183.6314025978789,,,,,0,,,,,0,,,0
107,63,0,bottom,0,0,0,8.749998656011018,-1.2711269946395949,,,,,0,,,,,0,,,0
107,64,1,top,1,0,0,-5.249999997351134,190.9408452989032,,,,,0,,,,,0,,,0
107,67,1,top,0,0,0,-8.750000000258852,198.81667691767868,,,,,0,,,,,0,,,0
107,68,2,top,0,0,0,-5.250000000540153,205.58490901657797,,,,,0,,,,,0,,,0
107,69,0,top,0,0,0,-1.750000000746998,211.18676632590606,,,,,0,,,,,0,,,0
107,70,1,top,0,0,0,-8.749999998137284,217.11148434858634,,,,,0,,,,,0,,,0
107,71,2,top,0,0,0,-5.250000000155439,219.71077877470472,,,,,0,,,,,0,,,0
107,72,0,top,0,0,0,-1.7500000022090276,223.21351504686618,,,,,0,,,,,0,,,0
108,55,1,bottom,1,0,1,1.7499988496005898,3.287418213129928,,,,,0,1.1642076070540566,0.0,-3.287418213129928,3.287418213129928,1,-3.287418213129928,3.287418213129928,1
108,56,2,bottom,2,1,1,5.249999056020992,21.539586642097692,5.313888889398726,20.977444019036636,-0.5621426230610567,0.5621426230610567,1,5.44526342277012,21.198225023681584,-0.34136161841610857,0.34136161841610857,1,-0.34136161841610857,0.34136161841610857,1
108,57,0,bottom,1,0,1,8.749998653633712,33.16254303186831,,,,,0,8.921157897261475,30.88257197095694,-2.2799710609113717,2.2799710609113717,1,-2.2799710609113717,2.2799710609113717,1
108,58,1,bottom,3,1,1,8.749998852982987,16.90841278428718,8.222222220763333,16.83434173801832,-0.07407104626885896,0.07407104626885896,1,8.343325830173061,16.281162722284456,-0.627250062002723,0.627250062002723,1,-0.627250062002723,0.627250062002723,1
108,59,2,bottom,4,1,1,5.249999053668135,6.011613461115548,5.019444444646092,5.541949224651354,-0.46966423646419386,0.46966423646419386,1,5.0847090205549765,5.637656252842086,-0.37395720827346235,0.37395720827346235,1,-0.37395720827346235,0.37395720827346235,1
108,61,1,top,1,0,0,-1.7500000007543683,193.72993832186478,,,,,0,,,,,0,,,0
108,62,2,top,0,0,0,-8.74999999953912,182.45066982852302,,,,,0,,,,,0,,,0
108,63,0,bottom,5,1,1,8.749998653071204,0.09029266653776258,7.888888888507649,0.0,-0.09029266653776258,0.09029266653776258,1,7.888888888507649,0.0,-0.09029266653776258,0.09029266653776258,1,-0.09029266653776258,0.09029266653776258,1
108,64,1,top,1,0,0,-5.2500000013356205,189.8385122630425,,,,,0,,,,,0,,,0
108,67,1,top,0,0,0,-8.750000000958517,197.65663512293185,,,,,0,,,,,0,,,0
108,68,2,top,0,0,0,-5.2499999989516875,204.5263534181551,,,,,0,,,,,0,,,0
108,69,0,top,1,0,0,-1.7500000011547123,210.3711536069743,,,,,0,,,,,0,,,0
108,70,1,top,0,0,0,-8.749999997614761,215.88734799730685,,,,,0,,,,,0,,,0
108,71,2,top,0,0,0,-5.249999998336878,218.78435664859907,,,,,0,,,,,0,,,0
108,72,0,top,0,0,0,-1.7499999990046786,222.69401426960135,,,,,0,,,,,0,,,0
109,55,1,bottom,2,1,1,1.749998849542999,4.108646240191499,1.4166666668579218,4.582439220489874,0.47379298029837535,0.47379298029837535,1,1.3703246856945908,3.9454963843782425,-0.16314985581325647,0.16314985581325647,1,-0.16314985581325647,0.16314985581325647,1
109,56,2,bottom,3,1,1,5.2499990539391685,22.644258119648928,5.555555556872599,22.19419343470596,-0.45006468494296925,0.45006468494296925,1,5.449978617211821,22.216935719528834,-0.4273224001200937,0.4273224001200937,1,-0.4273224001200937,0.4273224001200937,1
109,57,0,bottom,1,0,1,8.74999865291281,34.54950591575719,,,,,0,8.971292989560428,31.89083868922153,-2.658667226535659,2.658667226535659,1,-2.658667226535659,2.658667226535659,1
109,58,1,bottom,1,0,1,8.749998849935688,18.276901095709466,,,,,0,8.402473117441492,17.481438534604465,-0.7954625611050012,0.7954625611050012,1,-0.7954625611050012,0.7954625611050012,1
109,59,2,bottom,6,1,1,5.249999054129524,7.114106749437395,5.811111110995595,6.746327450218413,-0.36777929921898256,0.36777929921898256,1,5.464073109865022,6.638120894421356,-0.47598585501603896,0.47598585501603896,1,-0.47598585501603896,0.47598585501603896,1
109,61,1,top,0,0,0,-1.750000001319681,192.90903836996938,,,,,0,,,,,0,,,0
109,62,2,top,1,0,0,-8.749999999025686,181.2758880346743,,,,,0,,,,,0,,,0
109,63,0,bottom,3,1,1,8.749998651809829,1.4455783068510342,9.072222221783797,1.6852299576103245,0.2396516507592903,0.2396516507592903,1,8.677830362939593,1.1235615275308937,-0.3220167793201405,0.3220167793201405,1,-0.3220167793201405,0.3220167793201405,1
109,64,1,top,1,0,0,-5.2500000017626745,188.73592745900493,,,,,0,,,,,0,,,0
109,67,1,top,0,0,0,-8.750000000197744,196.4946325358301,,,,,0,,,,,0,,,0
109,68,2,top,0,0,0,-5.250000002355754,203.47030795267784,,,,,0,,,,,0,,,0
109,69,0,top,0,0,0,-1.7499999998674005,209.5426928758199,,,,,0,,,,,0,,,0
109,70,1,top,0,0,0,-8.750000001565805,214.66408142653736,,,,,0,,,,,0,,,0
109,71,2,top,0,0,0,-5.249999997960361,217.83828123314174,,,,,0,,,,,0,,,0
109,72,0,top,1,0,0,-1.7500000004334533,222.15000793886082,,,,,0,,,,,0,,,0
110,55,1,bottom,2,1,1,1.7499988508161415,4.938800664349442,1.8916666663380846,4.878938234610798,-0.05986242973864364,0.05986242973864364,1,1.647885643280289,4.803025310550383,-0.13577535379905914,0.13577535379905914,1,-0.13577535379905914,0.13577535379905914,1
110,56,2,bottom,3,1,1,5.249999055769086,23.74423370516516,5.277777779728992,23.412497980945965,-0.3317357242191967,0.3317357242191967,1,5.365448712890926,23.2997974814699,-0.4444362236952628,0.4444362236952628,1,-0.4444362236952628,0.4444362236952628,1
110,57,0,bottom,1,0,1,8.74999865078009,35.935858460896654,,,,,0,9.021428081859382,32.89910540748612,-3.0367530534105356,3.0367530534105356,1,-3.0367530534105356,3.0367530534105356,1
110,58,1,bottom,3,1,1,8.749998849150012,19.6540335070474,8.066666667778549,19.233535527067055,-0.42049797998034677,0.42049797998034677,1,8.294613257528013,18.9150532735699,-0.738980233477502,0.738980233477502,1,-0.738980233477502,0.738980233477502,1
110,59,2,bottom,1,0,1,5.249999056427316,8.213044739855404,,,,,0,5.65069535499813,7.578488569534663,-0.6345561703207405,0.6345561703207405,1,-0.6345561703207405,0.6345561703207405,1
110,61,1,top,1,0,0,-1.7499999995458173,192.08833683793353,,,,,0,,,,,0,,,0
110,62,2,top,1,0,0,-8.749999998003563,180.10477599013745,,,,,0,,,,,0,,,0
110,63,0,bottom,4,1,1,8.749998650820578,2.7982546959530454,8.56666666628458,2.4276807200627974,-0.370573975890248,0.370573975890248,1,8.684572030173728,1.954406321115382,-0.8438483748376635,0.8438483748376635,1,-0.8438483748376635,0.8438483748376635,1
110,64,1,top,1,0,0,-5.250000000482618,187.63643249520842,,,,,0,,,,,0,,,0
110,67,1,top,0,0,0,-8.749999996693507,195.33701686902307,,,,,0,,,,,0,,,0
110,68,2,top,0,0,0,-5.249999997660482,202.40883786447571,,,,,0,,,,,0,,,0
110,69,0,top,1,0,0,-1.7500000015676307,208.7278430370671,,,,,0,,,,,0,,,0
110,70,1,top,0,0,0,-8.749999999850715,213.43568788601826,,,,,0,,,,,0,,,0
110,71,2,top,0,0,0,-5.250000000488774,216.8805328283022,,,,,0,,,,,0,,,0
110,72,0,top,0,0,0,-1.7499999979878589,221.59049862431533,,,,,0,,,,,0,,,0
111,55,1,bottom,0,0,1,1.7499988501110249,5.7613867187579135,,,,,0,1.6748522827216066,5.582519666169605,-0.17886705258830826,0.17886705258830826,1,-0.17886705258830826,0.17886705258830826,1
111,56,2,bottom,3,1,1,5.249999056085767,24.848893740913716,5.399999998700039,24.799523965139315,-0.0493697757744016,0.0493697757744016,1,5.341792996826913,24.47662083058051,-0.372272910333205,0.372272910333205,1,-0.372272910333205,0.372272910333205,1
111,57,0,bottom,2,1,1,8.749998650154133,37.32344696334337,8.783333334328589,37.86681036159463,0.5433633982512589,0.5433633982512589,1,8.812868531010071,37.461082810578716,0.1376358472353445,0.1376358472353445,1,0.1376358472353445,0.1376358472353445,1
111,58,1,bottom,1,0,1,8.74999885064322,21.02166733292264,,,,,0,8.329159425508973,20.14970126016914,-0.8719660727534979,0.8719660727534979,1,-0.8719660727534979,0.8719660727534979,1
111,59,2,bottom,2,1,1,5.249999057504438,9.304551700531729,5.216666666894782,8.938949520072939,-0.3656021804587901,0.3656021804587901,1,5.550778706814699,8.71280272210236,-0.5917489784293686,0.5917489784293686,1,-0.5917489784293686,0.5917489784293686,1
111,61,1,top,1,0,0,-1.7499999995946425,191.25944884122592,,,,,0,,,,,0,,,0
111,62,2,top,1,0,0,-8.75000000208652,178.9273087007139,,,,,0,,,,,0,,,0
111,63,0,bottom,5,1,1,8.749998653005505,4.165564268385911,9.027777778182152,4.295055296717304,0.12949102833139303,0.12949102833139303,1,8.919192987706657,3.4479469667884914,-0.7176173015974192,0.7176173015974192,1,-0.7176173015974192,0.7176173015974192,1
111,64,1,top,1,0,0,-5.249999999735741,186.52664548853505,,,,,0,,,,,0,,,0
111,67,1,top,0,0,0,-8.749999996693507,195.33701686902307,,,,,0,,,,,0,,,0
111,68,2,top,0,0,0,-5.249999998961636,201.34924470905784,,,,,0,,,,,0,,,0
111,69,0,top,0,0,0,-1.7499999984073125,207.90061827034702,,,,,0,,,,,0,,,0
111,70,1,top,0,0,0,-8.750000000752893,212.21413023424876,,,,,0,,,,,0,,,0
111,71,2,top,0,0,0,-5.250000002591927,215.91564336006857,,,,,0,,,,,0,,,0
111,72,0,top,0,0,0,-1.7500000000103546,221.0145404030556,,,,,0,,,,,0,,,0
112,55,1,bottom,2,1,1,1.749998849956123,6.5870397939117495,1.6333333331118207,6.576063137825577,-0.010976656086172376,0.010976656086172376,1,1.6667216863287557,6.471709103772152,-0.11533069013959718,0.11533069013959718,1,-0.11533069013959718,0.11533069013959718,1
112,56,2,bottom,1,0,1,5.249999054472702,25.953111266553243,,,,,0,5.296431271586413,25.53303017147391,-0.42008109507933256,0.42008109507933256,1,-0.42008109507933256,0.42008109507933256,1
112,57,0,bottom,1,0,1,8.749998651928127,38.70902129933505,,,,,0,8.835637776868294,38.84527652799672,0.13625522866166762,0.13625522866166762,1,0.13625522866166762,0.13625522866166762,1
112,58,1,bottom,1,0,1,8.749998851261523,22.39741500975725,,,,,0,8.363705593489932,21.384349246768384,-1.013065762988866,1.013065762988866,1,-1.013065762988866,1.013065762988866,1
112,59,2,bottom,3,1,1,5.249999054250708,10.40568695119823,5.6000000004026935,9.791883764003755,-0.6138031871944758,0.6138031871944758,1,5.656068141099147,9.725850447534423,-0.6798365036638074,0.6798365036638074,1,-0.6798365036638074,0.6798365036638074,1
112,61,1,top,1,0,0,-1.7500000012989887,190.43379577933447,,,,,0,,,,,0,,,0
112,62,2,top,1,0,0,-8.75000000181626,177.746675126646,,,,,0,,,,,0,,,0
112,63,0,bottom,3,1,1,8.749998655134462,5.517676089599635,9.027777778182152,5.395883205474561,-0.12179288412507372,0.12179288412507372,1,9.047706585665964,4.871552378341024,-0.6461237112586113,0.6461237112586113,1,-0.6461237112586113,0.6461237112586113,1
112,64,1,top,1,0,0,-5.250000000040877,185.42126827950352,,,,,0,,,,,0,,,0
112,67,1,top,0,0,0,-8.749999998613712,193.00938013947336,,,,,0,,,,,0,,,0
112,68,2,top,0,0,0,-5.249999998876881,200.28010708865168,,,,,0,,,,,0,,,0
112,69,0,top,1,0,0,-1.7499999989110189,207.07929868260445,,,,,0,,,,,0,,,0
112,70,1,top,0,0,0,-8.74999999910749,210.99937802548394,,,,,0,,,,,0,,,0
112,71,2,top,0,0,0,-5.25000000034322,214.94851077297093,,,,,0,,,,,0,,,0
112,72,0,top,0,0,0,-1.7499999993607513,220.42152281207632,,,,,0,,,,,0,,,0
113,55,1,bottom,1,0,1,1.7499988494146033,7.410037836135819,,,,,0,1.688596144687548,7.267118878598769,-0.14291895753705042,0.14291895753705042,1,-0.14291895753705042,0.14291895753705042,1
113,56,2,bottom,2,1,1,5.249999057481187,27.058580020241916,4.933333332767962,26.39546296595074,-0.6631170542911775,0.6631170542911775,1,5.1440099213461385,26.524080087062096,-0.5344999331798199,0.5344999331798199,1,-0.5344999331798199,0.5344999331798199,1
113,57,0,bottom,1,0,1,8.74999865111231,40.08882782118316,,,,,0,8.858407022726517,40.22947024541472,0.14064242423155804,0.14064242423155804,1,0.14064242423155804,0.14064242423155804,1
113,58,1,bottom,1,0,1,8.74999884992215,23.765197598738364,,,,,0,8.398251761470892,22.618997233367626,-1.1462003653707384,1.1462003653707384,1,-1.1462003653707384,1.1462003653707384,1
113,59,2,bottom,4,1,1,5.249999056215537,11.507844548984858,5.5722222229800735,11.601166491045316,0.09332194206045763,0.09332194206045763,1,5.717340437101902,11.006893615528115,-0.5009509334567426,0.5009509334567426,1,-0.5009509334567426,0.5009509334567426,1
113,61,1,top,1,0,0,-1.7499999997216016,189.60672365626257,,,,,0,,,,,0,,,0
