甯у彿,杞﹁締ID,閫熷害(m/s),璺濈(m),瑙掑害(deg),Yaw(deg)
100,56,9.442010782,16.92027633,-18.07602226,-3.05E-05
100,57,12.59315711,27.04664313,-18.87564272,-3.05E-05
100,58,7.999007488,13.83466157,-39.23254574,-3.05E-05
100,61,-8.259319111,202.6256951,0.494847707,-180
100,62,-11.70758891,193.9627032,2.585591258,-180
100,64,-10.29670405,200.9142356,1.497340811,-180
100,67,-10.29180948,209.0334974,2.399063309,-180
100,68,-9.408310951,214.6432357,1.401548212,-180
100,69,-7.016979942,219.2667925,0.457290762,-180
100,70,-11.52670538,227.8561566,2.200780431,-180
100,71,-8.079797687,227.6638005,1.321376118,-180
101,56,9.574461923,17.86917115,-17.08571991,-3.05E-05
101,57,12.69895055,28.31099283,-18.00302616,-3.05E-05
101,58,8.828075084,14.67806846,-36.59304959,-3.05E-05
101,59,0.158357489,8.750909783,-36.86543023,-3.05E-05
101,61,-8.277118168,201.7979908,0.496877449,-180
101,62,-11.75423392,192.7872678,2.60136657,-180
101,64,-10.49672402,199.8645633,1.505206528,-180
101,67,-10.46511949,207.9869696,2.411141786,-180
101,68,-9.596670322,213.6835732,1.407843892,-180
101,69,-7.269265815,218.5398622,0.458811883,-180
101,70,-11.4858483,226.7075612,2.211936035,-180
101,71,-8.031747716,226.8606245,1.326055144,-180
102,55,0.527805413,7.230346706,-14.00670368,-3.05E-05
102,56,9.737516939,18.83562683,-16.18424988,-3.05E-05
102,57,12.82537545,29.5886693,-17.20079522,-3.05E-05
102,58,9.471918476,15.59258581,-34.13634405,-3.05E-05
102,59,1.489175534,8.833507083,-36.46473674,-3.05E-05
102,61,-8.223401326,200.9756508,0.498910594,-180
102,62,-11.76832546,191.6104171,2.617354974,-180
102,64,-10.65433443,198.799124,1.513275367,-180
102,67,-10.6977214,206.9171987,2.423614914,-180
102,68,-9.801112831,212.7034579,1.414332404,-180
102,69,-7.436033673,217.796266,0.460378385,-180
102,70,-11.62333367,225.5452184,2.223340914,-180
102,71,-8.198555951,226.0407721,1.330865624,-180
103,55,1.448370425,7.329527943,-13.81338148,-3.05E-05
103,56,9.958301692,19.8250888,-15.35601764,-3.05E-05
103,57,12.85229932,30.86966694,-16.46620616,-3.05E-05
103,58,10.14385398,16.57919963,-31.85488913,-3.05E-05
103,59,2.767097705,9.047274776,-35.47060729,-3.05E-05
103,61,-8.227418444,200.1528957,0.500961484,-180
103,62,-11.71559029,190.438854,2.633468025,-180
103,64,-10.80740713,197.7183834,1.521548961,-180
103,67,-10.91097257,205.8260831,2.436470599,-180
103,68,-10.04042619,211.6994145,1.421041642,-180
103,69,-7.60693593,217.0355616,0.461992035,-180
103,70,-11.75610676,224.3696013,2.234996328,-180
103,71,-8.404391449,225.2003252,1.335833309,-180
103,72,-3.997991102,227.6948135,0.440364011,-180
104,55,2.345696093,7.520495317,-13.45593345,-3.05E-05
104,56,10.03261246,20.82290088,-14.6033687,-3.05E-05
104,57,12.99633596,32.16551035,-15.78512948,-3.05E-05
104,58,10.50353997,17.60688404,-29.7993891,-3.05E-05
104,59,4.004785419,9.389018014,-33.99799607,-3.05E-05
104,61,-8.313490651,199.3215448,0.503051,-180
104,62,-11.74609291,189.2642238,2.649823739,-180
104,64,-11.0651543,196.611862,1.53011419,-180
104,67,-11.09513357,204.716572,2.449683672,-180
104,68,-10.21225979,210.6781822,1.427931361,-180
104,69,-7.791530057,216.2564073,0.463656591,-180
104,70,-11.84684485,223.1849016,2.2468661,-180
104,71,-8.554536758,224.3448645,1.340927971,-180
104,72,-4.243015951,227.2705123,0.441186162,-180
105,55,3.150154121,7.795992574,-12.97196723,-3.05E-05
105,56,10.104781,21.8286829,-13.91659823,-3.05E-05
105,57,13.04308881,33.46649376,-15.15644593,-3.05E-05
105,58,10.96638404,18.68432281,-27.92445916,-3.05E-05
105,59,5.00011586,9.838514473,-32.25017808,-3.05E-05
105,61,-8.281430038,198.4934006,0.505149858,-180
105,62,-11.78401023,188.0858114,2.666437615,-180
105,64,-10.99330579,195.5125251,1.538719851,-180
105,67,-11.28505479,203.5880573,2.463270932,-180
105,68,-10.38212457,209.6399597,1.435004534,-180
105,69,-7.933004929,215.4631039,0.465363743,-180
105,70,-11.98952051,221.9859539,2.259007715,-180
105,71,-8.784635921,223.4664009,1.34620023,-180
105,72,-4.464961189,226.8240064,0.442054659,-180
106,55,3.862068225,8.147334018,-12.40345309,-3.05E-05
106,56,10.14719799,22.83935058,-13.2892081,-3.05E-05
106,57,13.13668508,34.77716254,-14.57232434,-3.05E-05
106,58,11.33861202,19.80197204,-26.22358646,-3.05E-05
106,59,5.872934246,10.3827551,-30.37425371,-3.05E-05
106,61,-8.239217737,197.6694849,0.507255452,-180
106,62,-11.67507248,186.9182929,2.683104716,-180
106,64,-11.04906233,194.4076139,1.547467251,-180
106,67,-11.4195801,202.4460935,2.477174462,-180
106,68,-10.42327616,208.59763,1.442176538,-180
106,69,-8.064449863,214.6566581,0.467112112,-180
106,70,-12.05018752,220.780927,2.271343872,-180
106,71,-8.965362061,222.5698597,1.351623909,-180
106,72,-4.713924995,226.3526117,0.442975287,-180
107,55,4.486803015,8.565772991,-11.78861074,-3.05E-05
107,56,10.33191079,23.8689037,-12.70618149,-3.05E-05
107,57,13.15526636,36.09003763,-14.03113811,-3.05E-05
107,58,11.62958693,20.95125046,-24.68543872,-3.05E-05
107,59,6.671416096,11.0131347,-28.47032364,-3.05E-05
107,61,-8.203990286,196.849081,0.509369586,-180
107,62,-11.73579855,185.7447082,2.700069809,-180
107,63,1.517274713,11.27595944,-50.89461992,-3.05E-05
107,64,-11.08614125,193.2989885,1.556344598,-180
107,67,-11.5725275,201.2888153,2.491425542,-180
107,68,-10.53175904,207.5444395,1.449496464,-180
107,69,-8.181191701,213.8385342,0.468899274,-180
107,70,-12.23305909,219.5576151,2.284005835,-180
107,71,-9.113021104,221.6585498,1.357181909,-180
107,72,-4.938230999,225.858799,0.443943818,-180
108,55,5.007908634,9.040844274,-11.16096506,-3.05E-05
108,56,10.36715053,24.90245872,-12.17056048,-3.05E-05
108,57,13.2251753,37.41016076,-13.52641771,-3.05E-05
108,58,11.77296421,22.11711704,-23.30472127,-3.05E-05
108,59,7.304708242,11.71297781,-26.62958794,-3.05E-05
108,61,-8.262976669,196.0227804,0.511516804,-180
108,62,-11.78542743,184.5661397,2.717324315,-180
108,63,3.099926698,11.50775537,-49.49566232,-3.05E-05
108,64,-11.01189742,192.1977919,1.565263883,-180
108,67,-11.58229199,200.1305828,2.505853552,-180
108,68,-10.57614305,206.4868299,1.456922269,-180
108,69,-8.151437804,213.0233877,0.470693585,-180
108,70,-12.22522078,218.335083,2.296801593,-180
108,71,-9.256968289,220.7328528,1.362874653,-180
108,72,-5.192272366,225.339564,0.444966788,-180
109,55,5.385973456,9.558160162,-10.54977395,-3.05E-05
109,56,10.39932492,25.93959651,-11.67694649,-3.05E-05
109,57,13.27660104,38.73567166,-13.05521755,-3.05E-05
109,58,11.99956075,23.30728269,-22.05022055,-3.05E-05
109,59,7.856999227,12.47311985,-24.89174465,-3.05E-05
109,61,-8.203417901,195.2024391,0.513666519,-180
109,62,-11.72599846,183.3935389,2.734711791,-180
109,63,4.531649681,11.88981593,-47.38534426,-3.05E-05
109,64,-11.01432899,191.0963569,1.574287965,-180
109,67,-11.6015577,198.9704137,2.520474244,-180
109,68,-10.55088421,205.4317379,1.46440661,-180
109,69,-8.279841773,212.1954042,0.472530266,-180
109,70,-12.21624409,217.1134376,2.309732133,-180
109,71,-9.453261685,219.7875242,1.368737629,-180
109,72,-5.437311544,224.7958373,0.446043077,-180
110,55,5.822075874,10.12202899,-9.955906313,-3.05E-05
110,56,10.40505457,26.97765351,-11.22167947,-3.05E-05
110,57,13.31025259,40.06475717,-12.61486515,-3.05E-05
110,58,12.24965002,24.52375497,-20.90361311,-3.05E-05
110,59,8.266079072,13.27868735,-23.2890773,-3.05E-05
110,61,-8.201410098,194.3823008,0.51583384,-180
110,62,-11.6889062,182.224629,2.752267512,-180
110,63,5.808778499,12.40777168,-44.84596068,-3.05E-05
110,64,-10.98315291,189.9980218,1.583390874,-180
110,67,-11.5575846,197.814646,2.535210158,-180
110,68,-10.60492158,204.3712361,1.472007222,-180
110,69,-8.143828782,211.3810274,0.474350801,-180
110,70,-12.26738432,215.8866905,2.32286405,-180
110,71,-9.56982246,218.8305384,1.374724515,-180
110,72,-5.592152594,224.236617,0.447155479,-180
111,55,6.081170198,10.71498332,-9.399810509,-3.05E-05
111,56,10.49443536,28.02488569,-10.7972112,-3.05E-05
111,57,13.35782359,41.39878905,-12.20199558,-3.05E-05
111,58,12.31321238,25.74785817,-19.86676638,-3.05E-05
111,59,8.565925688,14.1180369,-21.83066616,-3.05E-05
111,61,-8.283025713,193.5539865,0.518041411,-180
111,62,-11.75201013,181.0494045,2.770146869,-180
111,63,7.013383066,13.05347007,-42.09175519,-3.05E-05
111,64,-11.0859929,188.8894192,1.592686271,-180
111,67,-11.55474863,197.814646,2.535210158,-180
111,68,-10.58603111,203.3126196,1.47967343,-180
111,69,-8.267345659,210.5542866,0.47621338,-180
111,70,-12.19881846,214.6667888,2.336071648,-180
111,71,-9.641179613,217.866424,1.380809197,-180
111,72,-5.756639671,223.6609578,0.448306393,-180
112,55,6.369160386,11.33901253,-8.878197243,-3.05E-05
112,56,10.53031427,29.07594632,-10.40247434,-3.05E-05
112,57,13.37103469,42.73428808,-11.81507633,-3.05E-05
112,58,12.51616392,26.9931312,-18.91448203,-3.05E-05
112,59,8.943175801,14.99772098,-20.49056819,-3.05E-05
112,61,-8.250782195,192.7289098,0.520259219,-180
112,62,-11.7834858,179.8710492,2.788308703,-180
112,63,7.887352284,13.79592659,-39.36402365,-3.05E-05
112,64,-11.04183884,187.7852356,1.602053755,-180
112,67,-11.68387218,195.4907912,2.565366961,-180
112,68,-10.68150592,202.2444778,1.487489986,-180
112,69,-8.208289922,209.7334513,0.478077183,-180
112,70,-12.13091574,213.4537021,2.349355288,-180
112,71,-9.663391224,216.9000752,1.386962276,-180
112,72,-5.927041442,223.0682497,0.449497599,-180
113,55,6.571510542,11.98532954,-8.395876891,-3.05E-05
113,56,10.57836642,30.13200685,-10.03404596,-3.05E-05
113,57,13.34446314,44.06730063,-11.45276011,-3.05E-05
113,58,12.55512735,28.24320043,-18.04772527,-3.05E-05
113,59,9.203970103,15.90586242,-19.27284106,-3.05E-05
113,61,-8.2648162,191.90242,0.522499945,-180
113,62,-11.78981722,178.6920539,2.806720412,-180
113,63,8.750276629,14.6315348,-36.72846395,-3.05E-05
113,64,-11.04862525,186.6803574,1.611538094,-180
113,67,-11.70461832,194.3203138,2.580829732,-180
113,68,-10.66319362,201.1781455,1.495376121,-180
113,69,-8.198112532,208.9136416,0.479953277,-180
113,70,-12.26294457,212.2273931,2.362938197,-180
113,71,-9.803168542,215.9197526,1.393260625,-180
113,72,-6.160480146,222.4521944,0.450742456,-180
114,55,6.736653882,12.6498627,-7.951882863,-3.05E-05
114,56,10.60392738,31.19081777,-9.690083008,-3.05E-05
114,57,13.38652375,45.40463222,-11.11107341,-3.05E-05
114,58,12.70608222,29.50897778,-17.24870138,-3.05E-05
114,59,9.36629404,16.83227015,-18.17382421,-3.05E-05
114,61,-8.27229184,191.0751957,0.524762074,-180
114,62,-11.69446805,177.5225843,2.825225261,-180
114,63,9.39954196,15.53873054,-34.27108405,-3.05E-05
114,64,-11.02820629,185.577536,1.621117442,-180
114,67,-11.60871864,193.1594338,2.596351002,-180
114,68,-10.63948834,200.1141867,1.503328495,-180
114,69,-8.301848807,208.0834583,0.481868174,-180
114,70,-12.21910784,211.005477,2.376629617,-180
114,71,-9.782083003,214.9415413,1.399602693,-180
114,72,-6.292776577,221.8229184,0.452021166,-180
115,55,6.922664984,13.33428104,-7.541291859,-3.05E-05
115,56,10.65617921,32.25498807,-9.367453674,-3.05E-05
115,57,13.38795221,45.40463222,-11.11107341,-3.05E-05
115,58,12.80673664,30.78541426,-16.51255903,-3.05E-05
115,59,9.587838881,17.78233473,-17.17173882,-3.05E-05
115,61,-8.294704521,190.2457122,0.527050135,-180
115,62,-11.78434424,176.3441457,2.844120601,-180
115,63,9.984081205,16.50972167,-32.00483079,-3.05E-05
115,64,-10.97635251,184.4798885,1.630765619,-180
115,67,-11.65194503,191.9942285,2.612119046,-180
115,68,-10.64270604,199.0499186,1.51136826,-180
115,69,-8.297814114,207.2536755,0.483797479,-180
115,70,-12.19213169,209.7862626,2.390449867,-180
115,71,-9.899154971,213.9516285,1.406079681,-180
115,72,-6.452586091,221.1776617,0.453339906,-180
116,55,7.03908752,14.03150905,-7.16454606,-3.05E-05
116,56,10.58370909,32.25498807,-9.367453674,-3.05E-05
116,57,13.49975658,48.09353334,-10.48261322,-3.05E-05
116,58,12.88342717,32.07000067,-15.83337256,-3.05E-05
116,59,9.714749808,18.74642232,-16.26339402,-3.05E-05
116,61,-8.237679157,189.4219442,0.529342263,-180
116,62,-11.6949317,175.1746243,2.863124621,-180
116,63,10.42044054,17.52902792,-29.94523534,-3.05E-05
116,64,-11.0483587,183.3750465,1.640593726,-180
116,67,-11.7113493,190.8230762,2.628161813,-180
116,68,-10.62818758,197.9870945,1.519483407,-180
116,69,-8.231660623,206.4304997,0.485726747,-180
116,70,-12.1641475,208.5698263,2.404399791,-180
116,71,-9.829691715,212.9686602,1.41257083,-180
116,72,-6.668828177,220.5107663,0.45471098,-180
117,55,7.200506993,14.74575227,-6.815826484,-3.05E-05
117,56,10.64023603,34.37753668,-8.784355871,-3.05E-05
117,57,13.43523196,49.43603725,-10.1948565,-3.05E-05
117,58,12.99240729,33.36590611,-15.20323948,-3.05E-05
117,59,9.858974761,19.72596645,-15.43509839,-3.05E-05
117,61,-8.294569404,188.592494,0.531670434,-180
117,62,-11.72314947,174.0023028,2.882430846,-180
117,63,10.82909662,18.59284886,-28.073968,-3.05E-05
117,64,-11.00695458,182.2743501,1.650503479,-180
117,65,1.053323858,8.791910966,-36.66532474,-3.05E-05
117,67,-11.62733053,189.6603264,2.644285688,-180
117,68,-10.72429161,196.9146628,1.527760736,-180
117,69,-8.212951635,205.6092037,0.487667006,-180
117,70,-12.27873242,207.3419451,2.41864711,-180
117,71,-9.86116071,211.9825284,1.419143377,-180
117,72,-6.815892885,219.8291869,0.456120839,-180
118,55,7.265514487,15.46731011,-6.496461082,-3.05E-05
118,56,10.66919214,35.44338561,-8.518198996,-3.05E-05
118,57,13.43418156,50.77851469,-9.922560234,-3.05E-05
118,58,12.92653044,34.65563237,-14.62456383,-3.05E-05
118,59,9.939384512,20.71446273,-14.68152936,-3.05E-05
118,61,-8.28937983,187.7635524,0.534017729,-180
118,62,-11.67925479,172.8343613,2.901925709,-180
118,63,11.25901453,19.70243886,-26.36624819,-3.05E-05
118,64,-10.96825204,181.1775173,1.660498271,-180
118,65,2.338741309,8.962184633,-35.85914974,-3.05E-05
118,67,-11.6014639,188.5001758,2.660571984,-180
118,68,-10.66171724,195.8484772,1.536079748,-180
118,69,-8.199973114,204.7892079,0.489619719,-180
118,70,-12.13759186,206.1281787,2.432897627,-180
118,71,-10.00770006,210.9817534,1.425876356,-180
118,72,-6.948523498,219.1343264,0.457567199,-180
119,55,7.434956909,16.20639277,-6.199004348,-3.05E-05
119,56,10.75310079,36.51769835,-8.265822088,-3.05E-05
119,57,13.48557534,52.12620855,-9.663523694,-3.05E-05
119,58,13.04724465,35.95771216,-14.08383676,-3.05E-05
119,59,10.0855274,21.71825867,-13.98879213,-3.05E-05
119,61,-8.313196558,186.9322223,0.536392697,-180
119,62,-11.79809312,171.6545311,2.921888717,-180
119,63,11.38221246,20.82726155,-24.84231805,-3.05E-05
119,64,-11.05337857,180.0721729,1.670693857,-180
119,65,3.528829872,9.256564466,-34.55277286,-3.05E-05
119,67,-11.60705118,187.3394489,2.677068456,-180
119,68,-10.59430858,194.7890484,1.544436277,-180
119,69,-8.281098484,203.9610959,0.491607696,-180
119,70,-12.1413221,204.9140297,2.447321689,-180
119,71,-10.01467061,209.9802853,1.432678265,-180
119,72,-7.103174742,218.4240044,0.459055254,-180
120,55,7.436267893,16.94624817,-5.927370263,-3.05E-05
120,56,10.75360785,37.59214947,-8.027988312,-3.05E-05
120,57,13.5204372,53.47744212,-9.417099564,-3.05E-05
120,58,13.10299608,37.26564356,-13.57987629,-3.05E-05
120,59,10.2156466,22.73564109,-13.35094614,-3.05E-05
120,61,-8.253935351,186.1068365,0.538771674,-180
120,62,-11.69019562,170.4855002,2.941941877,-180
120,63,11.74395323,21.99004392,-23.44742155,-3.05E-05
120,64,-11.04665485,178.9674923,1.681009201,-180
120,65,4.66420414,9.669720485,-32.88345191,-3.05E-05
120,67,-11.67381414,186.1720537,2.693867403,-180
120,68,-10.67625953,193.7214076,1.55295008,-180
120,69,-8.318076162,203.1292826,0.493620877,-180
120,70,-12.02405579,203.7116186,2.461775914,-180
120,71,-9.941273665,208.9861586,1.439494806,-180
120,72,-7.270594856,217.6969553,0.460588408,-180
121,55,7.575650464,17.70043448,-5.673967294,-3.05E-05
121,56,10.81697743,38.67301622,-7.802197416,-3.05E-05
121,57,13.47212327,54.82391512,-9.183788759,-3.05E-05
121,58,13.19494243,38.58297485,-13.1078039,-3.05E-05
121,59,10.24560205,23.75657936,-12.76727001,-3.05E-05
121,61,-8.23339527,185.2834918,0.541165886,-180
121,62,-11.69470418,169.3160016,2.962280505,-180
121,63,11.97425192,23.17752622,-22.1802043,-3.05E-05
121,64,-10.99554333,177.8679259,1.691404086,-180
121,65,5.626439185,10.18617346,-31.02449853,-3.05E-05
121,67,-11.58904303,185.0131382,2.710754252,-180
121,68,-10.67990772,192.653413,1.56156115,-180
121,69,-8.276882179,202.3015909,0.495640515,-180
121,70,-12.14131428,202.4974749,2.476545516,-180
121,71,-10.10256776,207.9758954,1.446488775,-180
121,72,-7.495027035,216.947445,0.462179684,-180
122,55,7.549525137,18.45248428,-5.442006078,-3.05E-05
122,56,10.75720581,39.74797017,-7.589932253,-3.05E-05
122,57,13.59747717,56.18295668,-8.959784813,-3.05E-05
122,58,13.14669736,39.89572837,-12.66919782,-3.05E-05
122,59,10.27621121,24.78104249,-12.23111114,-3.05E-05
122,61,-8.24669812,184.4588185,0.543585387,-180
122,62,-11.6868774,168.1472998,2.982888287,-180
122,63,12.14446324,24.38345115,-21.02958374,-3.05E-05
122,64,-11.00268506,176.7676597,1.701935088,-180
122,65,6.38465018,10.7860472,-29.12653176,-3.05E-05
122,67,-11.65604256,183.8475252,2.727953681,-180
122,68,-10.62540855,191.5908646,1.570223612,-180
122,69,-8.288717396,201.4727216,0.497679657,-180
122,70,-12.01574127,201.295892,2.491337898,-180
122,71,-10.01040518,206.9748489,1.453486303,-180
122,72,-7.746829345,216.1727594,0.463836006,-180
123,55,7.68464911,19.21832071,-5.224530311,-3.05E-05
123,56,10.75973479,40.82324533,-7.388884066,-3.05E-05
123,57,13.512952,57.53361904,-8.747774286,-3.05E-05
123,58,13.2144124,41.21542657,-12.25712239,-3.05E-05
123,59,10.28349355,25.80661126,-11.73797341,-3.05E-05
123,60,0.138168906,7.216448093,-14.03423228,-3.05E-05
123,61,-8.321800976,183.6266265,0.54604898,-180
123,62,-11.77780965,166.969492,3.003948903,-180
123,63,12.17930428,25.59416575,-19.99113754,-3.05E-05
123,64,-10.99490155,175.6681571,1.712590621,-180
123,65,7.00496083,11.45462953,-27.27939586,-3.05E-05
123,67,-11.58996871,182.6885039,2.745273712,-180
123,68,-10.71672967,190.5191907,1.57905838,-180
123,69,-8.300336384,200.6426826,0.499738561,-180
123,70,-12.09955929,200.0859219,2.506413237,-180
123,71,-10.01780937,205.9730642,1.460557107,-180
123,72,-7.967905711,215.3759793,0.465551998,-180
124,55,7.658062461,19.98183603,-5.024374979,-3.05E-05
124,56,10.76349109,41.89894692,-7.198166116,-3.05E-05
124,57,13.62008438,58.89501583,-8.544033084,-3.05E-05
124,58,13.16689849,41.21542657,-12.25712239,-3.05E-05
124,59,10.32222832,26.83637499,-11.28152869,-3.05E-05
124,60,1.064377947,7.276744932,-13.91558899,-3.05E-05
124,61,-8.207989737,182.8058297,0.54850081,-180
124,62,-11.76326433,165.7931452,3.025282485,-180
124,63,12.34105904,26.82198382,-19.03980399,-3.05E-05
124,64,-11.06072537,174.5620804,1.723445363,-180
124,65,7.528263,12.18105138,-25.53086664,-3.05E-05
124,67,-11.67372716,181.5211188,2.762942565,-180
124,68,-10.666382,189.4525518,1.587950924,-180
124,69,-8.245991365,199.8180766,0.501800926,-180
124,70,-11.96136466,198.8897772,2.521496788,-180
124,71,-10.09926817,204.9631322,1.467755403,-180
124,72,-8.15240899,214.5607346,0.467320948,-180
125,55,7.746652426,20.75444024,-4.836883463,-3.05E-05
125,56,10.87736978,42.98606892,-7.015196529,-3.05E-05
125,57,13.52342647,60.2468016,-8.350941357,-3.05E-05
125,58,13.37883559,43.87015978,-11.50492717,-3.05E-05
125,59,10.45234123,27.87938701,-10.85424242,-3.05E-05
125,60,1.952465996,7.428058515,-13.62659186,-3.05E-05
125,61,-8.207389181,181.9850844,0.550974602,-180
125,62,-11.74224382,164.6189147,3.046882186,-180
125,63,12.46947898,28.06341974,-18.1673659,-3.05E-05
125,64,-11.03295639,173.4587722,1.734410912,-180
125,65,7.990671825,12.95813711,-23.90057925,-3.05E-05
125,67,-11.73091832,180.3480134,2.780928692,-180
125,68,-10.79027503,188.3735109,1.597049372,-180
125,69,-8.201799928,198.9979049,0.503869157,-180
125,70,-12.08072802,197.6816889,2.536916409,-180
125,71,-10.12598559,203.9505262,1.475044355,-180
125,72,-8.409311281,213.719797,0.469159788,-180
126,55,7.831187456,21.53569391,-4.661019636,-3.05E-05
126,56,10.7953165,44.0650495,-6.842590014,-3.05E-05
126,57,13.60112793,61.60639755,-8.165371405,-3.05E-05
126,58,13.2336248,45.19220767,-11.16397017,-3.05E-05
126,59,10.57573795,28.93495146,-10.45373236,-3.05E-05
126,60,2.777628683,7.665326467,-13.19705209,-3.05E-05
126,61,-8.266555113,181.1584293,0.553488866,-180
126,62,-11.75254836,163.4436272,3.068812553,-180
126,63,12.66010268,29.32455307,-17.36061442,-3.05E-05
126,64,-11.03699375,172.3550627,1.745520979,-180
126,65,8.418549225,13.78150163,-22.39225678,-3.05E-05
126,67,-11.65374886,179.1826282,2.79902992,-180
126,68,-10.73443192,187.300062,1.606204728,-180
126,69,-8.232498937,198.1746497,0.50596238,-180
126,70,-12.16441438,196.4652306,2.552634663,-180
126,71,-10.21795297,202.9287294,1.482473225,-180
126,72,-8.381641445,212.8816387,0.471007007,-180
127,55,7.765168105,22.31057211,-4.498796184,-3.05E-05
127,56,10.86564274,45.15108917,-6.677243517,-3.05E-05
127,57,13.55013076,62.96092524,-7.988543242,-3.05E-05
127,58,13.32744462,46.52374187,-10.84052391,-3.05E-05
127,59,10.51229561,29.9843923,-10.08395916,-3.05E-05
127,60,3.518305574,7.980934054,-12.66631172,-3.05E-05
127,61,-8.261262798,180.3323061,0.556024542,-180
127,62,-11.77751463,162.2658679,3.091108188,-180
127,63,12.67139254,30.58745234,-16.62252014,-3.05E-05
127,64,-11.08095918,171.2469599,1.756819405,-180
127,65,8.768844041,14.64288412,-21.01030935,-3.05E-05
127,67,-11.65607214,178.0169986,2.817372301,-180
127,68,-10.74227738,186.2258188,1.615472566,-180
127,69,-8.24601392,197.3500496,0.508076529,-180
127,70,-12.01620759,195.2635963,2.568353841,-180
127,71,-10.19093131,201.9096329,1.489957381,-180
127,72,-8.39875875,212.0417609,0.472872665,-180
128,55,7.829342581,23.09202086,-4.346256199,-3.05E-05
128,56,10.85994689,46.23659152,-6.519792579,-3.05E-05
128,57,13.62292742,64.32274802,-7.818342776,-3.05E-05
128,58,13.37585344,47.86021037,-10.53429919,-3.05E-05
128,59,10.58060081,31.04084367,-9.737355601,-3.05E-05
128,60,4.16372194,8.365692338,-12.07475407,-3.05E-05
128,61,-8.200428103,179.5122571,0.558564657,-180
128,62,-11.7547029,161.0903719,3.11368653,-180
128,63,12.72986058,31.85668807,-15.94220617,-3.05E-05
128,64,-10.97711873,170.149238,1.768157155,-180
128,65,9.024538856,15.53241239,-19.75524487,-3.05E-05
128,67,-11.71871186,176.8451254,2.836056974,-180
128,68,-10.84733719,185.1410801,1.624940126,-180
128,69,-8.21662291,196.5283741,0.510200828,-180
128,70,-12.06089887,194.0575002,2.584327341,-180
128,71,-10.30279914,200.879349,1.497600913,-180
128,72,-8.404627663,211.2012922,0.474754489,-180
129,55,7.875445599,23.8782068,-4.202894819,-3.05E-05
129,56,10.91262273,47.32740558,-6.368893309,-3.05E-05
129,57,13.5919149,65.68151998,-7.655622632,-3.05E-05
129,58,13.39569803,49.19875941,-10.24455412,-3.05E-05
129,59,10.60100219,32.0994868,-9.413244654,-3.05E-05
129,60,4.769977006,8.8150354,-11.45068578,-3.05E-05
129,61,-8.265241555,178.6857268,0.561148441,-180
129,62,-11.7463305,159.9157167,3.136580793,-180
129,63,12.9217446,33.14548107,-15.30681168,-3.05E-05
129,64,-10.99581761,169.0496454,1.779661917,-180
129,65,9.272933918,16.44876665,-18.61291073,-3.05E-05
129,67,-11.70098968,175.6750118,2.854962616,-180
129,68,-10.80567808,184.0605165,1.634482238,-180
129,69,-8.248382408,195.7035316,0.512351257,-180
129,70,-12.04230954,192.8532495,2.600475941,-180
129,71,-10.42349559,199.8369942,1.50541423,-180
129,72,-8.377325483,210.3635571,0.476645157,-180
130,55,7.940250231,24.67100361,-4.067604643,-3.05E-05
130,56,10.87982938,48.41496855,-6.225254321,-3.05E-05
130,57,13.65006572,67.04611604,-7.498901683,-3.05E-05
130,58,13.32753207,50.53056967,-9.971744931,-3.05E-05
130,59,10.67381628,33.16555363,-9.108048444,-3.05E-05
130,60,5.210040705,9.312883117,-10.83094031,-3.05E-05
130,61,-8.245546143,177.8611696,0.563749987,-180
130,62,-11.77155054,158.7385471,3.159864501,-180
130,63,12.89386855,34.43189975,-14.72173226,-3.05E-05
130,64,-11.01663596,167.9479692,1.791339631,-180
130,65,9.407446321,17.38037829,-17.58166038,-3.05E-05
130,67,-11.72853032,174.5021358,2.874167648,-180
130,68,-10.70682766,182.9898132,1.644048479,-180
130,69,-8.293406481,194.874188,0.514531775,-180
130,70,-12.0844248,191.6448049,2.616885002,-180
130,71,-10.30204757,198.8067841,1.513217046,-180
130,72,-8.430394642,209.5205191,0.478563056,-180
131,55,7.949927355,25.46487624,-3.940592689,-3.05E-05
131,56,10.89352609,49.50391505,-6.087792728,-3.05E-05
131,57,13.68083931,68.41381312,-7.348151162,-3.05E-05
131,58,13.44610761,51.87431708,-9.710901264,-3.05E-05
131,59,10.66703995,34.23104357,-8.822248156,-3.05E-05
131,60,5.59466067,9.85289416,-10.23074222,-3.05E-05
131,61,-8.311555432,177.0300171,0.566396868,-180
131,62,-11.7476973,157.5637498,3.183448673,-180
131,63,12.91891301,35.72114446,-14.17905371,-3.05E-05
131,64,-11.0025825,166.8477069,1.803156349,-180
131,65,9.69725857,18.34213286,-16.63216169,-3.05E-05
131,67,-11.70427217,173.3316984,2.893592178,-180
131,68,-10.80366775,181.9094462,1.653815249,-180
131,69,-8.215187305,194.0526792,0.516710069,-180
131,70,-12.0244574,190.4423346,2.633419861,-180
131,71,-10.30903886,197.7758755,1.521106553,-180
131,72,-8.424654575,208.6780493,0.480495144,-180
132,55,7.890394492,26.25292529,-3.82212716,-3.05E-05
132,56,10.92406357,50.59596258,-5.955915062,-3.05E-05
132,57,13.62198857,69.77565204,-7.203966131,-3.05E-05
132,58,13.51302343,53.22480036,-9.462209496,-3.05E-05
132,59,10.67259671,35.29722224,-8.553736125,-3.05E-05
132,60,5.942726128,10.43071476,-9.658404603,-3.05E-05
