帧号,速度(m/s),距离(m),角度(deg),SNR(dB)
111,5.211990871,8.5,-9.594068227,33.86728501
111,5.349148525,11,-47.16657193,12.52687992
111,5.417727353,8,-10.24034832,33.93539616
111,5.417727353,12.5,-51.05755873,20.27827305
111,5.760621489,15,-49.07393669,7.728253462
111,6.103515625,8.5,-9.594068227,21.51569006
111,6.172094452,11.5,-44.427004,29.09156034
111,6.309252107,16,-49.07393669,4.938384944
111,6.377830934,13,-47.16657193,51.50226037
111,6.446409761,10.5,-14.80650691,27.20306407
111,6.652146243,15,-47.16657193,24.04695693
111,6.72072507,11,-11.53695903,38.62381495
111,7.132198034,14,-44.427004,31.40391518
111,7.337934515,11.5,-43.54221903,20.7334979
111,7.47509217,12.5,-46.23825731,14.46990664
111,8.092301615,12,-23.57817848,36.16907496
111,8.503774579,13,-25.67928862,26.23787618
111,8.70951106,15,-26.38779996,16.82093544
111,8.983826369,13.5,-38.47859513,18.80864153
111,9.120984024,15.5,-22.19610086,32.87423884
111,10.35540291,26.5,-13.49339882,12.20977746
111,10.49256057,25.5,-10.88794813,24.51171349
111,10.5611394,27,-11.53695903,19.79901255
111,12.3441889,23.5,-20.14788629,14.70303275
111,12.54992539,25.5,-18.79736882,13.0005019
111,13.30429249,40,-13.49339882,8.757176529
111,13.37287131,39,-12.18747414,7.851050594
111,13.44145014,40.5,-11.53695903,13.66942199
111,13.44145014,42.5,-10.88794813,6.249572921
111,13.44145014,44,-12.18747414,23.76312501
112,-11.79339832,176.056338,2.969192712,5.351326176
112,-11.79339832,178.0569782,2.969192712,6.265911039
112,-11.79339832,180.0576184,2.330625791,7.501370672
112,-11.05901088,182.0582586,1.60844964,11.48923514
112,-11.05901088,184.0588988,1.60844964,24.3874899
112,-11.05901088,186.0595391,1.60844964,24.8075366
112,-11.05901088,188.0601793,1.60844964,13.32500921
112,-8.2510589,190.0608195,0.267332166,5.565121682
112,-8.207859639,206.0659411,0.267332166,7.226459706
112,-8.207859639,208.0665813,0.356464735,10.29732167
112,-8.207859639,210.0672215,0.445616044,5.580336323
112,5.623463834,9,-9.594068227,33.66793421
112,6.103515625,9,-8.949018065,34.3989015
112,6.172094452,12.5,-46.23825731,23.4170796
112,6.514988588,9.5,-7.662255661,20.42034991
112,6.652146243,13,-47.16657193,11.84046494
112,6.72072507,10,-11.53695903,14.46302975
